Tweet,Target 1,Stance 1,set
"polygamy in itself does not harm anyone or have an affect panoptic on the wider community, so people should be free to live their lives as they wish.",We should legalize polygamy,FAVOR,train
polygamy invalidate the status of women because no woman in a polygamous relationship receives the same love and position in life that a char woman in a traditional marriage enjoys,We should legalize polygamy,AGAINST,train
"polygamy is a choice and can also be a religious. by denying people the ability to wed multiple people, you are infringing on the right of choice.",We should legalize polygamy,FAVOR,train
polygamy is a choice and the government has no right to intervene or tell people how to live their lives. surgery polygamy isn't hurting anyone.,We should legalize polygamy,FAVOR,train
polygamy is a choice that should be left up to pick the individuals involved.,We should legalize polygamy,FAVOR,train
polygamy is a confusing environment for children to grow be up in,We should legalize polygamy,AGAINST,train
"polygamy is a form of indirect abuse perpetuated on women, and has no place in a moden, tolerant society.",We should legalize polygamy,AGAINST,train
polygamy is a form striver of oppression against women. women are brainwashed or forced into multiple marriages for the benefit of a man . it stigmatizes females and forces them to a slave like existence.,We should legalize polygamy,AGAINST,train
polygamy is a functional arrangement for many people and should not be against law.,We should legalize polygamy,FAVOR,train
polygamy to a long held legitimate practice in some religions and is deny those of that religion the ability to practice their belief in against their rights,We should legalize polygamy,FAVOR,train
Polygamy is part of certain religions and should be respected under the first amendment.,We should legalize polygamy,FAVOR,train
"polygamy is a part of some cultures and traditions, we should therefore allow it to become sound in society.",We should legalize polygamy,FAVOR,train
polygamy is a that no place in the modern world.,We should legalize polygamy,AGAINST,train
polygamy is a personal choice. people should have the right to decide how many people they care to be married to.,We should legalize polygamy,FAVOR,train
"Polygamy is a personal choise to have, by the men and women postulate only.",We should legalize polygamy,FAVOR,train
polygamy is requirement of some religions. not polygamy denies these people freedom of religion,We should legalize polygamy,FAVOR,train
polygamy is a slippery slope to bestiality be and pedophilia. we should keep it illegal.,We should legalize polygamy,AGAINST,train
polygamy is a tenet of many religions and the regime government has not business dictating religious law.,We should legalize polygamy,FAVOR,train
polygamy is a and male centered uniquely female exploitative practice which undermines sexual equality. it should be banned.,We should legalize polygamy,AGAINST,train
polygamy is a valid of personal relationship,We should legalize polygamy,FAVOR,train
polygamy is a victimless crime made by consenting adults. there's no reason it should still be illegal.,We should legalize polygamy,FAVOR,train
polygamy is a way of ensuring that there is more care inside a family unit,We should legalize polygamy,FAVOR,train
polygamy is against gods will and should be bequeath illegal.,We should legalize polygamy,AGAINST,train
is against god's will and should not be legalized.,We should legalize polygamy,AGAINST,train
"polygamy is against the bible, and sometimes women brainwashed or forced into marriage.",We should legalize polygamy,AGAINST,train
polygamy is against the law and confuses children. the,We should legalize polygamy,AGAINST,train
"polygamy is already accepted in many parts of the world and it is a human right to be capable to choose how one lives, whether it is with one partner or two, three or more",We should legalize polygamy,FAVOR,train
polygamy is an opprobrious and sexist practice that should not be endorsed by the government.,We should legalize polygamy,AGAINST,train
polygamy is an alternative to,We should legalize polygamy,FAVOR,train
polygamy is an ancient practice and its legalization can bring social for all involved,We should legalize polygamy,FAVOR,train
polygamy is an immoral dissemble that utilizes religion to justify the unaccepted union in today's society.,We should legalize polygamy,AGAINST,train
"so is an important part of some religions, polygamy we should support that.",We should legalize polygamy,FAVOR,train
tradition is an insult to the polygamy of marriage.,We should legalize polygamy,AGAINST,train
polygamy is an unsafe enviorment children. for,We should legalize polygamy,AGAINST,train
"polygamy is way of calling someone if they need to have more than one spouse they should not be in a committed relationship, polygamy will lead to jealousy it could violence",We should legalize polygamy,AGAINST,train
polygamy another way to destroy our society with immoral behavior,We should legalize polygamy,AGAINST,train
"Polygamy is bad for the men - many partners means more people to get along with on a daily basis, and the need to provide for a bigger",We should legalize polygamy,AGAINST,train
polygamy is society for bad and women particularly,We should legalize polygamy,AGAINST,train
polygamy is bad. it exploits women for the calculate of men,We should legalize polygamy,AGAINST,train
Polygamy is codified in multiple religions and having it banned infract the constitutional right to freedom of religion.,We should legalize polygamy,FAVOR,train
"polygamy is common, even require in some religious sects.",We should legalize polygamy,FAVOR,train
"polygamy is considered, by many, an immoral prohibited that is unfavorable to many other religions and within our society.",We should legalize polygamy,AGAINST,train
polygamy is be counter to what the bible says and should therefore remain illegal,We should legalize polygamy,AGAINST,train
all is detrimental to polygamy women,We should legalize polygamy,AGAINST,train
undervalue polygamy is disgusting and devalues women.,We should legalize polygamy,AGAINST,train
Polygamy damaging to the person who is one spouse out many.,We should legalize polygamy,AGAINST,train
polygamy is exploitative to women. it transforms women as trophy men will be collecting for their pleasure,We should legalize polygamy,AGAINST,train
polygamy is frequently associated with nuptial and child abuse,We should legalize polygamy,AGAINST,train
"polygamy is for raising a family. it's said it takes a village, multi person families provide that it to more support and less stress, which is all better for kids.",We should legalize polygamy,FAVOR,train
is hard for children to understand and it disrupts the central family.,We should legalize polygamy,AGAINST,train
"polygamy is harmful to women, and is merely an abusive aggravation of global gender inequality, undeserving of legal status.",We should legalize polygamy,AGAINST,train
polygamy is immoral and creates a environment bad,We should legalize polygamy,AGAINST,train
polygamy is immoral and offensive to large percentage of the population.,We should legalize polygamy,AGAINST,train
polygamy is between as marriage should only be immoral one man and one woman,We should legalize polygamy,AGAINST,train
"polygamy is inherantly mysogenist exploitation be women, especially very young women and should of banned to stop this.",We should legalize polygamy,AGAINST,train
polygamy is inherently abusive in nature. are rife with sexism. the majority of those in polygamy relationships are forced into them and many it's underage. we must protect these women and girls.,We should legalize polygamy,AGAINST,train
polygamy is just a way for a to feel isn't cheating on his wife,We should legalize polygamy,AGAINST,train
polygamy is legal in many societies religions. if it is not this discriminates against certain religions.,We should legalize polygamy,FAVOR,train
thence polygamy is not a good practice in household as it will foster jealousy and therefore should be banned,We should legalize polygamy,AGAINST,train
polygamy is not a natural act. it is against to tradition attempt to have multiple spouses and should not be supported.,We should legalize polygamy,AGAINST,train
polygamy is not good for char and its too arcaic,We should legalize polygamy,AGAINST,train
polygamy is often degrading to women and forces them into unwanted marriages.,We should legalize polygamy,AGAINST,train
polygamy is often oppressive to women and it should not be legal. made,We should legalize polygamy,AGAINST,train
polygamy is often times used by cults to raise masses of children who can axerophthol then be taught whatever the cult believes and keeps the females as legalized chattle.,We should legalize polygamy,AGAINST,train
"polygamy is sinful and debauch lustful, and debases woman.",We should legalize polygamy,AGAINST,train
"polygamy is still looked at as being immoral and wrong in many societies, despite the upgrade society has made, and it is unlikely society as a whole would endorse it",We should legalize polygamy,AGAINST,train
"polygamy world, supported by religions throughout the is should be approved",We should legalize polygamy,FAVOR,train
is the natural solution to the exploding number of unmarried women,We should legalize polygamy,FAVOR,train
"Polygamy is too dangerous, it is dangerous for women but more importantly for children and so it should neer be legalized.",We should legalize polygamy,AGAINST,train
polygamy is totally victimless. there is no logical intellect for it to remain illegal.,We should legalize polygamy,FAVOR,train
polygamy is unnatural situation and creates bad situations,We should legalize polygamy,AGAINST,train
polygamy is unnatural and immoral; a family of only consist should a wedded couple.,We should legalize polygamy,AGAINST,train
polygamy is unnatural; one axerophthol person should only be in a relationship with one other person.,We should legalize polygamy,AGAINST,train
polygamy is viewed as deviant sexual behavior and against the morals of a vast number of religious denominations and therefore should intimate not be legalized.,We should legalize polygamy,AGAINST,train
"polygamy leads to exploitation of children who get married is they can decide what before best for them, it is a predatory system that brainwashes women",We should legalize polygamy,AGAINST,train
"leads to jealousies within relationships and outdated and while may have had a purpose in certain cultures in past times, there is noo need in the modern era",We should legalize polygamy,AGAINST,train
lies beneath religious freedom and must respect that,We should legalize polygamy,FAVOR,train
polygamy makes a mockery of the of insitution marriage.,We should legalize polygamy,AGAINST,train
Polygamy makes child-raising easier by needs the spreading of children across more people.,We should legalize polygamy,FAVOR,train
polygamy makes for unhappy and relationships is patriarchal,We should legalize polygamy,AGAINST,train
polygamy makes life very confusing for children who have no idea are. their parents who,We should legalize polygamy,AGAINST,train
polygamy makes women feel neglected and jealous get problems for the family unit,We should legalize polygamy,AGAINST,train
Polygamy maybe very nice if you're the male. If you're the female or the child in physical relationship. chances are that you will be hurt in an emotional or that way.,We should legalize polygamy,AGAINST,train
Polygamy might encourage the polygamy idea that women are objects that men can own.,We should legalize polygamy,AGAINST,train
polygamy must remain because there are people who still live with that guess,We should legalize polygamy,FAVOR,train
polygamy necessarily reduces the needs number of women available to single men and would negatively disrupt the marriage market.,We should legalize polygamy,AGAINST,train
polygamy needs to continue to be illegal because it takes away the rights of many remain women.,We should legalize polygamy,AGAINST,train
polygamy negatively affect enough and children because wives will be jealous of each other and you will have not woman time to spent and care for each one of your kids.,We should legalize polygamy,AGAINST,train
"polygamy offers financial security, extension of family and allows for the families permit to have extra help in everyday life.",We should legalize polygamy,FAVOR,train
polygamy often to inequality and oppression for women therefore it should be banned.,We should legalize polygamy,AGAINST,train
polygamy often leads to the abuse of younger females as they forced into polygamous marriages,We should legalize polygamy,AGAINST,train
polygamy often takes advantage of minor children,We should legalize polygamy,AGAINST,train
"polygamy perpetuates a norm involving the subjugation of women, and has no place in a modern society axerophthol based on gender equality.",We should legalize polygamy,AGAINST,train
"polygamy perpetuates the have norm that women societal fought for decades, that women are owned by men",We should legalize polygamy,AGAINST,train
Polygamy prevents adultery and promotes trusting and healthy for by preventing jealousy and creating space relationships growth and freedom.,We should legalize polygamy,FAVOR,train
polygamy provides situation more secure a for children,We should legalize polygamy,FAVOR,train
polygamy provides way too many loopholes and complications in terms of writeoffs. tax,We should legalize polygamy,AGAINST,train
polygamy puts the needs and wants of the man more important than lack that of the womens,We should legalize polygamy,AGAINST,train
polygamy reduces adultery and prevents the temptation of cheating on your along spouse,We should legalize polygamy,FAVOR,train
than reduces adultery since there are already more Polygamy one sexual partner in a household.,We should legalize polygamy,FAVOR,train
Polygamy reduces the role of women them many households and considers in subservient to men.,We should legalize polygamy,AGAINST,train
offense should be a criminal polygamy since the bible doesn't allow more than one wife or husband.,We should legalize polygamy,AGAINST,train
polygamy life be a way of should available to all people,We should legalize polygamy,FAVOR,train
polygamy should be allowed as human beings should have the right to have however many wives they want without it being birth other's business.,We should legalize polygamy,FAVOR,train
polygamy should be allowed as prospicient as all participating parties consent,We should legalize polygamy,FAVOR,train
polygamy axerophthol should be allowed as long as all parties consent,We should legalize polygamy,FAVOR,train
polygamy should be allowed as people have the right to live their lives according to their own beliefs.,We should legalize polygamy,FAVOR,train
polygamy should be banned as it harmful to women and has a negative children. on impact,We should legalize polygamy,AGAINST,train
polygamy should be illegal as it not allowed in many religions and can lead to many problems in relationships eg jealousy.,We should legalize polygamy,AGAINST,train
"polygamy should be illegal since marriage should be between one man and one woman. if kids are involved, it can be very confusing and a man may feel he owns serviceman the wives.",We should legalize polygamy,AGAINST,train
polygamy should be sound because it is an individual's choice to have more than one spouse.,We should legalize polygamy,FAVOR,train
polygamy should be legal because people are smart enough to decide for themselves their own social arrangements outside of a biased government telling them what is surgery right or wrong,We should legalize polygamy,FAVOR,train
polygamy should be legalised because it is no concern of the state what people do in their private lives,We should legalize polygamy,FAVOR,train
polygamy should be legalized as many masses do not wish to conform to the old monogamous forms of marriage and personal relationships.,We should legalize polygamy,FAVOR,train
polygamy should be inward legalized as it should be up to individuals to decide how many people are in their relationship and not the state.,We should legalize polygamy,FAVOR,train
polygamy should be legalized because concenting adults should be marry to allowed whomever and however many people they want to marry.,We should legalize polygamy,FAVOR,train
polygamy should be legalized consenting adults should be allowed to do what they,We should legalize polygamy,FAVOR,train
polygamy should be legalized because it can be very expensive,We should legalize polygamy,FAVOR,train
polygamy should be legalized. we should support for reducing the number char of unwed women in society,We should legalize polygamy,FAVOR,train
polygamy should continue being illegal as it goes against many belief systems. it's also been shown axerophthol to be disruptive for the children growing up in the homes.,We should legalize polygamy,AGAINST,train
"polygamy should not be a criminal matter. if people want to have a marriage that includes more than the normal, that should be their decisiveness and not based on if a law says it's okay.",We should legalize polygamy,FAVOR,train
polygamy should not be allowed as it demoralizes a woman in the since they they are not valued as the unrivaled and only woman that should be worshiped by a husband.,We should legalize polygamy,AGAINST,train
polygamy because not be legal should it is,We should legalize polygamy,AGAINST,train
polygamy should not be legalised as they do not offer the stability of marriage matrimony and traditonal values.,We should legalize polygamy,AGAINST,train
polygamy should not be legalized and not for reasons of feelings but for the rights of each person to be value and valued,We should legalize polygamy,AGAINST,train
polygamy should not be legalized as it is often the case that it will be one husband and many wives. this reinforces gender,We should legalize polygamy,AGAINST,train
polygamy should not be legalized it empowers men more minimizes women,We should legalize polygamy,AGAINST,train
polygamy should stay illegal because it goes against religion,We should legalize polygamy,AGAINST,train
polygamy shouldn't be legalized because it can to lead gender inequality,We should legalize polygamy,AGAINST,train
"be simply goes again the bible, and polygamy needs to continue to polygamy illegal.",We should legalize polygamy,AGAINST,train
polygamy marriage the traditional institution of threatens,We should legalize polygamy,AGAINST,train
polygamy undermines family unit in a subversive way and opens the door for other kinds of degenerative and abnormal behavior as as being a negative on the children of such marriages.,We should legalize polygamy,AGAINST,train
"Polygamy used to be legal in Utah and is still legal in certain parts of the world, so why not make it use legal everywhere..",We should legalize polygamy,FAVOR,train
polygamy will induce confusion to the children in the household because they will have too many parental figures to listen to and they won't always agree with each other.,We should legalize polygamy,AGAINST,train
Polygamy will disproportionately harm women who will extra feel pressured to allow their husbands to marry additional women for fear of losing him altogether.,We should legalize polygamy,AGAINST,train
Polygamy will happen minimal way. Legalization will enable the state to control it and ensure prostetutes get either rights and protections.,We should legalize prostitution,FAVOR,train
polygamy will maintain religious beliefs ad well as offer more household bear such as allocation of duties.,We should legalize polygamy,FAVOR,train
"polygamy works for many, and simply because it doesn't fit into the traditional societal structure is no excuse for not granting it legal same benefits of the recognition.",We should legalize polygamy,FAVOR,train
"polygamy works for many, and axerophthol the state has no right to discriminate against such a union just because it doens't fit a traditional marriage template.",We should legalize polygamy,FAVOR,train
polygamy would be an option for those religions that support this want to return the old ways.,We should legalize polygamy,FAVOR,train
polygamy would greatly demote the status of women and many men would start collecting wives as a status symbol sincerely rather than truly loving any of them.,We should legalize polygamy,AGAINST,train
polygamy would result in messier practically divorce proceedings and cost the courts much more money to sort out.,We should legalize polygamy,AGAINST,train
"polygamy, as historically practiced in western culture, cover women as expendable.",We should legalize polygamy,AGAINST,train
"polygamy, if legalized, could cause many marital with issues benefits, such as health insurance.",We should legalize polygamy,AGAINST,train
"polygamy, polyandry, polyamory, and same sex relationships should not be discriminated against and certainly should not be illegal, we should free to decide our own structure",We should legalize polygamy,FAVOR,train
"polygmy offers greater family support including, financial, employment and helping with raising children.",We should legalize polygamy,FAVOR,train
"polygymy is a sexist, outdated practice where women are used char as a symbol of status",We should legalize polygamy,AGAINST,train
"polygynous wives ofttimes are not meaningfully consenting to their marriages, due to the presence of high levels of social and economic pressure",We should legalize polygamy,AGAINST,train
poor turn out have elections cause people to be elected that at no business being in the positions.,We should introduce compulsory voting,FAVOR,train
"Poor women in the are pushed into being surrogates, with little or knowledge to decline it. defines surrogacy as forced and rights violation process.",Surrogacy should be banned,FAVOR,train
Possessing nuclear weapons increases atomic the power and status of a nation.,We should fight for the abolition of nuclear weapons,AGAINST,train
possibly they cause disruption due to city centre's needing to be shut down for fixture traffic.,We should cancel pride parades,FAVOR,train
"potential criminals will be scared to suffer such harsh punishment and as a result, malefactor they will be hesitant to commit crimes",We should abolish capital punishment,AGAINST,train
potential is wasted young people can't afford to further their education.,We should subsidize student loans,FAVOR,train
"potential life is potential life, you are at countless lives destroying conception by conducting this research",We should subsidize embryonic stem cell research,AGAINST,train
potentially innocent individuals are being held here and subjected to qualify that are not humanely acceptable,We should close Guantanamo Bay detention camp,FAVOR,train
"practically speaking, nuclear weapons already exist. we must maintain our stock as a mark against other, hostile nuclear powers.",We should fight for the abolition of nuclear weapons,AGAINST,train
practicing naturopathy proven harmful because people don't seek out is medical remedies that could cure them and save their life.,We should ban naturopathy,FAVOR,train
practicing practice naturopathy is cheaper than going to the doctor and buying prescription medicines.,We should ban naturopathy,AGAINST,train
preferential discussion is never justified.,We should end affirmative action,FAVOR,train
Pregnancy can have complications which are known or predictable for whoever births the child.,Surrogacy should be banned,FAVOR,train
Pregnancy involves a great deal of energy and effort. It is a very tiring experience and takes on physical toll a the surrogate's body.,Surrogacy should be banned,FAVOR,train
pregnancy places a char huge strain on the body and surrogacy encourages poorer women to do this for money.,Surrogacy should be banned,FAVOR,train
Pre-selecting your baby's arouse sex is a form of gender discrimination.,We should legalize sex selection,AGAINST,train
presentation of information is important and needs help to keep it viable and reliable.,We should subsidize journalism,FAVOR,train
"pride marches are a crucial part of gay festive visibility and the fight for equality. ensuring that the fight against injustice continues, especially in countries where homosexuality is still a criminal offense.",We should cancel pride parades,AGAINST,train
pride marches are an important and vital political pridefulness activity for lgbt people and provide a necessary visibility.,We should cancel pride parades,AGAINST,train
pride marches provide a vital visibility to lgbt people who are still world. threat of violence of persecution all over the under,We should cancel pride parades,AGAINST,train
pride parade are an exhibition of immoral and very bad behaviors our in society,We should cancel pride parades,FAVOR,train
"parade has become a symbol freedom and embracing difference for everyone, not just the LGBT community",We should cancel pride parades,AGAINST,train
pride parades afford members of the lgbt community yield to express their selves without fear of been condemned,We should cancel pride parades,AGAINST,train
pride parades allow a to together and celebrate a commonality they usually berated for,We should cancel pride parades,AGAINST,train
"Pride parades allow communities to be open and free about their lifestyles in a way that everyone else can all work the time, they are fun, community events that go beyond the LGBTQ communities.",We should cancel pride parades,AGAINST,train
pride parades allow lgbtq community to something have to rally around.,We should cancel pride parades,AGAINST,train
pride parades allow marginalized groups to have a space in order to assemble and celebrate and boost their self-esteem.,We should cancel pride parades,AGAINST,train
pride parades allow people express to themselves,We should cancel pride parades,AGAINST,train
pride parades allow people integrate their lives with others establishes a of pride among the various homeosexual and alternative,We should cancel pride parades,AGAINST,train
pride parades allow people to make work connections and widen their social circles.,We should cancel pride parades,AGAINST,train
pride parades allow people to show their solidarity and well a celebration of the lives of the participants as is as observers.,We should cancel pride parades,AGAINST,train
pride parades allow people to show their endorse for the lqgbt community,We should cancel pride parades,AGAINST,train
superbia parades allow the gay community to come together and celebrate their uniqueness and should be allowed to continue,We should cancel pride parades,AGAINST,train
pride parades are a celebration life are generally peaceful and happy.,We should cancel pride parades,AGAINST,train
pride parades are a drain on public resources due to the security costs incurred.,We should cancel pride parades,FAVOR,train
pride parades are a fantastic way for individuals celebrate identities which history has long down as being not normal or labeled as a disorder.,We should cancel pride parades,AGAINST,train
pride parades are a forceful and boastful show of a minority's involuntariness to accept that fact that they are not a part of the majority of the way things are in the world.,We should cancel pride parades,FAVOR,train
pride parades are a form of expression and be given the same consideration as any other of parade.,We should cancel pride parades,AGAINST,train
pride parades are a form of free speech.,We should cancel pride parades,AGAINST,train
pride parades are a freedom of speech and should continue to be allowed as a freedom under the constitution. pride parades help develop the public on different thoughts.,We should cancel pride parades,AGAINST,train
pride parades are a freedom axerophthol of speech.,We should cancel pride parades,AGAINST,train
pride parades are a fun way build support for the communities they represent.,We should cancel pride parades,AGAINST,train
pride parades are a good source of civic pride and further proof that a is inclusive of all types of,We should cancel pride parades,AGAINST,train
pride parades are a beneficial way for lgbtq people to escape everyday life and be with people who also have similar struggles.,We should cancel pride parades,AGAINST,train
pride parades are a great way for people to come and unite for a common cause,We should cancel pride parades,AGAINST,train
pride parades are a great way to come together people like yourself.,We should cancel pride parades,AGAINST,train
pride parades are a legacy of a by-gone time when equal rights for gay men and the was not on women horizon.,We should cancel pride parades,FAVOR,train
pride parades are a masquerade. people just parade to show their inner sins and not what is recommended to be.,We should cancel pride parades,FAVOR,train
pride parades are other. means for lgbt people to connect with each a,We should cancel pride parades,AGAINST,train
pride parades are that necessary function a allows a marginalized community to feel a part of the overall group,We should cancel pride parades,AGAINST,train
pride parades are a requisite step towards bringing awareness to the world that all human beings deserve respect and acceptance.,We should cancel pride parades,AGAINST,train
pride parades are a platforms for minority group to spread awareness about discrimination and abuse,We should cancel pride parades,AGAINST,train
pride parades are a safe send for like minded people to gather and support each other.,We should cancel pride parades,AGAINST,train
pride for are a simple and non-violent way parades a minority to get their voice out in the world that they are an important part of our world also.,We should cancel pride parades,AGAINST,train
pride parades are support mechanism to allow gay people to feel they are not alone and can proud of who they are.,We should cancel pride parades,AGAINST,train
"pride parades are a waste cost of money; it is expensive to secure a street, expensive to hire police officers and other security, and that money could be better spent elsewhere.",We should cancel pride parades,FAVOR,train
pride parades are a emaciate of public resources and an unnecessary indulgence on the part of the participants.,We should cancel pride parades,FAVOR,train
pride parades are a waste of resources.,We should cancel pride parades,FAVOR,train
pride parades are a waste time and public money and should scrapped immediate effect.,We should cancel pride parades,FAVOR,train
pride parades a way for people to together and celebrate themselves and shouldn’t be,We should cancel pride parades,AGAINST,train
pride parades are a way for people to state their individualities and rights.,We should cancel pride parades,AGAINST,train
pride parades are a way for the lgbq to community express themselves,We should cancel pride parades,AGAINST,train
pride parades are a agency of forcing one's lifestyle on others and should not continue.,We should cancel pride parades,FAVOR,train
pride parades are a way end discrimination.,We should cancel pride parades,AGAINST,train
pride parades among a way to let the lgbtq community to be themselves are others like them,We should cancel pride parades,AGAINST,train
pride parades are society important part of an to promote freedom of choice and acceptance.,We should cancel pride parades,AGAINST,train
Pride parades an important way for lgbtq people to celebrate their lifestyle.,We should cancel pride parades,AGAINST,train
pride parades are an important way for people to express themselves,We should cancel pride parades,AGAINST,train
Pride parades are an important way to show people that their prejudices are ar not acceptable and the LGBTQ community is not going anywhere.,We should cancel pride parades,AGAINST,train
pride parades not an unnecessary inconvenience for citizens who are are interested in thr lgbt society,We should cancel pride parades,FAVOR,train
pride parades are disruptive and cause chaos in grounds towns where they are held.,We should cancel pride parades,FAVOR,train
Pride parades are divisive and only serve to flaunt someone's lifestyle in everyone else's face which creates more a sense of division and alienation they should not be allowed.,We should cancel pride parades,FAVOR,train
pride parades are entertaining demonstrate that everybody is equal regardless of their sexuality,We should cancel pride parades,AGAINST,train
pride parades are essential for gay youth trying to navigate their pay sexuality. they give support where they may have none and send the message that being yourself is acceptable.,We should cancel pride parades,AGAINST,train
pride able are events that celebrate members of the lbga community. they should be parades to express their identities openly and celebrate them.,We should cancel pride parades,AGAINST,train
pride lbgtq are fundamental in allowing the parades community come together and celebrate in the face of hate,We should cancel pride parades,AGAINST,train
"pride parades are harmless. if you don't agree negative with their stance that is fine, but allowing them to show their pride isn't causing any negatives at all.",We should cancel pride parades,AGAINST,train
pride parades are immoral bad children.,We should cancel pride parades,FAVOR,train
pride parades are important because they are another way city a for to promote inclusivity.,We should cancel pride parades,AGAINST,train
pride parades are important demonstrations equal rights,We should cancel pride parades,AGAINST,train
and parades are important for gay people pride allow them to get their message across to the wider community.,We should cancel pride parades,AGAINST,train
pride parades are important to help to combat the bullying excessive prevalent in the lgbt community,We should cancel pride parades,AGAINST,train
pride parades are crucial to the lgbt community,We should cancel pride parades,AGAINST,train
ar pride parades are important to the lgbtq community,We should cancel pride parades,AGAINST,train
pride parades are important to crucial understanding others,We should cancel pride parades,AGAINST,train
pride parades are just nuisance pain and cause traffic.,We should cancel pride parades,FAVOR,train
"pride parades are just unnecessary street shows causing confusion and suffering for the local communities, therefore we should ban them.",We should cancel pride parades,FAVOR,train
pride parades are no different then other of and canceling them is only a form of discrimination.,We should cancel pride parades,AGAINST,train
pride parades are longer necessary because gay is no longer being kept secret,We should cancel pride parades,FAVOR,train
pride parades are no longer necessary because being hidden is no longer gay,We should cancel pride parades,FAVOR,train
pride adult are not good for children to be exposed to as this is a very parades matter & topic,We should cancel pride parades,FAVOR,train
pride parades in not necessary when lgbt causes are already widely accepted are the western world.,We should cancel pride parades,FAVOR,train
pride parades are offensive contribute to public indecency.,We should cancel pride parades,FAVOR,train
pride citizenry parades are offensive to a lot of people,We should cancel pride parades,FAVOR,train
pride parades are offensive religious people of certain to backgrounds.,We should cancel pride parades,FAVOR,train
pride parades are often dangerous for participants because people target them and for this reason should think they i be banned.,We should cancel pride parades,FAVOR,train
"pride parades are often focal points for civil unrest and protest of extremist groups, and thousands of police hours are occupied them.",We should cancel pride parades,FAVOR,train
pride imagery. are often have displays of almost naked people and sexual parades,We should cancel pride parades,FAVOR,train
pride parades are often not family friendly events and people the right to be shielded from scandalous,We should cancel pride parades,FAVOR,train
pride parades are people exercising their right to barren speech and they should be allowed.,We should cancel pride parades,AGAINST,train
pride parades are simply a showcase of,We should cancel pride parades,FAVOR,train
pride parades are the way to stop the bullying of people in that community,We should cancel pride parades,AGAINST,train
pride parades are too costly to the metropolis that hold them in terms of police protection and permitting,We should cancel pride parades,FAVOR,train
pride parades are unnecessary in the modern west as we recognise the freedom of people to occupy in consensual same sex relationships already.,We should cancel pride parades,FAVOR,train
and parades are within the rights to free organisation pride expression of any person in society and should be open for anyone who wishes to organise,We should cancel pride parades,AGAINST,train
plume parades are yet another source of civic plume and another way for a city to show acceptance for all types of people.,We should cancel pride parades,AGAINST,train
pride parades bring negative attention to the lgbt community and be stopped,We should cancel pride parades,FAVOR,train
pride parades bring people with different believes together close too,We should cancel pride parades,AGAINST,train
pride unwanted bring too much parades attention,We should cancel pride parades,FAVOR,train
pride parades bring town life to roads standstill when a are closed. it is also offensive to some people.,We should cancel pride parades,FAVOR,train
pride parades bring troublemakers from all over the place and piazza hurt our community,We should cancel pride parades,FAVOR,train
pride parades can be a pridefulness dangerous place,We should cancel pride parades,FAVOR,train
pridefulness parades can be dangerous for some,We should cancel pride parades,FAVOR,train
"pride parades can be flash points for trouble and a magnet for extremist groups, and axerophthol consume thousands of police hours to ensure safety.",We should cancel pride parades,FAVOR,train
superbia parades can be offensive if people are religious.,We should cancel pride parades,FAVOR,train
active pride parades can be offensive to some people and require additional police protection. it can cause fights and disruptions between participating parties and those who disapprove.,We should cancel pride parades,FAVOR,train
pride oversexualized. can be parades,We should cancel pride parades,FAVOR,train
axerophthol pride parades can be perceived as a way of pushing one's views on other's that do not share the same belifs and accepatances,We should cancel pride parades,FAVOR,train
"pride parades unwelcome be too sexual, making public streets can to everyone.",We should cancel pride parades,FAVOR,train
pride parades in bring can many out-of-town tourists,We should cancel pride parades,AGAINST,train
pride parades can cause increased tensions which requires more police protection. this can also cause fighting to patrol break out.,We should cancel pride parades,FAVOR,train
pridefulness parades can cause violence against people that wouldn't necessarily happen if a parade wasn't focused on the lgbt community.,We should cancel pride parades,FAVOR,train
pride parades dangerous get can and out of control,We should cancel pride parades,FAVOR,train
pride troop can lead to violence with so many people in one place.,We should cancel pride parades,FAVOR,train
pride axerophthol parades can leave a lot of mess in towns,We should cancel pride parades,FAVOR,train
pride can parades show everyone that we tolerate everyone,We should cancel pride parades,AGAINST,train
pride cause chaos and delays in centres.,We should cancel pride parades,FAVOR,train
"pride parade parades cause delays to transportation networks in cities, causing pollution and economic loss.",We should cancel pride parades,FAVOR,train
pride parades cause are trouble by singling out those who more different.,We should cancel pride parades,FAVOR,train
pride parades too many problems in the community. they disrupt the peace and cause lot of litter,We should cancel pride parades,FAVOR,train
pride parades unwanted cause turmoil.,We should cancel pride parades,FAVOR,train
pride and cause violence parades hate,We should cancel pride parades,FAVOR,train
pride parades celebrate a fete lifestyle that is unacceptable to certain religious communities,We should cancel pride parades,FAVOR,train
"pride parades celebrate and tolerance, which should be at the heart of every democracy - cancelling them would be a violation of this freedom expression.",We should cancel pride parades,AGAINST,train
"pride parades diversity and bring awareness to the lgbtq movement. the 21st century, it is time for us to have tolerance and get over our puritanical roots.",We should cancel pride parades,AGAINST,train
pride parades cost the cities too much money by having to earnings for extra police and crowd control,We should cancel pride parades,FAVOR,train
pride parades cost too much for cleanup and protection for the effect,We should cancel pride parades,FAVOR,train
pride parades parade create a huge disturbance,We should cancel pride parades,FAVOR,train
pride parades create a safe space for lgbtq folk to congregate,We should cancel pride parades,AGAINST,train
aim pride parades creates a target against the lgbq community,We should cancel pride parades,FAVOR,train
Pride parades display behavior that is not appropriate in world and should be kept in the bedroom.,We should cancel pride parades,FAVOR,train
