Tweet,Target 1,Stance 1,set
intellectual property rights should be protected,We should abolish intellectual property rights,AGAINST,train
"Intellectual property rights should be protected to prevent inventive ideas and ideas from being stolen, used and/or manipulated by others, and claim intellectual property as their own property.",We should abolish intellectual property rights,AGAINST,train
"intellectual property rights should be protected, as intellectual property is the same as physical property.",We should abolish intellectual property rights,AGAINST,train
Intellectual property rights should never be removed to protect a company's success.,We should abolish intellectual property rights,AGAINST,train
"intellectual property rights should not be removed because they ensure that those who have had an original idea, funded research and development are rewarded for their efforts and do not steal their innovation",We should abolish intellectual property rights,AGAINST,train
intellectual property rights should not be abolished as they provide security and protection for inventors in order to stop their hard work and stolen financial investments and to lose their fair rewards,We should abolish intellectual property rights,AGAINST,train
"Intellectual property rights should not be removed because they infringe copyright and patent laws, if they are not protected,",We should abolish intellectual property rights,AGAINST,train
intellectual property rights should not be removed because the work of a person or company is their job to possess,We should abolish intellectual property rights,AGAINST,train
"Intellectual property rights should not be legally enforced, as anyone who creates intellectual property has an obligation to share this creation with the world in order to help educate or build others.",We should abolish intellectual property rights,FAVOR,train
Intellectual property rights should not be deleted as they help to ensure that the originator is accurately reimbursed for his ideas.,We should abolish intellectual property rights,AGAINST,train
Intellectual property rights should not be abolished because you will not have to worry about someone stealing your product and trying to make it look like their own,We should abolish intellectual property rights,AGAINST,train
"Intellectual property rights are significantly slowing down the progress of human knowledge and technology, and significant breakthroughs will not occur if people do not have important information.",We should abolish intellectual property rights,FAVOR,train
Intellectual property rights slow down the pace of significant technological progress by putting pressure on data to the detriment of society as a whole.,We should abolish intellectual property rights,FAVOR,train
"Intellectual property rights slow down the speed with which people have access to technology, goods and ideas that could be taken away from their lives, and should therefore be eliminated.",We should abolish intellectual property rights,FAVOR,train
intellectual property rights stimulate innovation and content creation.,We should abolish intellectual property rights,AGAINST,train
Intellectual property rights stifle competitive enterprises.,We should abolish intellectual property rights,FAVOR,train
"Intellectual property rights stifle creativity, as all ideas are based on the ideas of the past.",We should abolish intellectual property rights,FAVOR,train
intellectual property rights stifle innovation by restricting access to ideas.,We should abolish intellectual property rights,FAVOR,train
Intellectual property rights stifle growth and information by stopping the free flow of ideas.,We should abolish intellectual property rights,FAVOR,train
"Intellectual property rights stifle the widespread use of life-enhancing technologies, and we must therefore abolish them.",We should abolish intellectual property rights,FAVOR,train
Intellectual property rights impede information sharing for growth.,We should abolish intellectual property rights,FAVOR,train
"Intellectual property rights support the protection and storage of valuable data, to the detriment of an open society and the benefit of all consumers.",We should abolish intellectual property rights,FAVOR,train
Intellectual property rights support the idea of exclusivity to a concept or idea.,We should abolish intellectual property rights,FAVOR,train
Intellectual property rights suppress competitive prices and should be abolished for this reason.,We should abolish intellectual property rights,FAVOR,train
intellectual property should be appreciated by all.,We should abolish intellectual property rights,AGAINST,train
intellectual property slows down the dissemination of essential information and products,We should abolish intellectual property rights,FAVOR,train
intellectual rights are important because they provide incentives for those who do artistic or research work,We should abolish intellectual property rights,AGAINST,train
interest rates are low and easier to repay,We should subsidize student loans,FAVOR,train
The interpretations of the law have changed over the years. An example is the rights of women. Unless a judge has ruled on changes to the law we would still live in a world of white men.,We should limit judicial activism,AGAINST,train
the introduction of a multi-party system would be detrimental to the stability and coherence of our political system,We should adopt a multi-party system,AGAINST,train
The introduction of a austerity regime will help to reduce budget deficits.,We should adopt an austerity regime,FAVOR,train
The introduction of compulsory voting will give citizens a greater voice in politics.,We should introduce compulsory voting,FAVOR,train
The introduction of articles that normally produce symptoms of a disease is something that could actually do more harm than good in the long term.,Homeopathy brings more harm than good,FAVOR,train
inventors should be protected against people who copy their ideas.,We should abolish intellectual property rights,AGAINST,train
stem cell research could lead to experiments of dubious morals,We should subsidize embryonic stem cell research,AGAINST,train
stem cell surveys are a great step forward for humanity and human health,We should subsidize embryonic stem cell research,FAVOR,train
Investigative journalism is a cornerstone of democracy because it holds politicians accountable.,We should subsidize journalism,FAVOR,train
ip duties cause market stagnation,We should abolish intellectual property rights,FAVOR,train
ip rights allow large companies to protect themselves against creator designs and should be deleted,We should abolish intellectual property rights,FAVOR,train
IP rights protect medical advancement so that other countries do not take advantage of their discoveries,We should abolish intellectual property rights,AGAINST,train
Ip rights should be abolished as their initial use has long been abandoned in favour of large organizations that abuse their legal powers with them.,We should abolish intellectual property rights,FAVOR,train
"ip should remain and/or be reformed, as they provide essential legal and commercial protections to inventors or rightholders.",We should abolish intellectual property rights,AGAINST,train
is an application necessary to centralize relevant information on certain topics,We should subsidize Wikipedia,FAVOR,train
is a struggle that seeks to integrate all individuals without exclusion or gender differentiation to maintain a neutral language in communication,We should adopt gender-neutral language,FAVOR,train
It is absolutely mandatory for all governments to subsidise vocational education as an aid to people who are trying to obtain a certain qualification for jobs.,We should subsidize vocational education,FAVOR,train
"is better for children without any support to be in a foster home and not on the street, the foster home can provide them with food, a place to sleep, learn and socialize.",Foster care brings more harm than good,AGAINST,train
causes increased obesity and many health problems.,We should ban fast food,FAVOR,train
is often unearned and would be better spent on employees,We should limit executive compensation,FAVOR,train
"It allows for control of industry, including the payment of taxes and controls for the",We should legalize prostitution,FAVOR,train
It allows couples to have children who cannot have them alone.,Surrogacy should be banned,AGAINST,train
it allows companies to build their brand and create a better company,We should abolish intellectual property rights,AGAINST,train
it allows to take decisions without constant compromise,We should adopt a multi-party system,FAVOR,train
It allows others to steal and enjoy the creation of others.,We should abolish intellectual property rights,AGAINST,train
It allows people to go without pain and suffering.,Assisted suicide should be a criminal offence,AGAINST,train
It allows people to pursue a career they have never considered without help.,We should end affirmative action,AGAINST,train
it allows women who cannot bear their own children to have a baby again,Surrogacy should be banned,AGAINST,train
it can be a bad influence with children copying violence and swearing etc.,We should abandon television,FAVOR,train
It may be good to think because some drugs are too prescribed and some of the costs are prohibitive.,Homeopathy brings more harm than good,AGAINST,train
it may be a high health risk and is not necessary,Surrogacy should be banned,FAVOR,train
"it can be beneficial for people who have disfigurement to help them look ""more normal"" and feel confident.",We should ban cosmetic surgery,AGAINST,train
It can be dangerous and unregulated.,Homeopathy brings more harm than good,FAVOR,train
It can be costly to maintain property rights and therefore they must be removed in order to ensure that everyone has an equal chance.,We should abolish intellectual property rights,FAVOR,train
It can be difficult to distinguish between telemarketers and criminals who use the phone to steal people.,We should ban telemarketing,FAVOR,train
It can be unhealthy for the surrogate mother and cause problems.,Surrogacy should be banned,FAVOR,train
it can be used to prevent a child from being mentally afraid for life,We should ban cosmetic surgery for minors,AGAINST,train
it can be very educational and full of facts,We should abandon television,AGAINST,train
It can be considered undemocratic to force people to vote.,We should introduce compulsory voting,AGAINST,train
it can become confusing when voting on a multi-party system,We should adopt a multi-party system,AGAINST,train
it can cause more harm than helping,We should ban naturopathy,FAVOR,train
It can lead people to act in a way that they do not act normally and should not be legal.,Entrapment should be legalized,AGAINST,train
It can create biases towards the views of the media and government.,We should subsidize journalism,AGAINST,train
It can create jealousy and cause conflict.,We should legalize polygamy,AGAINST,train
"it can create jealousy, neglect and quarrel",We should legalize polygamy,AGAINST,train
it can create more financial support for women,We should legalize polygamy,FAVOR,train
He ruined the search for people's lives and thus ruined people's lives.,We should ban cosmetic surgery,FAVOR,train
People's lives have been ruined by sloppy procedures that have destroyed their appearance.,We should ban cosmetic surgery,FAVOR,train
He can give the wrong message to children that the woman is less than men.,We should legalize polygamy,AGAINST,train
it can help cure diseases and research seems promising,We should subsidize embryonic stem cell research,FAVOR,train
It can help give a child from a broken home a more stable environment in which he can live a better life,Foster care brings more harm than good,AGAINST,train
it can help improve your eyes and therefore improve your self-esteem,We should ban cosmetic surgery,AGAINST,train
it can help lead to positive changes,We should limit judicial activism,AGAINST,train
it can help better plan the family if the couple can only afford two children and they want a boy and a girl,We should legalize sex selection,FAVOR,train
it can help get some information from people. it can be easy to twist their words and catch them in a lie.,Entrapment should be legalized,FAVOR,train
it can help prevent discrimination,We should end affirmative action,AGAINST,train
it can lead people to stay home and treat themselves and not get professional health,We should ban naturopathy,FAVOR,train
It can lead to gender imbalance in society,We should legalize sex selection,AGAINST,train
it can lead to stagnation and lack of growth,We should adopt an austerity regime,AGAINST,train
"It can make some people more ""equal""",We should oppose collectivism,AGAINST,train
It can open doors to progress and should be supported by the government.,We should subsidize space exploration,FAVOR,train
"it can protect women from abuse and violence, as they can ask for help if prostitution is legalized",We should legalize prostitution,FAVOR,train
It can provide women with financial security.,We should legalize polygamy,FAVOR,train
"He can survive with money from other sources,",We should subsidize Wikipedia,AGAINST,train
"it cannot be abolished, it is guaranteed by the constitution",We should abolish the right to keep and bear arms,AGAINST,train
It is categorically false and harmful to yield people according to race.,We should end racial profiling,FAVOR,train
it causes more harm than good when surgery in minors is not for health,We should ban cosmetic surgery for minors,FAVOR,train
It causes pollution and misery people need large open spaces.,We should fight urbanization,FAVOR,train
It causes so much trouble that it must be limited,We should limit judicial activism,FAVOR,train
it increases the tuition fees much too much,We should subsidize student loans,AGAINST,train
"he concluded that homeopathy is clinically effective, economical and safe",Homeopathy brings more harm than good,AGAINST,train
It takes too much time to make it useful and we have much more urgent questions that our money could finance.,We should subsidize space exploration,AGAINST,train
"It costs too much money to explore space, it could be used elsewhere to benefit humans",We should subsidize space exploration,AGAINST,train
It costs too much money to send spaceships to other planets,We should subsidize space exploration,AGAINST,train
He could be executed on someone convicted wrongly.,We should abolish capital punishment,FAVOR,train
It might be good to have a system that encourages people to look outside the group rather than the individual.,We should oppose collectivism,AGAINST,train
It could be useful for minors who need it for medical reasons.,We should ban cosmetic surgery for minors,AGAINST,train
It may be possible for some people to kill and then try to make it look like assisted suicide.,Assisted suicide should be a criminal offence,FAVOR,train
The need to use neutral language could be considered too sensitive and few of them are offended by gender terms.,We should adopt gender-neutral language,AGAINST,train
it could become partial to the one who pays,We should subsidize journalism,AGAINST,train
This could affect countries that rely on whale hunting.,We should ban whaling,AGAINST,train
it could help cover costs that are not at work,We should subsidize stay-at-home dads,FAVOR,train
it could help improve the quality of production of current events and could in turn benefit the economy by becoming a major distributor,We should subsidize journalism,FAVOR,train
It could help reduce rape and sexual abuse of persons and prostitutes and could then be regulated.,We should legalize prostitution,FAVOR,train
"It could help support journalism and help people create compelling and quality articles, as well as better coverage and less false or misleading.",We should subsidize journalism,FAVOR,train
could lead to a black market of organs,We should legalize organ trade,AGAINST,train
it could lead donors to try to influence content,We should subsidize Wikipedia,AGAINST,train
it could lead to future medical ruptures,We should subsidize embryonic stem cell research,FAVOR,train
could lead to considerable improvements in the quality of life of the blind who would not be able to drive otherwise,We should stop the development of autonomous cars,AGAINST,train
It could lead people to be forced to sell organs.,We should legalize organ trade,AGAINST,train
It could lead to people who are slaves there.,We should legalize prostitution,AGAINST,train
This could lead to the coercion of women to have a child against their will,Surrogacy should be banned,FAVOR,train
It could create more jobs and promote business growth.,We should fight urbanization,AGAINST,train
He creates a larger family with better support,We should legalize polygamy,FAVOR,train
It creates conflicts between people who disagree,We should adopt a multi-party system,AGAINST,train
creates congestion and pollution,We should fight urbanization,FAVOR,train
It creates congestion and pollution.,We should fight urbanization,FAVOR,train
creates fat people and health problems,We should ban fast food,FAVOR,train
it creates jobs and supports businesses,We should fight urbanization,AGAINST,train
It doesn't work because it works and people could get sicker.,Homeopathy brings more harm than good,FAVOR,train
Because people do it for money and can harm children.,Foster care brings more harm than good,FAVOR,train
He does more good than bad. He can help catch criminals and or terrorists,We should end racial profiling,AGAINST,train
It doesn't hold many people and is not the value of the money spent to keep it open,We should close Guantanamo Bay detention camp,FAVOR,train
it has no meaning as it is at present,The vow of celibacy should be abandoned,FAVOR,train
it does not improve economic growth,We should subsidize vocational education,AGAINST,train
it doesn't really work like this is a waste of resources,We should end affirmative action,FAVOR,train
It doesn't work and it gives people false hope when they should be receiving real treatment.,We should ban naturopathy,FAVOR,train
It doesn't work better than traditional medicine.,We should ban naturopathy,FAVOR,train
"It's not because it gives a child the chance to have a normal life with models, instead of staying in an institution.",Foster care brings more harm than good,AGAINST,train
"The innocence project has exempted twenty people in the death row, and with their limited resources, I have no doubt that the number is higher.",We should abolish capital punishment,FAVOR,train
It doesn't work all the time and some people might die.,Homeopathy brings more harm than good,FAVOR,train
It allows suspects to question the continents without endangering them.,We should close Guantanamo Bay detention camp,AGAINST,train
"It makes a sense of unhealthy self-system for minors, and gives them the impression that if they want to change they can easily pay for a quick solution.",We should ban cosmetic surgery for minors,FAVOR,train
He's making the stereotype that all people of a certain race are dangerous criminals.,We should end racial profiling,FAVOR,train
It enriches people who don't need money while hourly workers are hungry,We should limit executive compensation,FAVOR,train
She exploits poor women who need money and are desperate for that money,Surrogacy should be banned,FAVOR,train
It promotes the value of groups and the good of society.,We should oppose collectivism,AGAINST,train
it forces the most skilled people out of work and replaces them with less skilled people,We should end mandatory retirement,FAVOR,train
It gives children a chance to succeed where there would be no other. At risk children have access to opportunities and saptey in foster homes that help them succeed when they grow up.,Foster care brings more harm than good,AGAINST,train
He gives infertile couples the chance to have a child,Surrogacy should be banned,AGAINST,train
it gives more options for people to choose what kind of government they want to have,We should adopt a multi-party system,FAVOR,train
It gives more people the opportunity to improve a product already in this market without worrying about copyright infringement.,We should abolish intellectual property rights,FAVOR,train
He gives someone a place to hide from unusual radical ideas,We should abolish safe spaces,AGAINST,train
It gives women the chance to be a mother if they cannot conceive themselves,Surrogacy should be banned,AGAINST,train
It's been a right in us for so long that people are not ready to give up their firearms.,We should abolish the right to keep and bear arms,AGAINST,train
It's been for centuries and should continue,We should ban whaling,AGAINST,train
It has been proven that some people who have been killed are actually innocent of the crime.,We should abolish capital punishment,FAVOR,train
It has been proven that very young children develop better in the company of their mothers - cutting this biological link on the altar of equality is short-sighted and damaging.,We should subsidize stay-at-home dads,AGAINST,train
"It has been proven to work and to be safer than drugs, etc. and more affordable.",We should ban naturopathy,AGAINST,train
It has been proven to work and to be safer than traditional medicine and medicine.,Homeopathy brings more harm than good,AGAINST,train
"it was reported that in most polygamic relationships, one or more partners felt insignificant and uncomfortable with the arrangement",We should legalize polygamy,AGAINST,train
It has been reported that many fathers stay at home and succumb to depression.,We should subsidize stay-at-home dads,AGAINST,train
"It has been shown that capital punishment does not discourage crime, making it unnecessary.",We should abolish capital punishment,FAVOR,train
It has been shown that children raised by their two biological parents tend to be better able to cope.,We should abandon marriage,AGAINST,train
It has been shown that easily accessible prostitution reduces violence against women more generally by enabling men to secure safe and consensual opportunities.,We should legalize prostitution,FAVOR,train
it has been shown that people of certain colors commit specific crimes. if the majority of crimes are committed by a certain race then there is a good chance that it is the person you are looking for.,We should end racial profiling,AGAINST,train
It's been the custom for a long time and should stay,We should prohibit flag burning,AGAINST,train
"He's been tried for many years now, and all the signs say he failed.",We should end affirmative action,FAVOR,train
It has a deep religious meaning and must be respected for the good of religion.,The vow of celibacy should be abandoned,AGAINST,train
he has arrived at the place where executive remuneration is no longer determined by what was done by the person and they are paid even if the company loses money and the employees are dismissed,We should limit executive compensation,FAVOR,train
it has no scientific basis that could lead to an worsening of the disease,We should ban naturopathy,FAVOR,train
it has not been proven that whale hunting has a negative impact on the ocean whale ecosystem or population and that it allows many families to feed on a living hood and that it must be authorized for this reason.,We should ban whaling,AGAINST,train
It provided useful information to help find terrorists and to end terrorist attacks.,We should close Guantanamo Bay detention camp,AGAINST,train
it has not been proven to be safe to fight diseases,We should ban naturopathy,FAVOR,train
it helps to provide opportunities for marginalized groups and equal opportunities,We should end affirmative action,AGAINST,train
It helps to fill valuable positions in the workforce.,We should subsidize vocational education,FAVOR,train
helps people who need organs get them more easily,We should legalize organ trade,FAVOR,train
It helps protect the United States as terrorists are not in the United States so that some laws do not apply to these people.,We should close Guantanamo Bay detention camp,AGAINST,train
It helps to relieve some people of enormous suffering,Assisted suicide should be a criminal offence,AGAINST,train
It helps poor people to go to college or to business school,We should subsidize student loans,FAVOR,train
It helps to catch more criminals and it should be legal.,Entrapment should be legalized,FAVOR,train
helps ensure that parents get the sex of the child they want and will love,We should legalize sex selection,FAVOR,train
It helps to awaken the marginalized and gives them access to opportunities that they would not otherwise have.,We should end affirmative action,AGAINST,train
It helps diversity and ensures that everyone has a fair chance.,We should end affirmative action,AGAINST,train
It houses some of the most dangerous and these people should be as far away from society as possible.,We should close Guantanamo Bay detention camp,AGAINST,train
It houses very dangerous criminals who should not be allowed to enter the country,We should close Guantanamo Bay detention camp,AGAINST,train
It hurts a family when a man has more than one woman,We should legalize polygamy,AGAINST,train
He hurts in the countryside and takes away many animal houses.,We should fight urbanization,FAVOR,train
it is a complex situation for the government to subcide the costs of studying people who sometimes do not end up staying in the country,We should subsidize student loans,AGAINST,train
"It is a constituent right to carry weapons and to allow you to practice sport, hunt and protect yourself and protect yourself.",We should abolish the right to keep and bear arms,AGAINST,train
it is a constitutional right and reduces people's enjoyment of sport and protection of their families,We should abolish the right to keep and bear arms,AGAINST,train
This is a constitutional right to carry arms and should be able to defend each other if necessary.,We should abolish the right to keep and bear arms,AGAINST,train
it is a constitutional right to keep and carry weapons to protect and participate in firearms sports,We should abolish the right to keep and bear arms,AGAINST,train
It is right for a couple - not for the government - to choose whether or not to wish a wedding or reception ceremony.,We should abandon marriage,AGAINST,train
It's a criminal offence to kill someone and that's what someone helps a person commit suicide.,Assisted suicide should be a criminal offence,FAVOR,train
"It is an indispensable service for orphans and abandoned children, it can be a very enriching environment for children who have very few options",Foster care brings more harm than good,AGAINST,train
It's a cruel barbaric act that must end,We should ban whaling,FAVOR,train
It is cruel for punishment and a civilized society should not participate in it,We should abolish capital punishment,FAVOR,train
It is a cruel practice and will lead to the extinction of whales.,We should ban whaling,FAVOR,train
it is a culture that it is difficult to break your position in a company more you receive compensation,We should limit executive compensation,AGAINST,train
it's a decision only parents can make until they're old enough to make the decision.,We should ban cosmetic surgery for minors,FAVOR,train
It is a shame for the country and it should be banned.,We should prohibit flag burning,FAVOR,train
It's a disgusting way to make money.,We should legalize prostitution,AGAINST,train
"True, race, even if unpleasant, is often a predisposition to crime.",We should end racial profiling,AGAINST,train
It is a form of freedom of expression and the Supreme Court has maintained the right to burn it,We should prohibit flag burning,AGAINST,train
This is a form of freedom of expression and should therefore not be prohibited.,We should prohibit flag burning,AGAINST,train
It's a form of harassment that's constantly being contacted by telemarketers.,We should ban telemarketing,FAVOR,train
"This is a fundamental right of American citizens to keep and carry and to remove weapons, which would only bring down the arms trade.",We should abolish the right to keep and bear arms,AGAINST,train
It's a good facility to hold some of the most dangerous people in the world.,We should close Guantanamo Bay detention camp,AGAINST,train
"this is a good idea, since in this way, the advantages and disadvantages of a certain subject are analyzed in the community",We should oppose collectivism,AGAINST,train
It's a good option for those who live in remote areas,We should ban telemarketing,AGAINST,train
it's a good source of knowledge and entertainment,We should abandon television,AGAINST,train
This is a good way to control over spending and to accumulate more debts,We should adopt an austerity regime,FAVOR,train
it is a good way to sell a product if used correctly,We should ban telemarketing,AGAINST,train
it's a great source of information on any subject,We should subsidize Wikipedia,FAVOR,train
"It's a big thing when fathers want to stay home with their children, but often they are needed as the main income earner to subsidize them would be greatly helpful.",We should subsidize stay-at-home dads,FAVOR,train
It's a human right that people can talk about the way they want to.,We should adopt gender-neutral language,AGAINST,train
"It's a legitimate choice for the surrogate mother and the family to make, if the surrogate mother wants to use her body to carry a baby the state has no right to stop this",Surrogacy should be banned,AGAINST,train
it's a legitimate way to increase business and sales & it also employs many people,We should ban telemarketing,AGAINST,train
This is a form of freedom of expression currently protected by the first amendment.,We should prohibit flag burning,AGAINST,train
It's a misogynistic culture and should not be allowed,We should legalize polygamy,AGAINST,train
It's money that makes business for doctors with disastrous results for some.,We should ban cosmetic surgery,FAVOR,train
it is necessary for some societies to practice polygamy because it would increase the dying populations,We should legalize polygamy,FAVOR,train
"The number of participants is very low on election day, the results do not seem to represent the real choice of the population in general.",We should introduce compulsory voting,FAVOR,train
It is absurd that language must be changed into gender neutral to pacify a small part of people who are not sure what sex they would like to be.,We should adopt gender-neutral language,AGAINST,train
"Parents choose to have children and to stop working. If either sex chooses to have children, they should pay them entirely themselves.",We should subsidize stay-at-home dads,AGAINST,train
It's a personal freedom to choose what we want to eat.,We should ban fast food,AGAINST,train
It is right to choose whether to vote or not.,We should introduce compulsory voting,AGAINST,train
It is a place of cruelty and is very inhuman.,We should close Guantanamo Bay detention camp,FAVOR,train
It's a process to make sure the person we're suspected of is the real culprit.,Entrapment should be legalized,FAVOR,train
"It's an appropriate choice for every single person, so I don't think it should be abandoned by the demand.",The vow of celibacy should be abandoned,AGAINST,train
It is a racist policy and should not participate in a civilized society,We should end racial profiling,FAVOR,train
it is a requirement of Christianity and every religion has its rules and must be respected,The vow of celibacy should be abandoned,AGAINST,train
It is ridiculous to think that the language should be changed to accommodate a small group of people who cannot decide which sex they would like to be.,We should adopt gender-neutral language,AGAINST,train
It is a simplified method of finding people who are criminal bahaviours who may otherwise fly under radar for a very long time.,Entrapment should be legalized,FAVOR,train
"It is a symbol of our country, an important symbol and a protection.",We should prohibit flag burning,FAVOR,train
"It is a symbol that many died to protect and out of respect, it should be made illegal.",We should prohibit flag burning,FAVOR,train
"If polygamy becomes legal, what other forms of change can be added to marriage practices?",We should legalize polygamy,AGAINST,train
It's a total waste of money that could be much better spent here,We should subsidize space exploration,AGAINST,train
It's a terrorist traitorous action.,We should prohibit flag burning,FAVOR,train
"it is a useful site but no need to subsidize wikipedia. the site can get with private funds as it has all these years and in addition, the government has much more important needs to subsidize like health care",We should subsidize Wikipedia,AGAINST,train
it is a valid protest and is supported by our constitution,We should prohibit flag burning,AGAINST,train
it is a valuable resource for a grant to help by allowing the website to produce and modify quality articles,We should subsidize Wikipedia,FAVOR,train
"It is a very wide trade where everyone can choose what to eat, however, it does not prevent the misuse of food",We should ban fast food,AGAINST,train
It's a viable option to catch some criminals,Entrapment should be legalized,FAVOR,train
This is a violation of a person's right to force him or her to vote in an election if he or she does not wish to.,We should introduce compulsory voting,AGAINST,train
It's a violation of privacy and a nuisance.,We should ban telemarketing,FAVOR,train
It is a wish that has been a long-standing tradition in the church and should not be changed,The vow of celibacy should be abandoned,AGAINST,train
We need to develop more environmentally friendly cars.,We should stop the development of autonomous cars,FAVOR,train
It is a waste of government time and resources to prosecute crimes that would not have occurred without its encouragement.,Entrapment should be legalized,AGAINST,train
it is against certain religious beliefs and can be considered immoral,We should subsidize embryonic stem cell research,AGAINST,train
It is against nature and could upset the balance of the population.,We should legalize sex selection,AGAINST,train
It is an act of great emotional importance and should be banned in addition to humiliation for the country,We should prohibit flag burning,FAVOR,train
It is the right of an American to burn the flag to show his discontent again a country that continues to disrespect their own people.,We should prohibit flag burning,AGAINST,train
It's an easy meal and no one should waste time cooking for themselves,We should ban fast food,AGAINST,train
it is an effective and non-violent method of motivation of oppressive regimes to change the policy,We should end the use of economic sanctions,AGAINST,train
"It's an effective way to deter it's not abuse, a slap on the wrist is an effective way to teach your child it's the parent's way of judging how to raise his child at best",We should abolish capital punishment,AGAINST,train
This is an effective method for lead production and qualification for marketing.,We should ban telemarketing,AGAINST,train
It is an excellent resource that should be supported,We should subsidize Wikipedia,FAVOR,train
It's an ideal place to welcome some of the most dangerous terrorists in the world.,We should close Guantanamo Bay detention camp,AGAINST,train
It's an illegal way for the police to charge enemies.,Entrapment should be legalized,AGAINST,train
It is an important amendment to the constitution that many people feel strongly,We should abolish the right to keep and bear arms,FAVOR,train
it is an important deterrent when it is known to be used,We should abolish capital punishment,AGAINST,train
"It is a right of individuals to choose what is best to do for them, even if this treatment is harmful.",We should ban naturopathy,AGAINST,train
"it is an inhumane practice to allow the commercialization of organs, it is an immoral act",We should legalize organ trade,AGAINST,train
it is an insidious ideology that makes people associate with others on the basis of arbitrary characteristics and leads to the exploitation of group thinking to emit tyranny of some by invoking the support of many,We should oppose collectivism,FAVOR,train
It's an invasion of privacy to call someone cold.,We should ban telemarketing,FAVOR,train
"it is an offensive and useless action, freedom of expression can be exercised with a real word",We should prohibit flag burning,FAVOR,train
This is an opportunity to increase efficiency.,We should fight urbanization,AGAINST,train
This is an unfair practice that works by misleading someone.,Entrapment should be legalized,AGAINST,train
it is an act against nature that must be eradicated because it is not natural,We should legalize sex selection,AGAINST,train
It is a useless wish that is often broken anyway.,The vow of celibacy should be abandoned,FAVOR,train
It's boring and an invasion of privacy.,We should ban telemarketing,FAVOR,train
It's boring and violates people's privacy.,We should ban telemarketing,FAVOR,train
It's a government-sanctioned murder.,We should abolish capital punishment,FAVOR,train
It is just as legitimate for people to choose not to vote for a person as to vote for them.,We should introduce compulsory voting,AGAINST,train
it is beneficial for companies to bring new faces and ideas so that the company will not stagnate,We should end mandatory retirement,AGAINST,train
it is best for a child to be in a home where there is a family,Foster care brings more harm than good,AGAINST,train
it is best for children to live where there is a family to care for them,Foster care brings more harm than good,AGAINST,train
"It is best for children to stay with their natural parents, foster families confuse children and distance them from the parents with whom they should be.",Foster care brings more harm than good,FAVOR,train
It's better not to vote at all than to vote for someone you don't believe in.,We should introduce compulsory voting,AGAINST,train
It's better than leaving the kids homeless.,Foster care brings more harm than good,AGAINST,train
"it is better to be in a loving family home than in an institution, even if it is only temporary.",Foster care brings more harm than good,AGAINST,train
"it is better to encourage urbanization because it damages the countryside, wildlife and open spaces less",We should fight urbanization,AGAINST,train
It's better to follow the laws than someone's opinion.,We should limit judicial activism,FAVOR,train
It's better to kill an unwanted sex baby before they're born just to neglect them as a child,We should legalize sex selection,FAVOR,train
"It is better to never be born than to be born of parents who do not want you, so we should legalize sexual selection.",We should legalize sex selection,FAVOR,train
"It is preferable to maintain the death penalty, since imprisonment for the most serious crimes is not a good use of public funds in the long term, especially in the case of life sentences.",We should abolish capital punishment,AGAINST,train
"It is a bias to subsidize men and not women, and once again women receive lower wages.",We should subsidize stay-at-home dads,AGAINST,train
Racism is limited to the use of racial profiling.,We should end racial profiling,FAVOR,train
It is totally contrary to the ethics of buying or selling human organs and should not be legalized under any circumstances.,We should legalize organ trade,AGAINST,train
It is totally unfair that managers a thousand times more than their employees,We should limit executive compensation,FAVOR,train
"It is constitutional and therefore legal to carry weapons, in addition to the growing insecurity claims that we use them",We should abolish the right to keep and bear arms,AGAINST,train
It costs taxpayers millions of dollars to keep it open.,We should close Guantanamo Bay detention camp,FAVOR,train
It's a criminal to profane the flag.,We should prohibit flag burning,FAVOR,train
It is cruel and inhuman to keep animals in cages and zoos where they do not thrive as they would in their own environment leading to an earlier death.,We should abolish zoos,FAVOR,train
It's cruel and really not necessary.,We should ban whaling,FAVOR,train
It is cruel and selfish to contain animals to expose them for the benefit and amusement of humans.,We should abolish zoos,FAVOR,train
It's cruel to keep animals in captivity.,We should abolish zoos,FAVOR,train
"It is dangerous for minors to have cosmetic surgery, and perhaps child abuse.",We should ban cosmetic surgery for minors,FAVOR,train
It's dangerous to have a community where so many people have deadly weapons.,We should abolish the right to keep and bear arms,FAVOR,train
It is difficult for fathers especially to spend time at home with their children,We should subsidize stay-at-home dads,FAVOR,train
It is difficult to distinguish a good professional homeopathic doctor and a charlatan.,Homeopathy brings more harm than good,FAVOR,train
"It is difficult to get a job without a diploma these days, so students need help getting one.",We should subsidize student loans,FAVOR,train
"It is discriminatory to use racial profiling, which in turn alienates those who receive racial profiling.",We should end racial profiling,FAVOR,train
is discriminatory and ill and should be illegal,We should end racial profiling,FAVOR,train
It's disgusting and nothing good will come out of it.,We should legalize prostitution,AGAINST,train
He's disrespectful and could offend people.,We should prohibit flag burning,FAVOR,train
"It is disrespectful for the people who have served to protect our country from burning the flag, it should be prohibited",We should prohibit flag burning,FAVOR,train
He is disrespectful of your country,We should prohibit flag burning,FAVOR,train
It is easier to find criminals if authorities can restrict the ethnicity of the person to be sought and other distinctive features.,We should end racial profiling,AGAINST,train
