Tweet,Target 1,Stance 1
"Medication non-adherence a $337B problem in 2013; how the CVS, Aetna Deal will address this #BigData #health  https://t.co/eS9w6UlyU1",The merger of CVS Health and Aetna,NONE
Taking a closer look at CVS Health's acquisition of Aetna: Does it make sense? https://t.co/QHQFobdQ5G https://t.co/RirgkfpCMs,The merger of CVS Health and Aetna,NONE
"If CVS's $66 billion buyout of Aetna goes through, Walmart would be the only U.S. company bigger. https://t.co/OOkAzD8wMU",The merger of CVS Health and Aetna,NONE
The right dose?: A merger between CVS Health and Aetna could be what the doctor ordered https://t.co/usKLL81kE2 vía… https://t.co/p7kDOW89Wb,The merger of CVS Health and Aetna,NONE
#Aetna Purchases #CVS - details with @Wharton's Mark Pauly and @DrexelUniv @DrexelKline's Robert Field on… https://t.co/SOTMGqcnp3,The merger of CVS Health and Aetna,NONE
A new wrinkle for regulators examining the CVS-Aetna deal will be the PBM operations of the larger company https://t.co/oH7IzB1MSu $CVS $AET,The merger of CVS Health and Aetna,NONE
"#CVSAetna merger will impact #CommunityPharmacy: @PrescribeWell CEO @rxsync ""We need to assure that consolidation d… https://t.co/OILOHXnEPX",The merger of CVS Health and Aetna,NONE
@0xKruzr Don’t overlook CVS buying out Aetna.,The merger of CVS Health and Aetna,NONE
.@CVSHealth CEO talks with @NPR about his company’s acquisition of @Aetna and his plan to reinvent CVS stores in th… https://t.co/5IEKbc8ntz,The merger of CVS Health and Aetna,NONE
Bottom-line question for the proposed #CVS-#Aetna merger: What do #consumers get out of it? ---… https://t.co/pDcjelyNaa,The merger of CVS Health and Aetna,NONE
"Kim Monk on $CVS/ $AET merger: “It has become increasingly clear that each of these individual organizations, with… https://t.co/MEZUC5bFfL",The merger of CVS Health and Aetna,NONE
in case you missed it .. #CVS to Buy Health Insurance Giant #Aetna in $69 Billion Deal https://t.co/VAdsekTqJJ #heathcare #insurance #tech,The merger of CVS Health and Aetna,NONE
"$AET $UNH $DVA $CVS:

CVS-Aetna Deal Leading A Wave of Change In The Hospital Sector:

https://t.co/vtV5d3lCGg",The merger of CVS Health and Aetna,NONE
"Aetna, CVS merger sparks talk of Humana eyeing deal with Wal-Mart https://t.co/HzL6BJhqtr via @HC_Finance",The merger of CVS Health and Aetna,NONE
$CVS just waited for the $AMZN pharmacy announcement to launch this bid for $AET. Squeezola,The merger of CVS Health and Aetna,NONE
Re: $CVS takeover of $AET: Will this mean I can walk into my local CVS to have a health insurance claim denied?,The merger of CVS Health and Aetna,NONE
"Nothing highlights the country’s prescription medication problem like the fact that CVS, a pharmacy, just bought AE… https://t.co/2BTr2jYCZP",The merger of CVS Health and Aetna,NONE
The Health Care Episode: Reviewing the pros and cons of a CVS/Aetna merger poor earnings results f (Estimize) https://t.co/v8D5f2ETAN,The merger of CVS Health and Aetna,NONE
CVS Drops The Acquisition Bombshell #AMZN #AET #CVS #JonathanWeber #LongIdeas #UnitedStates https://t.co/CuNxPCYxf6 https://t.co/bA6AePKJVI,The merger of CVS Health and Aetna,NONE
Why the Aetna–CVS Deal Is a Lesson for Leaders #Leadership #AttackersAdvantage https://t.co/tSqqKb0X22 https://t.co/xCxJhFTj71,The merger of CVS Health and Aetna,NONE
CVS sees expansion of health centers in @Aetna deal. @CVSHealth $AET $CVS https://t.co/9qlLvxHMec,The merger of CVS Health and Aetna,NONE
"CVS-Aetna deal 'really smart' way to ward off Amazon encroachment, analyst says: CVS's bid to acquire Aetna is a ""r… https://t.co/sCkqLYfJZb",The merger of CVS Health and Aetna,NONE
Aetna Acquisition Bolsters CVS to Empower Customers and Extend Brand Loyalty - https://t.co/X5wUZjkh8U,The merger of CVS Health and Aetna,NONE
"@MaggieJordanACN @Aetna Horrible! Now that they’re partnered with CVS, they’ll make a hell of a lot more money on t… https://t.co/27jyagcOzF",The merger of CVS Health and Aetna,NONE
Continuing to weigh in on the developments of the @cvspharmacy - @Aetna acquisition. Aetna-CVS deal: Amazon is 'sca… https://t.co/wgvdVArE5z,The merger of CVS Health and Aetna,NONE
National Association of Addiction Treatment Providers - NAATP report creates concern of CVS Health  Aetna Merger. https://t.co/KC7fzuWj2Q,The merger of CVS Health and Aetna,NONE
Former Aetna CEO didn’t anticipate pace of CVS deal https://t.co/Ko0LZWQRb3 https://t.co/N923eoKdpp,The merger of CVS Health and Aetna,NONE
AM Best raises concerns over $69bn Aetna acquisition https://t.co/w62ELng8w2 @AMBestCo  #acquisition #insurance… https://t.co/QYggXyrrFP,The merger of CVS Health and Aetna,NONE
Perspective | Why #CVS- #Aetna may be bad for your #health https://t.co/4znIPc2h4h #MnA #healthcare #insuranceIndustry,The merger of CVS Health and Aetna,NONE
"@notthisgirrl Is this true? I had a feeling CVS/Aetna would be problematic, but wasn't expecting people to lose jobs, damn.",The merger of CVS Health and Aetna,NONE
CVS + Aetna: a 'holistic solution' or a preemptive response to Amazon? @Bowens1435 speaks with @BostonGlobe  https://t.co/CYTbeKmTL1,The merger of CVS Health and Aetna,NONE
"Last Week in Local for Dec 4! Join Mike &amp; Mary as they discuss CVS buying Aetna, Google Q&amp;A Moves to Desktop, US no… https://t.co/RPFAVaXKzt",The merger of CVS Health and Aetna,NONE
CVS Health Increases Competitive Footprint with Aetna Acquisition (AET) $aet https://t.co/S6DviHMrfm https://t.co/vsfwNtXbJ4,The merger of CVS Health and Aetna,NONE
.@Forbes' @brucejapsen says the CVS-@Aetna merger is a huge threat to America's hospitals. https://t.co/WgKzlmB2eV,The merger of CVS Health and Aetna,NONE
Why every pharmacist should care about the CVS/Aetna deal. https://t.co/I8ixTyJw43,The merger of CVS Health and Aetna,NONE
Taking a closer look at CVS Health's acquisition of Aetna: Does it make sense? https://t.co/VoTmuBibXR https://t.co/J31ZPiDSwU,The merger of CVS Health and Aetna,NONE
Taking a closer look at CVS Health's acquisition of Aetna: Does it make sense? https://t.co/6YRANJrt6N https://t.co/FzWRf0YgAh,The merger of CVS Health and Aetna,NONE
What Happens To CX If CVS Buys Aetna? - CVS made an offer to buy Aetna for more than $66 billion. While there m... https://t.co/HzQKG6ZOxB,The merger of CVS Health and Aetna,NONE
Amazon will join forces with ESI &amp; CVS will combine with Aetna so PBMs can steer all business to them. 22K independ… https://t.co/5wndsqn36P,The merger of CVS Health and Aetna,NONE
.@CVSHealth reported $66 billion bid for @Aetna makes sense because of 'threats from all sides' https://t.co/EmbS1cLIif $CVS $AET,The merger of CVS Health and Aetna,NONE
"Why the Potential CVS Acquisition of Aetna is Brilliant, The Law of Unintended Consequences - In: Healthcare Blog
https://t.co/WUQNqsyd3g",The merger of CVS Health and Aetna,NONE
"With the announcement of CVS Health’s possible acquisition of Aetna, revisit @DMSchultz's blog on CVS Health:  https://t.co/3D5C2SXjQY",The merger of CVS Health and Aetna,NONE
@CHI_Updates @DignityHealth 3/ @CVSHealth /@Aetna  and @Optum /@DaVita deals take aim at costly hospital care… https://t.co/yQKsPvEdNl,The merger of CVS Health and Aetna,NONE
"CVS is merging with Aetna, but will consumers benefit? https://t.co/URyFAV3938",The merger of CVS Health and Aetna,NONE
@Aetna @CNBC .@SPGlobal's Rich Peterson: $AET @ $200/share would value deal at $66 Billion - topping Anthem's faile… https://t.co/oEUbhebwjG,The merger of CVS Health and Aetna,NONE
Aetna CEO should ensure that CVS deal boosts patient power @S4PM @healthythinker @mtbert  https://t.co/j8UB4i7gI8,The merger of CVS Health and Aetna,NONE
https://t.co/YfxJ1iNEuB $AET $CVS,The merger of CVS Health and Aetna,NONE
CVS and Aetna's mega health insurance merger could set a record  https://t.co/x2eeACUgPi,The merger of CVS Health and Aetna,NONE
How a merger of CVS Health and Aetna could help curb America's soaring health-care costs. Our analysis from last mo… https://t.co/YzqAhhd2rz,The merger of CVS Health and Aetna,NONE
"5 things for #pharma #marketers to know: Mon., Dec. 18 $CVS $AET #merger #healthcare #DEA #OpioidEpidemic… https://t.co/OjzQ2Yj8lm",The merger of CVS Health and Aetna,NONE
Cvs bought Aetna? Hmm,The merger of CVS Health and Aetna,NONE
CVS and Aetna – A New (and Improved) Healthcare Giant?: https://t.co/ZShOfCv9Us,The merger of CVS Health and Aetna,NONE
Q4: How will the Aetna/CVS merger affect patient choice and quality of care for Aetna members?  What does the Aetna… https://t.co/4PcrFSYgub,The merger of CVS Health and Aetna,NONE
"@RoKhanna We’ll see, if the CVS / Aetna &amp; Luxottica / Essilor mergers pass this was about CNN.",The merger of CVS Health and Aetna,NONE
What you need to know about the Aetna-CVS Health deal: https://t.co/MfCAfSoiZr $AET $CVS,The merger of CVS Health and Aetna,NONE
"Great talking with @AMartinezLA on @TakeTwo about what a CVS, Aetna merger may mean for consumers #healthmergers… https://t.co/BeCTlUCMNN",The merger of CVS Health and Aetna,NONE
Consolidation is also happening with large companies from the CVS &amp; Aetna deal and Disney &amp; 21st Century Fox,The merger of CVS Health and Aetna,NONE
Bottom-line question for the proposed #CVS-#Aetna merger: What do #consumers get out of it? ---… https://t.co/6MfYJtgCJ1,The merger of CVS Health and Aetna,NONE
$AET edging higher on new Dow Jones headline that CVS nearing deal valuing shares at $200-$205 https://t.co/jLJPlnfBGi,The merger of CVS Health and Aetna,NONE
"CVS, Afraid of Amazon, Could Buy Health Care Giant Aetna  #healthyliving #healthtips https://t.co/1ayYRd7aUl",The merger of CVS Health and Aetna,NONE
The Push Behind CVS’s Bid for Aetna: Amazon $CVS $AET $AMZN https://t.co/kp6anTaoDU,The merger of CVS Health and Aetna,NONE
Adaptive reuse from old retail into modern medical? CVS Acquisition of Aetna. https://t.co/WfSjG0TVIq,The merger of CVS Health and Aetna,NONE
"CVS and Aetna eye competition from Amazon, but the real race is with UnitedHealth https://t.co/OnuoJLGLU1",The merger of CVS Health and Aetna,NONE
who else is watching the uncontrolled growth of companies?? i.e. the CVS Aetna merger and this new Disney/Fox deal… https://t.co/J9YKG7VDiV,The merger of CVS Health and Aetna,NONE
"CVS, Aetna work toward merger that could bring medical services to stores https://t.co/9lHhptWGYl",The merger of CVS Health and Aetna,NONE
DealBook Briefing: Predicting the Fallout from CVS Buying Aetna - https://t.co/xBvkXie9tv - https://t.co/TFg7NLkS6V https://t.co/IskQhkqBO3,The merger of CVS Health and Aetna,NONE
Great perspective from our Chief Innovation Officer about the broader implications of CVS' acquisition of Aetna. https://t.co/icqmBpjRrZ,The merger of CVS Health and Aetna,NONE
CVS merger with Aetna: Health care cure or curse? #HealthInsurance #pbm #consumer #PatientExperience… https://t.co/1xTPNJ7VUx,The merger of CVS Health and Aetna,NONE
"US: DOJ expected to review #Aetna acquisition
https://t.co/AQzMaiRjPK",The merger of CVS Health and Aetna,NONE
Thoughts About CVS Health and Aetna https://t.co/aAH0OQzVRc https://t.co/IzUcx9LclH,The merger of CVS Health and Aetna,NONE
"CVS’ bid for Aetna–will it happen, and kick off a trend? (updated) https://t.co/sG7490lYw5 @deetelecare",The merger of CVS Health and Aetna,NONE
CVS Health Corp’s Aetna Inc Acquisition Is Smart Vertical Integration #realestate https://t.co/WcfjEpnehE - content… https://t.co/drY5rNlCV0,The merger of CVS Health and Aetna,NONE
I wish CVS buying Aetna made it more accessible to me aka made it cheaper aka made it possible to see my old privat… https://t.co/snxqrsN5HB,The merger of CVS Health and Aetna,NONE
Will the CVS and Aetna merger benefit Greater Lafayette? https://t.co/rXBn27HSxP https://t.co/EjAr1b2YAR,The merger of CVS Health and Aetna,NONE
Back to the Future - CVS + AETNA https://t.co/Lk2q9WWjWx via @hlthevent,The merger of CVS Health and Aetna,NONE
Is $AET cozying up to $CVS? https://t.co/6nDKBwYNqr by @brucejapsen https://t.co/LDgmFJCDT6,The merger of CVS Health and Aetna,NONE
any concerns about a leading drug producer owning a leading heath-care services provider or vice versa? CVS + Aetna https://t.co/MdscMtmlZg,The merger of CVS Health and Aetna,NONE
Bottom-line question for the proposed #CVS-#Aetna merger: What do #consumers get out of it? ---… https://t.co/WNuWogi0Lx,The merger of CVS Health and Aetna,NONE
Funny how this doesn't get more press: CVS talks2 buy Aetna 4 $66 billion makes sense bc of 'threats from all sides' https://t.co/ACYaGyMlfu,The merger of CVS Health and Aetna,NONE
So...back to this CVS acquisition of Aetna. If I had Aetna (and I don’t) would I only be able to get scripts filled… https://t.co/Ct4wRi8nUc,The merger of CVS Health and Aetna,NONE
Ask any dealing with #PBMs how much they adversely impact patient care &amp; drive up costs. #CVS #Aetna merge would be a disaster for patients.,The merger of CVS Health and Aetna,NONE
#AAFPSLC @aafp CVS wants to buy Aetna. They are afraid of Amazon getting PBM status (moving into pharmacy business).,The merger of CVS Health and Aetna,NONE
"Merger between CVS Health and Aetna could be what doctor ordered https://t.co/K34473WF9L not likely, but they can h… https://t.co/wkRIkbIDAF",The merger of CVS Health and Aetna,NONE
CVS Deal to Buy Aetna Spells Disaster $CVS $AET More on WhoTrades https://t.co/cZ31x8X9le,The merger of CVS Health and Aetna,NONE
4 ways CVS Health's acquisition of Aetna could affect the healthcare supply chain via @BeckersASC… https://t.co/clMKPmtkGL,The merger of CVS Health and Aetna,NONE
"Will the CVS-Aetna merger lead to ""separate but unequal"" healthcare? https://t.co/sngYRT98Da #CVS #AETNA #ACA @PoliticoPulse @CNNHealth",The merger of CVS Health and Aetna,NONE
"CVS, Aetna, and R.E.M.: It's the end of the (healthcare) world as we know it https://t.co/DlTwgKu8FH via @dcexaminer @DrKevinCampbell",The merger of CVS Health and Aetna,NONE
Aetna and this - CVS does not sit still. (L small pos in CVS) https://t.co/YXGGulHiAQ,The merger of CVS Health and Aetna,NONE
"The big picture in the #CVS #AET merger isn't just about #pharmacy benefits, it's about public health: https://t.co/yIf3u7prwO",The merger of CVS Health and Aetna,NONE
CVS is buying Aetna — and that affects your health care and wallet https://t.co/bAkKR8DmTz,The merger of CVS Health and Aetna,NONE
A merger between CVS and Aetna would help the drugstore take on Amazon. https://t.co/V75HDyx1S4,The merger of CVS Health and Aetna,NONE
#Walgreens &amp; #Riteaid merger is putting the co. in direct comp w/ #CVS. If CVS completes #Aetna acquisition its gam… https://t.co/lZNH0yK976,The merger of CVS Health and Aetna,NONE
"If CVS acquires Aetna, agents and brokers could experience three effects: https://t.co/31hZ8tWTTK",The merger of CVS Health and Aetna,NONE
Truth: America has a competition problem. Should regulators block CVS from buying Aetna? https://t.co/HS077HZRW2,The merger of CVS Health and Aetna,NONE
CVS / Aetna is not just a defense against Amazon. I lay out what this means for the group https://t.co/qFdSkqTZQ9,The merger of CVS Health and Aetna,NONE
"CVS merging with Aetna is dangerous for health, for stability (it creates a more and more fragile system), and for… https://t.co/WOx14HWRTs",The merger of CVS Health and Aetna,NONE
The CVS merger with Aetna: What does it mean? https://t.co/QWzY4c4NkV via @kevinmd,The merger of CVS Health and Aetna,NONE
Why $CVS' $69 Billion Acquisition Of Aetna Makes Us Prefer Walgreens - https://t.co/620vXo6KPL,The merger of CVS Health and Aetna,NONE
excellent angle on the CVS/Aetna potential merger- Amazon may not be the motivator https://t.co/uMjpEK649u,The merger of CVS Health and Aetna,NONE
I feel like this is a teaser trailer. Would like to see actual details of what a possible merger w/ #Aetna might lo… https://t.co/FtWTHFOOlj,The merger of CVS Health and Aetna,NONE
Why CVS Health would want to buy Aetna https://t.co/Bw4aUup7Dg thanks @DrugChannels,The merger of CVS Health and Aetna,NONE
Q&amp;A: $69B Aetna bid pushes CVS deeper into consumers’ lives https://t.co/nBYPflshDX https://t.co/YzTe0snFpe,The merger of CVS Health and Aetna,NONE
"What CVS's acquisition of Aetna could mean for shoppers, patients https://t.co/JmqYwRhSNd via @usatoday",The merger of CVS Health and Aetna,NONE
TheMiddleMarket: $CVS divests an asset in the middle of $AET deal talks https://t.co/17eoQJxnEt #MAndA #manda,The merger of CVS Health and Aetna,NONE
"Healthcare mergers don’t make anything cheaper. Re: $CVS (@cvspharmacy), $AET (@Aetna)

https://t.co/PgQp4bMDAF",The merger of CVS Health and Aetna,NONE
Great perspective from our Chief Innovation Officer about the broader implications of CVS' acquisition of Aetna. https://t.co/RkM8rr46z8,The merger of CVS Health and Aetna,NONE
This would make CVS the required pharmacy for anyone insured thru Aetna. Vertical monopolies very rarely serve cons… https://t.co/5f3bwEMHy8,The merger of CVS Health and Aetna,NONE
@smbelsky similar to Aetna's deal with CVS? UNH-Catamran-OptumRX?,The merger of CVS Health and Aetna,NONE
Report: Why the CVS-Aetna deal is ‘really smart’ - CVS' reported bid to acquire health insurance giant Aetna is... https://t.co/K5HmRb3rDD,The merger of CVS Health and Aetna,NONE
CVS &amp; Aetna - @ BruceGuptill says the planned merger is a potential disruption reshaping healthcare markets in the… https://t.co/kPCofwowuD,The merger of CVS Health and Aetna,NONE
"RT MedicalQuack ""RT EINPfizerNews: CVS And Aetna: A Marriage Made In Money Hell https://t.co/MV91nawKlG""",The merger of CVS Health and Aetna,NONE
The Push Behind CVS’s Bid for Aetna: Amazon - The Wall Street Journal https://t.co/6BMdYpah53,The merger of CVS Health and Aetna,NONE
In the News: #USCPharmacy professor Joel Hay quoted by @latimes about who will benefit from the acquisition of Aetn… https://t.co/beQaLSbHK3,The merger of CVS Health and Aetna,NONE
What Happens To CX If CVS Buys Aetna?  What do you think should happen?  #Healthcare #HCR #Consumerism https://t.co/Bza6dCDmhu,The merger of CVS Health and Aetna,NONE
Aetna &amp; CVS shares spike to session highs after Dow Jones reports that CVS is closing in on a majority cash deal fo… https://t.co/wVL0ftWWn1,The merger of CVS Health and Aetna,NONE
#Aetna / #CVS merger generating buzz of a possible #Humana / #Walmart deal in the works 👩🏼‍⚕️… https://t.co/55sYVHkqFe,The merger of CVS Health and Aetna,NONE
The CVS merger with Aetna: What does it mean? https://t.co/55AJA2JHKR https://t.co/vy0bHIqyEj,The merger of CVS Health and Aetna,NONE
There is a third silent “partner” in the #CVSAetna game - Epic (EHR used by 50% of all US doctors) is also EHR used… https://t.co/bbCh96nuK1,The merger of CVS Health and Aetna,NONE
"Why 2017 Was Such A Bad Year for $CVS - https://t.co/JkGOhTA89j

$AMZN Threat, $AET Bid, $WBA Contract Wins All Headwinds",The merger of CVS Health and Aetna,NONE
"""CVS Health Effort to Acquire Aetna Shakes Up Traditional Health Silos"" https://t.co/MfM2SyovJw https://t.co/yfdy2MC9R4",The merger of CVS Health and Aetna,NONE
The acquisition of #Aetna by #CVS opens up the potential to leverage a new world of #data. @MerkleCRM's… https://t.co/DVYKgrML4B,The merger of CVS Health and Aetna,NONE
My first stab at the killer @wsjdeals scoop $AET $CVS $ESRX https://t.co/BvkKc6bdWJ,The merger of CVS Health and Aetna,NONE
"As CVS Deal Looms, Aetna Presses Medicare Advantage https://t.co/KNgCpOEcwq https://t.co/Hl7tf7P4UK",The merger of CVS Health and Aetna,NONE
U.S. employers say CVS-Aetna deal would affect health-benefits decisions: survey - NEW YORK (Reuters) - CVS Corp’s… https://t.co/EsulYYoG51,The merger of CVS Health and Aetna,NONE
ICYMI: Access Event Driven's recent webinar discussion on the $AET / $CVS merger: https://t.co/k0kLRv63ZH,The merger of CVS Health and Aetna,NONE
"Rumors swirling about $CVS acquiring Aetna $AET ($53 billion market cap). These days, this is where you’d expect Amazon to swoop in! $AMZN",The merger of CVS Health and Aetna,NONE
CVS and Aetna - verticalization drives data leverage - the planned CVS-Aetna merger is not only a potential disrupt… https://t.co/EbWjqkbtP9,The merger of CVS Health and Aetna,NONE
Hey $CVS will you still sell this $h!t when you own $AET &amp; have to pay for the #diabetes &amp; #hypertension you cause?… https://t.co/yXfdZwCalR,The merger of CVS Health and Aetna,NONE
"If CVS Health buys Aetna, here's how it could affect you https://t.co/OxxWqamUJ1 https://t.co/LI0xRkjcIT",The merger of CVS Health and Aetna,NONE
@TheBrianSkinner So CVS is buying Aetna Insurance to put the fix on prescription coverage so that anyone on Aetna w… https://t.co/uGdA57znCP,The merger of CVS Health and Aetna,NONE
"The CVS/Aetna Merger is Bad for Patients, states AAPS https://t.co/VBk34LTMk0 via @aapsonline",The merger of CVS Health and Aetna,NONE
"In a decade, I wonder if Americans don't look back at the CVS/Aetna merger as the beginning of the end of the curre… https://t.co/HZaF3ieMnk",The merger of CVS Health and Aetna,NONE
@Pharmaciststeve @GhostinGeek Aetna and CVS will not only push the legal envelope to improve their bottom line ! ..… https://t.co/Fo8XBquqbR,The merger of CVS Health and Aetna,NONE
Following the lead of CVS's $CVS acquisition of Aetna $AET and Cigna's $CI acquisition of Express Scripts Holding… https://t.co/53LQBv1cU7,The merger of CVS Health and Aetna,NONE
CVS and Aetna - verticalization drives data leverage - the planned CVS-Aetna merger is not only a potential disrupt… https://t.co/eFCJywOnJx,The merger of CVS Health and Aetna,NONE
Read our latest article re: Aetna whistleblower suing CVS's PBM for Spread Pricing. https://t.co/z3sVrOlZQf via @RACMonitor,The merger of CVS Health and Aetna,NONE
Synergies from Non-Traditional #CVSAetna Merger #Healthcare Trends 2018 Podcast 5:25 min https://t.co/rYXhjHPkJX,The merger of CVS Health and Aetna,NONE
"Disney’s offer to buy 21st Century Fox. CVS’s bid for Aetna. T-Mobile’s proposed merger with Sprint.
 
 The path for… https://t.co/hPdlfBbyGy",The merger of CVS Health and Aetna,NONE
"@FoxNews @GillianHTurner @CVSHealth @Aetna Now that the CVS Aetna merger is complete, their big conundrum will be:… https://t.co/GbI1ur12Rm",The merger of CVS Health and Aetna,NONE
@DCB202 The Aetna/CVS merger is still a BFD b/c the insurer can negotiate directly with the drug companies and not… https://t.co/sfJNH3x5xr,The merger of CVS Health and Aetna,NONE
Amazon and Whole Foods. CVS and Aetna. A scorecard of the biggest deals https://t.co/aKzSyv4DJO https://t.co/EEtOLvTboD,The merger of CVS Health and Aetna,NONE
Interesting perspective about benefits of CVS/Aetna merger. https://t.co/9Zohv3TUPc,The merger of CVS Health and Aetna,NONE
Changing dynamics: The CVS Health-Aetna merger forces the industry to adapt https://t.co/nX1gWRfmT7,The merger of CVS Health and Aetna,NONE
Aetna Adds 250K Medicare Advantage Enrollees Ahead Of CVS Deal https://t.co/xhHMgcxlbn,The merger of CVS Health and Aetna,NONE
* CVS acquisition of Aetna will have a huge impact on health-care industry * #DailyVoice https://t.co/s8X7jmnYZS,The merger of CVS Health and Aetna,NONE
Let your voice be heard on the proposed CVS Aetna merger https://t.co/I9dR2SLkPQ,The merger of CVS Health and Aetna,NONE
"So, CVS Health is buying Aetna. JPMC, BERK and Amazon are doing their own thing. Cigna is buying ExpressScripts. An… https://t.co/WRLsxED0XC",The merger of CVS Health and Aetna,NONE
Justice Department requests more information on CVS-Aetna merger Trump administration regulators are not ready to s… https://t.co/CkhR3GE33q,The merger of CVS Health and Aetna,NONE
"Aetna is selling its standalone Medicare Part D (Rx drugs) biz to WellCare, helping clear the path for the CVS deal… https://t.co/DdDzvh5Cov",The merger of CVS Health and Aetna,NONE
CVS Health seems to be one indirect winner of a federal judge’s decision to allow the mega merger between AT&amp;T&amp;Time… https://t.co/07FFyORmQQ,The merger of CVS Health and Aetna,NONE
$AET / $CVS: The potential Wellcare divestiture compares favorably to the attempted Humana/Aetna divestiture to Mol… https://t.co/yBy4NyzOu8,The merger of CVS Health and Aetna,NONE
A group of lawmakers are meeting today to discuss the potential competitive impacts of the proposed CVS Health-Aetn… https://t.co/f5oc3GjSjO,The merger of CVS Health and Aetna,NONE
CVS Health’s Acquisition of Aetna: Rise of Community Based Health Care | HCL Blogs https://t.co/tlHfbST2qP #healthcare,The merger of CVS Health and Aetna,NONE
"The CVS/Aetna Merger is Bad for Patients, states AAPS https://t.co/dHwkqRP7zO via @aapsonline
 This makes me hot under the collar!",The merger of CVS Health and Aetna,NONE
$AET $CVS https://t.co/VOgvpAtlMv,The merger of CVS Health and Aetna,NONE
How will the proposed mega-mergers of companies like Aetna/CVS and Walgreens/Humana impact #healthcare in your loca… https://t.co/gTB9MUfZHI,The merger of CVS Health and Aetna,NONE
"Shares of CVS Health, Aetna, Cigna, Express Scripts spike after AT&amp;T-Time Warner decision https://t.co/xpe47fg7G6",The merger of CVS Health and Aetna,NONE
Taking a closer look at CVS Health's acquisition of Aetna: Does it make sense? https://t.co/WaVBz7peRU https://t.co/NwZisxb3MA,The merger of CVS Health and Aetna,NONE
Aetna and CVS merged now Cigna and express scripts. I question the ethics of an insurance company selling you drug… https://t.co/lf6Zw2mdoI,The merger of CVS Health and Aetna,NONE
Aetna whistle-blower put on leave after accusing CVS Caremark of $1B billing scheme https://t.co/6KCaEhNumi https://t.co/4s6TfkUPoP,The merger of CVS Health and Aetna,NONE
RT @bobjherman: CVS will have $75 billion of debt once its buyout of Aetna closes. That means CVS will have more de… https://t.co/2FreA8pvPA,The merger of CVS Health and Aetna,NONE
CVS lawsuit could have implications for Aetna merger https://t.co/aABcToTnKn,The merger of CVS Health and Aetna,NONE
#biotechnology #biotechnology The CVSAetna merger is still the one to watch in 2018: Lots of mergers have been... https://t.co/chN0vPYG11,The merger of CVS Health and Aetna,NONE
"@SenatorLaura cvs rips off Aetna and ONLY gives them the network discounts they negotiated ""on their behalf"" when A… https://t.co/T7fQMZc6QM",The merger of CVS Health and Aetna,NONE
"re-elected. Call the insurance company. Not the pbm. Their parent insurance company. If it’s Aetna CVS, then forget… https://t.co/uZoiOr5dTm",The merger of CVS Health and Aetna,NONE
What the CVS/Aetna merger means for #healthcare https://t.co/cyT1NkxGUS #HealthcareCosts #RetailHealth,The merger of CVS Health and Aetna,NONE
RetailWire Aetna acquisition shows CVS is serious about health branding https://t.co/ZMbIWPBfMq https://t.co/LgBgpNHEOp,The merger of CVS Health and Aetna,NONE
#HealthcareTrends 2018: Synergies from the Non-Traditional #CVS Health #Aetna Merger https://t.co/JeEalB1pjd,The merger of CVS Health and Aetna,NONE
One Expert Looks at the CVS/Aetna Combination through the Broader Lens of Health Industry Change https://t.co/3XeNbAfOjm,The merger of CVS Health and Aetna,NONE
What the CVS/Aetna merger means for you and your patients. https://t.co/bQpRRShl9G,The merger of CVS Health and Aetna,NONE
"@GenXMedia @CVSHealth @cvspharmacy @CVSinAction It's exhausting ffs, they wanna acquire AETNA too, like we need mor… https://t.co/t9hS1I0TMl",The merger of CVS Health and Aetna,NONE
Aetna and CVS were both talking to others during deal process https://t.co/An0KeSOizX https://t.co/cJudvbQ6qV,The merger of CVS Health and Aetna,NONE
At #wsjhealth @mtbert describes the CVS/Aetna merger as “an open source patient centered medical home”. https://t.co/JI8j39c8Rh,The merger of CVS Health and Aetna,NONE
"WHAT SAY YOU, NEW YORK? Now That Federal Antitrust Regulators Have Approved CVS’s Proposed Acquisition of Aetna, At… https://t.co/om2nR09YYf",The merger of CVS Health and Aetna,NONE
What CVS/Aetna Can Teach Insurers... Read the new article from Tom Anderson &gt; https://t.co/pATTM8c8EJ #insurance… https://t.co/55jbrka3MP,The merger of CVS Health and Aetna,NONE
What The #Insurance Distribution Business Can Learn From #CVS’s Acquisition of #Aetna | https://t.co/Ayra6GV461 https://t.co/AEQ9k9H3cs,The merger of CVS Health and Aetna,NONE
"Want to know how CVS will pay to buy Aetna (if ever)? $0.17/Rx transmission, $4.99-8.99/delivery (smh), claw backs,… https://t.co/U3o9avcycu",The merger of CVS Health and Aetna,NONE
CVS execs promote proposed Aetna merger as cost saver https://t.co/vO6fBuwrGl,The merger of CVS Health and Aetna,NONE
"@Colin_Hung @Jk_Jeffery @KLASresearch Aetna/CVS will corrupt care delivery as we know it:
 · High deductible with fo… https://t.co/wzkC0TtqOs",The merger of CVS Health and Aetna,NONE
CVS to Pass on Drug Rebates After Aetna Merger: Analysis | Fortune - https://t.co/58jyyVd1u1,The merger of CVS Health and Aetna,NONE
.@HouseJudiciary subcommittee held a hearing on #CVS Health proposal to acquire health insurance company #Aetna… https://t.co/RLspEzErut,The merger of CVS Health and Aetna,NONE
"When CVS agreed to acquire Aetna, they halted a plan to move the Hartford-based company’s headquarters to NYC. But… https://t.co/bC6j06XDjh",The merger of CVS Health and Aetna,NONE
