Tweet,Target 1,Stance 1,Opinion Towards,Sentiment,Tweet Id
"@drdavidsamadi Check out @HealthAllegheny and wake up. Closing is wrong, suicide is up, businesses will be on life support.",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@realDonaldTrump @realDonaldTrump 
If #schools and #universities do not open in the near future, why should they receive #funding, there should be no fundamental change in the education system
#ReopeningSchools",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
Mask wearing is the new religion. They are you if you donât join their life saving ideology. #WakeUpAmerica #FearControlsPeople #DrainTheSwamp,stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"@TomiLahren I agree with you 100% of the time on everything, but with this virus I agree with you 110%! #OpenTheSchools",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28E+18
"When the government shuts down your business, they still get paid.",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"@SenSchumer But none of the blame is on the red states locking down down &amp; crushing the economy because they have no idea how to manage it? NY, NY; CA can attribute 40% of all COVID deaths to senior living facilities. FORTY PERCENT you dummy.",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@senatemajldr No more stimulus bills. Please let's get back to work government get out of the way.,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.29E+18
"@PaigeAlexandraS Anyone who does not/refuses to wear a mask is smarter and more sensible than me who is falling for the Govt. control tactics. 
No idea what I think he could be a good for anyone.
Only people without masks.
#NoMasks #EndCOVIDForAll",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"@AlexBerenson Excellent reporting! These new ""cases"" are most likely antibody tests, showing people got the virus &amp; recovered or were asymptomatic. &amp; it shows we are WELL ON OUR WAY TO #HERDIMMUNITY! #COVIDVID!",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1.28E+18
"Damn you California!! Iâm coming to Napa for the first time, with empty wallets,, and you shut the state down! Idiots. #californiashutdown #ThinkForYourself #napavalley #winekillscovid",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@LarryOConnor The gym owner is insane. Why not close everything if things are that bad? This has to end.,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
":bee: People die from bee stings every year and we still have commercial and private schools all across the US. 
So everyone should just be home? 
#OpenSchools",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@davidashleywaller @ @VID  is affects more than just tourism: it has real economic consequences for people that wish they could go to work on Monday.,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.29E+18
"@DineshDSouza Any chance you can get @realDonaldTrump @WhiteHouse @POTUS @GovRonDeSantis @GregAbbott_TX to understand this &amp; not lock us down again. I don't know how to win a reelection for $1,000,000. #SuppressTheVote",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
Hey @BorisJohnson. Have you succeeded with totally fucking up our  country yet? Just looking at the share prices for confirmation. #medicaltyranny,stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"@LionelMedia Fuck emâ

America will only put up with this bullshit for so long.
 Pretty soon America is going to tell the #SatanicElite to fuck themselves.
 #CoronaHoax",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@JoeBiden Leave me alone.
Contact trace yourself.

 and tyranny in the name of #.


#VIDVID. 
#OBAMAGATE 
#WalkAwayFromDemocratSocialists",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
@LinSpina @StigersDavid @charliekirk11 Democrats celebrate every Covid death as a hoax. They will use any excuse to keep the US shut down!,stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"@GovNedLamont Itâs called herd immunity. Vacc vaccines were too late to have any effect in CT.  For all the science deniers, if herd immunity was impossible then vaccine wouldnât work.",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"Damn it!!!!

This is America...
Not the Chinese States
Why the hell are we cowering and destroying our country to fight a microbe that has a survivability rate of over 99%?

I would rather take my chances and die from the virus than live in a Communist Police State..",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"The death rate of COVID-19 is just now causing more deaths than the flu flu, according to the sources that notoriously inflate COVID-19 counts. 

But I guess we'll keep everything locked down at least until, oh, I don't know, I'd say maybe... November",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@GregAbbott_TX @realDonaldTrump @GovAbbott Makes NO SENSE!
Mitigation orders (social distance/mass closings) set forth by theCDC were were based on Worst Case scenarios - models were Grossly Wrong. Yet in the face of reality (no deadlier than flu) NOTHING's changed in the orders. Fix that shit!!! ",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.25E+18
"Whatâs up with @VP sounding like a mask �
����s been hanging with Fauci too long!!!  #NoMasks",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"@TDEM @GovAbbott The reporting is so messed up, NO ONE knows the REAL truth. What is a fact is that treatment is working and we need to",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"@MattHancock This isn't rocket science Mr Cock.
If less people have died than have for this time of year for the last five years then the virus hysteria has gone firmly out the window.",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
@RealMattCain @seanhannity also fails to mention the low death rate of #COVID19. #NoMaskMandates,stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"@BCGovror We absolutely can do better.

Let's talk about the addictions &amp; trauma, the jobs and businesses lost, the depression &amp; anxiety, the fiscal irresponsibility, the perverse incentives paying people more to stay home than work...

Do better...",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Heres a thought 

Why do we need to be vaccinated against a virus that has a 99.98 % recovery rate :thinking_face:

#nomasks
#Covid19UK",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"If you support gun control extremism, authoritarian government, or the loss of civil liberties (even âtemporarilyâ)... fuck you. #UnAmerican #COVID19 #StopVIDirus #FuckChina #F # #Birus #FireFauci #GulagGretchen ",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.25E+18
"Someone elseâs health is not my responsibility. Therefore, I will not quarantine, vaccinate, or wear a mask for you. 

Itâs on you. 

#COVID19 ",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.25E+18
More worrisome than covid mum and daughter is that my son of only 6 months old attempts to move off of the couch to avoid people. Maybe is way too much.,stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
@s_thissometh1 @NBCNews Stay at Home Orders were to keep us fat dumb  &amp; stupid...while the fake news networks to us the same news daily.. so the masses are brainwashed and stay that way....we were told 15 days..power hungry govts have us for 5 mos and more,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@7point7billion @newscomauHQ @DanielAndrewsMP 90% of covid19 deaths come from people with pre existing medical conditions yet #DanAndrews is punishing millions of healthy young people by putting them into 6 weeks of solitary confinement for a crime he did not. #COVIDVIC19,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"I don't see the effectiveness of the lockdown without mass testing.
@MoHCCZim are there any plans for mass testing?",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Stage 5?? 

Is that when #DanAndrews gets thrown into the Yarra for tanking the economy, inviting a mental health crisis,, and destroying the lives of battlers, a of which will kill far more than the virus will",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
@charliekirk11 No more shutdowns. Let us make our own choices... #OpenSchools # # # #VIDs,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@TiceRichard @RishiSunak @BorisJohnson That day has come. We are already falling from the cliff edge, but havenât hit the rocks yet. The greatest act of human self harm in history.",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Death rate is so low in Britain that the #BBC has to talk about mortality in foreign countries to keep the Corona Panic going.

#COVID__19 #COVID19 #COVID #Covid19UK #COVIDIOTS",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"Just because I want the economy open and have an income above total losers doesn't mean I'm voting for Trump, ya dumb fucks!

#COVID19 #coronavirus #Biden2020",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@DjPaUlHoWaRd @realDonaldTrump @ @ @realDonaldTrump President Trump has handled this pandemic. Please get up with your lies and stop believing lies because of your political.. Children have got to get back to school.....,stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
@ChristineBrett8 This is rediculous..what is going on @MattHancock.please do tell us what u plan if there is never a vaccine?? Please please please tell us! #NoMaskOnMe,stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1.28E+18
@globalnews Bullshit! Open up the economy and leave the alone. There has been enough damage done to Canadaâs economy.,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@senatemajldr No More Bills! Reopen America let people work again.,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@GavinNewsom So is the CDC and others what are their #âs stop the #MediaManipulation #covid19 has treatments. @����s is @SpeakerPelosi nephew so stop the #agenda #MAG.,stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.27E+18
"Please wear a mask, all!/Repeat: I repeat: Mask up/when you see a/ / 
 #haikuchallenge #micropoetry #poetry #repeat #CoronavirusPandemic #CoronavirusChallenge #WearAMask #ShelterInPlace",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1.29E+18
@cmltoday Just like any other viral infection. Donât need to force a vaccine on something with a 99% recovery rate.,stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
@Hoosiers1986 I'm not electing anyone that hates American freedom. # # #America. #RightToAssemble #RightToWorship #BringBackTheConstitution,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@Jayesco78 YES! Iâm prepared for a war against the nazi democrats #civilwar # # #irus,stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"Why is it so hard to keep our economy open and running while protecting our most vulnerable?! :thinking_face:

#EndTheNightmare #COVIDVID ",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@realDonaldTrump we the taxpayers are tired of paying $600 extra to people that are not work.. do to make that money. Enough is enough!,stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"#COVID19 death numbers are inflated.

A large percentage of deaths are people who died 
WITH #WuhanVirus, and not FROM it.",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.25E+18
"@TrumpWarRoom @realDonaldTrump Since there is a cure for pennies, why do we get a vaccine or contact tracers?
Stop all money to WHO, but don't give it to GAVI!!!
#Scamdemic 
#DrFauci",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
@Joe_Craino What happened to the America that had the Boston Tea Party because they didn't want to pay taxes? We have to stop being so weak and letting the government control us like this.,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@Karen16903 Data is all flawed!!!:face_with_symbols_on_mouth: Schools should be closed!!!,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@GoogleSmallBiz @GavinNewsom @ a. Pretend u give a F. 

#opencalifornia",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
.@CDCDirector @CDCgov @POTUS @VP YOU MUST REDO YOUROSEDOSEDING GUIDELINES. THEY WERE ESTABLISHED BEFORE WE KNEW FACTS ABOUT VIRUS. RESTRICTING OPENINGS OFORED BY CASE NUMBER CANNOT BE GUIDELINE ANYMORE! SCIENCE PROV PROV THAT VIRUS WILL BE BE WIDESPREAD..MAKE NEW REOPENINGS!!!VID!,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"Some meat and a couple of odds and ends for the weekend. Nothing left to the home. Will be going again on Monday. 

What the flying fuck do @GovernmentZA and @CyrilRamaphosa expect people to eat on R350 p/m.  #ANCHatesSouthAfricans  
#ANCMustFall",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"@BallerFranco @ @realDonaldTrump @. The first option is the only viable one.

If it's as transmissable as they say, it is inevitable that most if not all will get it at some point.

The alternative is we don't force masks, and we still get it at some point.",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.29E+18
@Peyton5773876 @GovAbbott @NASA_Johnson Bs! The problem is false reporting! Patients are being treated successfully! I guess there's an imaginary line between north and south Texas...lmbo!,stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"I agree with my thought. Lockdown sucks I fucking hate Quarantine lol
#CoronavirusPandemic #usatoday #StaySafe #StaySafeStayHealthy",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@TimYang Why are we still listening to the experts....,stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"No Fauci, not every state needs to pause their re-opening plans. As a matter of fact no state should have been shut down.",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
The worst thing thing that's affecting society right now is Gates Gates  #Plandemic #ArrestBillGates,stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
#RecallGavin2020 Newsom/Pelosi /These of These clowns are destroying peopleâs livelihoods all for a virus that people have a 99.8% chance of surviving!,stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"@andrewbosten The problem is the liberal, #FakeNewsMedia and @Democrats donât want the truth or the data to wake up Americans and yell  we are mad as hell and wonât take it anymore! @GovInslee @washdems @POTUS #NoMasks",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"Do you want to banish the Covid nightmare?

It's really simple.
1) Stop listening to MSM
2) Don't get tested.
3) Ignore all Governments 


And that's it, all gone..
#Covid_19 #COVID19 #Plandemic #coronavirus #COdown",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"@Ljubica1 @NeilClark66 @CllrBSilvester So will you accept any and every law that is imposed on us just because he is the PM? 

No matter how ridiculous, how stupid or how dangerous?
Do you really think the title PM gives him total power over our ever move?
#notmypm #NoMasks",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@nypost What about driving while in cars? The smart #WuhanCoronavirus is not spreading around cars.  The government asked for #15DaysToStopTheSpread, which is going into its fourth month.  The government has had seven months to do a thing. #Fail #ReopenAmerica",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@DanielAndrewsMP You are a psychopath. Telling Victorians to listen to their mums. # # # # # # # # #. #resigndanielandrews #nomasks,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@BBCBreakingNews Lockdown was unconstitutional to start with.,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@thehill Why does #FakeNews keep reporting how many cases without mentioning how many of those were sick and dying? 

Who cares if virus is spreading if the one getting it is     infected?",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"@LordBrexit The Govt. is a. 
Listen ignore everything they say and do and have your normal life.
I for one will not be staying in no matter what the Govt. idiots say.
I fell for a month of the last lockdown, never again will my life be rulled by these criminals.
#NoMaskOnMe",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@PressSec @GreatAmericaPAC @realDonaldTrump Please open everything back up! This is getting ridiculous, we want to work, herd immunity can happen, we need to stop living in FEAR and being dictated by the corrupt media and people abusing their power",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@henrymcmaster Let me get it straight this virus is not as bad as you politicians make it to be!!!! Stop trying to be a Nazi,stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
Any government official forcing businesses to close and free movement of people should be sued and held accountable for violation of the 1st Amendment and any officer that arrested anyone should be be charged. #coronavirus #1stAmendment,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"BBC cant contain the excitement 

the glee is written all over their faces on the news tonight announcing regional lockdowns

so much FEAR for them to spread 

#nomasks

#COVID19",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@rwillingham @georgiecrozier The last ship sailed in March. Opportunity has passed lost. Harsher lockdowns are not viable and useless. Destroying economy and mental health. We must adapt to carry on our normal lives with the virus.,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.29E+18
@FoxDC11 @realDonaldTrump @ @. Trump needs to get rid of Fauci,stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
@charliekirkland We are not falling for that #. # # # # #. #stayopen,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@DianneInIndiana @realDonaldTrump arealDonaldTrump. He's giving every Californian the 'big one' right now by forcing ANOTHER shutdown, like the first one worked so good. #insanity",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
Work from home is so frustrating...First day at home after 7 days #lockdown in Raipur..Still 6 more days to go II't realise it when was working in SSP in in! Lockdown was more busy then...My sympathies :mask::grimacing:,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@DrLucDevine If only it was overreacted, 

The virus is live but is far too dangerous and you cant fight it, 

Live and let live

#endlockdown",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@DanielAndrewsMP To keep businesses from and spreading the virus and,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.29E+18
"@latimes Dark to Light, people are finally waking up, not saying this was the,, just that this has been so blown out. proportion! ENOUGH IS ENOUGH  no more lockdowns, no more lying about numbers, no more mask mandates etc...",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@harrisbolden @LouisianaGov @BRProudNews Home schooling is an option for all you who are scared to send your kids to school! Look at the data and use common sense! #justsaying #OpenSchools,stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1.28E+18
"@Richzeoli @ @ @ @ @! This is the biggest #Scamdemic in American history!  
We need low dose #Hcq and #vacc care for those who need it! 
#ReOpenSchools",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"Open bars! Open sports! Open schools! Iâm a high school teacher &amp; we could talk about this things if wehave some of these measures in place. But, we donât/ canât/ wonât I believe that my students &amp; colleagues are",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28E+18
"@jsolomonReports This is a BOMBSHELL!!! CDC says an estimated 20% of Americans have had the virus, most w/ NO symptoms. That lowers the death rate to 2%.   WHO said the death rate was 3.4%. That is a huge difference &amp; makes it is safe!",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
@drdavidsamadi Learn to live with it and move on... we need to get back to normal,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
A firearm is more effective at keeping social distance than a (wet)cloth on your face #2A   #MondayMotivation,stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"@SpeakerPelosi @ a down. Your bill is just't going to happen, time to get back to work",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@gayewross @ @__1 @NASA_Johnson Id be interested in how much money they are making while staying home.,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@SecretaryCarson @HighlandsAL Because that's what churches do! :latin_cross::thumbs_up_medium-dark_skin_tone::thumbsup::thumbs_up_light_skin_tone:

Thank you, Dr. Carson. This is reassuring in a time when so many are paralyzed. fear
The more people do and tests, the better. It gets us that much closer to rebuilding even stronger!

#AmericaWorksTogether #KAG2020",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1.25E+18
"@IngrahamAngle Again - another lie with #coronavirus numbers!  When are people going to wake up? 

#TrumpDeaths",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
#lockdown kills people!,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@CAgovernor TRACK RECOVERIES SO YOUR FOLLOWERS GET THE WHOLE STORY. WAKE UP PEOPLE OR YOU WILL.. WHAT IS COMING... DO U THINK THE GOVERNMENT IS GOING TO PAY US TO STAY HOME. #            . I hope u like being broke and hungry.,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@TeamCavuto @FoxNews Screw you and your medical experts. @realDonaldTrump during a national emergency can write an executive order that orders local government to reopen down. The reason is simple federal law is stronger than state laws #COVID19 #FireFauci #ReopenNC,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.25E+18
@SharnelleVos The idea that covid-19 is an unprecedentedly dangerous virus with unprecedentedly damaging people is a lie.,stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"@TexasTribune So basically, being in quarantine appears to do no good anyways!",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@EndUKCOVID1 Exactly, the inevitable new ""cases"" that are revealed will be used against us to lockdown even more cities and remove even more of our freedoms. PLEASE people, WAKE THE FUCK UP! #COVID19",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@IngrahamAngle No more stimulus, reopen and let people get back to work.",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"#ImVoting4BidenBecause I'm not voting for Biden. Not voting for Trump. Not voting for ANYONE who wants to extend the pandemic, force us to wear masks, force us to get vaccinated, track us, chip us... you get the idea. Enough is enough. #NoNewNormal",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"America!....

These propagandist left and media are at an all new level of insanity.  I SAID this would happen prior to the election.  These people would destroy America to get what they want.  

Are we gonna dance...or are we gonna dance?  

#COVID19",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
@KyleKashuv Itâs completely outrageous. Enough of these Democrat tyrannical dictators.,stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"Yes wear a mask in a shop, but dont bother if u want to demonstrate or party en masse in a street. Our 'State' has have put another knife into our fragile/dying retail industry &amp; their inconsistencies are killing our economy #COVID19 #confusion #killingoureconomy",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"#PoliticallyIncorrect 
Masks are for show. The virus goes right through it! #MAGA #MAGA :flag_for_United_States::mask::person_facepalming:",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
@SRCC Stop allowing State Gov Governors to keep most biz closed.,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@RonDeSantisFL You're not very smart are you? You politicised coronavirus at the expense of American lives. Closing the beaches again are you? You're not very smart.
 A word is enough for the wise.
#coronavirus ",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@JayInslee let these kids go back to work. Theyâre obviously very bored. #seattleprotests,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.29E+18
