target,cluster
jew lead suffering,2
kid,1
education,1
parent,1
public education,1
foreign language class,2
language education,1
language study,2
mandatory college,1
language study,2
language study,2
culture,2
extreme parenting,2
success,2
making happy,2
independence,2
way achieving success,2
individualism,2
land,2
property right,2
prescriptive easement,2
beachfront home,2
prescriptive easement law,2
beach access,2
prescriptive easement,2
public access,2
veganism,3
veganism,3
balanced diet,2
everyone,2
vegan diet,3
veganism,3
omnivore,3
health,2
electric car,2
electric car,2
renewable energy,2
movie,2
syria,4
syria,4
military intervention,2
veganism,3
vegetarianism,3
meat,2
mother teresa,2
honor,2
antiabortion,0
nato,4
support ukraine,4
nato,4
number,2
ukranian civil war,0
national security,2
defense,2
nato,4
international,2
vaccination,0
vaccine,0
vaccine safety,0
mandatory child,1
safety vaccine,0
vaccine,0
vaccine injury,0
happy hour,2
drunk driving,2
alcohol certain establishment,2
tuition cap,1
current financial aid system,2
college cost,1
free college,1
child,1
learn,2
education,1
parent,1
homework,1
homework,1
critical thinking,2
u.s,4
luis masada,4
us cuban foreign relation,2
attack cuba,4
sanction,2
us cuba relation,2
terrorism,0
company,2
hsbc,4
hsbc,4
drug cartel,0
threat,2
low wage immigrant,2
immigrant,0
economics,2
regulating marketplace,2
business regulation,2
helping public,2
marketplace regulation,2
supporting one 's country,2
trump presidency,2
patriotism,0
country,2
dual citizenship,0
american expat,4
citizenship,0
city,2
city tax,2
social service,2
tax,0
helping condo developer,2
developer,2
taxation,0
tax building,2
dual citizenship,0
eu passport,0
dual citizenship,0
citizenship,0
company,2
regulation,0
safety law,2
steel mill,2
legitimate threat,2
technology,2
planet,2
population growth,2
overcrowding,0
population,2
technology,2
overpopulation,0
reparation,2
slave,2
slave reparation,2
former colonial power,2
slave reparation,2
slave reparation,2
economic condition black population,2
judge speaking,2
free speech,2
judicial bias,2
justice,2
marijuana,0
marijuana,0
morality,0
gateway drug,0
legality,0
racial minority,2
company,2
corporate polluter regulation,2
polluter,2
people,2
entertainment,2
junk candidate,2
medium,2
tip,2
restaurant worker,2
tip,2
tip restaurant,2
waiter,2
low wage,2
american worker,2
threat,2
immigration,0
immigrant impact american job security,2
immigration,0
public university,1
college,1
university system,1
uc school,1
state tuition,1
intestate collage acceptance,2
intestate college tuition,1
college tuition,1
college acceptance,1
sport program undergraduate school,1
sport,2
company,2
business regulation,2
regulation benefit,2
government regulation,0
dual citizenship,0
multi citizenship,0
immigration,0
government,0
airline fare,2
taxpayer fund airport,2
airline industry,2
tax,0
current flight price,2
airport funding,2
war,0
foreign policy,2
government budget,2
military base,2
war,0
war funded tax dollar,2
department defense,2
american policing country,2
gateway drug,0
marijuana,0
marijuana legalization,0
cant take position,2
illegal activity,2
illegal activity drug,0
marijuana,0
marijuana legalization,0
drug legalization,0
marijuana,0
mother teresa,2
bad moral,2
substandard medical care,2
walmart,4
walmart 's economic progress,2
public opinion,2
walmart grocery,2
healthier,2
walmart,4
walmart,4
walmart getting economically environmentally friendly,2
israel,4
none,2
palestine,4
jordan,4
palestinian state,4
palestinian state,4
electric car,2
electric vehicle,2
electric car,2
israel,4
israel national identity,4
israel,4
nuclear transparency,2
israeli exceptionalism,4
mother teresa,2
mother teresa,2
mother teresa,2
mother theresa,2
woman,2
raising family,2
extended family,2
c section,2
c section,2
family makeup,2
motherhood,0
raising family,2
child raised elder,2
kid,1
challenge oneself,2
auditing algebra,1
algebra,1
audit algebra,1
subject,2
basketball,1
pro game,2
modern basketball,2
foul,2
winning record,2
wilt chamberlain,2
electric car,2
technological improvement,2
electric vehicle,2
late pregnancy,2
childbirth,0
motherhood,0
age child,1
motherhood,0
woman child bearing,2
age kid,1
pregnancy,0
rim,2
nba basketball,4
raising rim,2
tall basketball player,2
basketball,1
us,2
possible regime change,2
u.s. intervention libya,4
al qaeda,2
syria,4
us intervention,2
syrian intervention,4
assad,4
charter school,1
charter school,1
child,1
charter school,1
cherrypicking student,1
charter school acceptance policy,1
charter school,1
charter school,1
capital gain,2
tax cut,2
tax,0
income tax,0
sleep,2
school start time,1
eight hour sleep,2
sleep,2
graduate,1
greater success,2
marriage,0
child without father,2
extreme parenting,2
father figure,2
stepchild,2
same sex college,1
woman 's college,1
college,1
single sex college,1
people,2
teach,1
high school civics course,1
high school civics course,1
foreign language class,2
college bilingual requirement,1
benefit bilingual,2
mandatory college,1
europe,4
required foreign language,2
multi lingual,2
veganism,3
developing brain,2
real food,2
baby food,2
real food,2
nina,4
brain food,2
credential,1
real food,2
nutrition baby,2
company,2
automobile regulation,2
vw car,2
uncontrolled waste disposal,2
vw,4
prozac,4
depression,0
medicine,0
depression,0
reparation,2
slavery,0
former colonial power,2
slavery,0
african american seek reparation west african kingdom,2
percentage slave ownership 1860,2
veganism,3
veganism,3
vegan,3
vegan,3
veganism,3
balanced diet,2
diet,3
dual citizenship,0
dual citizenship,0
dual citizenship,0
capital gain,2
tax,0
tax reform,0
tax rate,2
extreme parenting,2
parent,1
bully,2
dual citizenship,0
citizenship,0
passport,0
citizenship,0
capital gain,2
income,2
lower taxation capital gain,2
unfairness taxation,0
dividend,2
lowering tax senior 's cd,2
vaccination,0
parent,1
science,1
child,1
history,2
parent,1
mandatory child,1
parental right,2
choice,2
israel,4
israel,4
us support israel,4
middle east,2
bank,2
deregulation bank,2
government,0
corporate lobbying,2
big bank,2
bank deregulation,2
deregulation bank,2
bank,2
city,2
architecture,2
superstar architect,2
local talent,2
local architect,2
architecture,2
architect,2
architecture,2
workplace,2
japan,4
debate technique,2
tip,2
practice tipping,2
restaurant,2
tip,2
tip,2
restaurant,2
public university,1
low income student,1
free college,1
lack support white middle class student,2
higher education funding,1
intestate student,1
foreign student,1
student aid,1
middle class college burden,1
student loan,1
college expense,1
colorado,4
alcohol,0
alcohol law,0
maureen dowd,4
pot,0
marijuana,0
legalizing marijuana,0
fema,4
homogeneous community,2
fema,4
rim,2
peach basket,2
height basket,2
changing height basket,2
basketball,1
peach basket,2
problem,2
immigrant,0
undocumented immigrant,0
immigrant displacement american job,2
immigration,0
illegal immigrant,0
illegal immigration,0
immigrant,0
tax break,2
financial aid,2
cost education,1
wealthy college,1
financial aid,2
financial support student,1
threat,2
iran,4
iran,4
propaganda,0
iran,4
iran threat,4
iran,4
propaganda,0
iran,4
animal mutilation,2
animal cruelty,2
pet,2
owning pet,2
motherhood,0
child,1
childbearing,0
woman,2
motherhood late age,2
baby,2
raising grandchild,2
harm,2
obama,4
drone strike,2
terrorism,0
attack,2
drone strike,2
drink strike,2
marijuana,0
marijuana,0
gateway drug,0
weed legalization,0
alcohol,0
marijuana,0
child,1
parent,1
philosophy,2
parental involvement,1
hand parenting approach,2
parent,1
philosophy,2
parenting approach,2
child,1
farm subsidy,2
agriculture,0
import food,2
national security,2
farm subsidy,2
farm subsidy program,2
farm,2
nation,2
israel,4
israeli palestinian conflict,4
israeli national interest,2
violence middle east,2
palestinian state,4
israel,4
israel violent place,2
economy,2
attack,2
america 's fight terrorist,2
drone,2
harm,2
terrorist,0
fema,4
disaster relief,2
private industry,2
business,2
retail bank,2
banking regulation,2
wealthy college,1
tax law,0
nonprofit,2
tax break,2
tax,0
tax system,2
pot,0
big marijuana,0
marijuana,0
people,2
television,2
quality life,2
wealthy college,1
university,1
tax,0
tax subsidy non profit,2
tax break,2
manufacture,2
land taxation,0
parent,1
benefit family vacation,2
leisure trip,2
family trip,2
family togetherness,2
educational vacation,1
vacation,2
family vacation,2
vacation,2
travel,2
extreme parenting,2
m small,2
veneration happiness,2
letting people want make happy..important critical moderation,2
western value,2
greater success,2
life,2
contemporary life,2
contemporary western life,2
carelessness,2
same sex college,1
college,1
woman 's college,1
attack,2
terrorism,0
drone strike,2
airport security,2
six year,2
public education,1
early college,1
road block education,2
school system,1
education,1
high school,1
high school,1
making public education optimizable student,1
highscool early college availability,1
student frustration education system,1
highschool,1
new employee,2
employment,0
noncompete,0
noncompete deal,2
lawsuit,2
free marketplace,2
walmart,4
high fructose corn syrup,2
walmart,4
healthier,2
walmart,4
sugar reduction,2
walmart,4
bad deal city state,2
conservative member gop,2
privatization,0
regulation,0
privatization,0
privatization,0
big bank,2
regulation,0
big company,2
powerful politician,2
control,2
criminal,0
foreign settlement,2
settlement,2
u.s. president,4
bailouts,0
prostitution,0
paying sex,2
pay sex,2
nonprofit status,2
tax,0
tax policy,0
tax,0
sport league,2
tax,0
single tax rate,2
tax,0
immigration,0
nonnative student,1
legal immigration,0
illegal immigration,0
problem,2
legal immigrant,0
legal immigration,0
illegal immigration,0
veganism,3
vegan,3
advantage plant based diet,2
veganism,3
vegan,3
veganism,3
popularity veganism,3
consuming animal product,2
healthier eating habit,2
veganism,3
capital gain,2
tax,0
economic growth,2
woman,2
insurance,2
midwife,0
home birth,2
kid home,1
home birth,2
homebirth,0
home birth,2
vaccination,0
vaccinate,0
vaccination,0
freedom,2
mandatory child,1
parent 's deciding vaccination,2
parent guardian kid,1
arm,2
u.s. arm industry,2
us military,2
arm,2
colorado,4
drug legalization,0
drug trial,0
legalize colorado,0
legalization,0
pot,0
drug legalization,0
lab experiment,2
rat experiment,2
israel,4
israel,4
military support,2
experience,2
teacher,1
teacher,1
teacher,1
public school teacher,1
farm subsidy,2
fertilizer,2
farm subsidy,2
farmer,2
national security,2
farm,2
farm subsidy,2
vfdd market,2
new apps,2
elite restaurant,2
business 's,2
reservation,2
restaurant overhead,2
way people get popular restaurant,2
show reservation,2
deposit reservation,2
elite restaurant,2
mother teresa,2
catholic church,1
sainthood,0
people,2
culture,2
society going downhill,2
hippie overthrow american culture,2
history society,2
cold war,2
noncompete deal,2
workplace,2
wage,2
business owner,2
former colonial power,2
minority citizenship,0
human trafficking slave trade,2
reparation,2
slave trade,2
immigration,0
parent,1
complete privacy child,2
baby boomer,2
censorship,0
generation,2
palestinian state,4
gaza,4
palestinian independence,4
rebuild gaza,4
rebuild gaza,4
arab n't care palestinian,4
foreign aid,2
foreign aid,2
helping palestinian,4
gaza,4
fema,4
working together,2
disaster relief,2
disaster,2
tip,2
wage inequality due tipping,2
restaurant,2
restaurant owner favour tipping,2
restaurant,2
tip,2
tip,2
restaurant,2
vaccination,0
vaccination,0
us childhood vaccination,2
mandatory child,1
childhood vaccination,0
childhood vaccination,0
vaccination side effect,2
kid,1
curriculum,1
school curriculum,1
crime,0
analogy,2
statistic,2
land,2
public beach access,2
beach access,2
rental company,2
beachfront home,2
public access shore,2
unrestricted shore access,2
protecting beach,2
responsibility shore,2
rental car,2
fee,2
banker,2
banking system,2
paying banker investment,2
syria,4
assad,4
civil war,0
islam,4
hezbollah,4
civil war theory,2
civil war,0
syrian civil war,4
civil war,0
fear war,2
drug war,0
smart phone addiction,2
mother teresa,2
flag burning,2
racism,0
sanction,2
electric car,2
high speed rail,2
patent monopoly,2
land,2
foreign language class,2
college student vote,1
overcrowding,0
racism,0
attack,2
vegan,3
western diet,2
birthright citizenship,0
matter election,2
immigrant,0
public preschool,1
american lower class,2
isi,2
prozac,4
cherrypicking student,1
intestate collage acceptance,2
tip,2
background check,2
harm,2
royal extravagance,2
technological distraction,2
iran,4
nonprofit status,2
tip,2
overcrowding,0
noncompete deal,2
high school hour,1
affirmative action,2
altruism,2
continuing education,1
changing tax code,2
farm,2
current flight price,2
affirmative action,2
illegal immigration,0
threat,2
republican,4
medical website,2
rich politicans,2
iran,4
tax policy,0
israel,4
cherrypicking student,1
charging extra different item restaurant,2
tax break,2
felon,0
same sex college,1
attack,2
taxing stock purchase,2
nation,2
newspaper,2
capital gain,2
vaccine,0
dream,2
mandatory college,1
state internship,1
public preschool,1
undocumented worker,0
war,0
marijuana,0
tax break,2
privatization,0
college student vote,1
mandatory child,1
marijuana,0
fifa,4
child,1
capital gain tax,2
usa embassy 's support israel,4
us foreign policy,2
child,1
new employee,2
sport program undergraduate school,1
speech,2
mandatory child,1
electric car,2
company,2
quran,4
prozac,4
colorado,4
adult,1
public school system,1
miss america,4
tip,2
israel,4
capital gain tax,2
illegal immigration,0
tip,2
cherrypicking student,1
cat,3
capital gain,2
city,2
prison rehabilitation punishment,2
tax break sport league,2
marijuana,0
censorship,0
richard bove,4
affirmative action,2
healthier,2
gene,2
sport program undergraduate school,1
gateway drug,0
interspecies genocide,0
status teacher,1
globalization,0
farm,2
international cooperation,2
capital gain,2
income,2
veganism,3
college student vote,1
farm,2
drilling,2
bank lending,2
research paper,2
vaccination,0
europe,4
us diplomatic effort iran,2
research paper,2
affirmative action,2
home schoolers,1
company,2
colorado,4
patent monopoly,2
marijuana gateway drug,0
vaccination,0
gateway drug,0
take family driving trip,2
jail record,2
parent,1
free intestate tuition,1
isi,2
motherhood,0
involved parenting,2
no tipping restaurant,2
bad deal city state,2
wal mart 's unfair competition,2
tax break,2
extreme parenting,2
immigration,0
lack support white middle class student,2
polygamy,0
worker,2
felon,0
kid,1
american working farm,2
mother teresa,2
moral defense slavery,0
income,2
marijuana,0
sleep,2
illegal immigration,0
colorado,4
law,0
government regulation food industry,2
social service,2
palestine,4
felon,0
happy hour,2
vegan diet,3
farm,2
arming syrian insurgent,4
modern airline,2
pregnancy age,2
city,2
beachfront home,2
gamble,2
medical website,2
fee,2
threat,2
free,2
u.s,4
overcrowding,0
refugee,0
affirmative action,2
europe,4
tip,2
marijuana,0
status teacher,1
wealthy college,1
heroin,0
new employee,2
reservation,2
tax capital gain,2
affirmative action,2
status public teacher,1
cherrypicking student,1
israel,4
mandatory child,1
head start,2
oil price,2
marijuana,0
security company,2
illegal immigration,0
lifting embargo,2
free intestate tuition,1
tax break,2
school privatization,1
smart investment,2
u.s,4
immigration,0
extreme parenting,2
vaccination,0
child,1
cat,3
tax break rich,2
royal couple,2
beachfront home,2
way people get popular restaurant,2
greater success,2
foreign language class,2
supreme court influencing election,2
company,2
workplace,2
tfa,4
judge politics,2
problem,2
minor violation,2
tip,2
illegal immigration,0
high unemployment rate african american,2
none,2
gateway drug,0
religious right,2
advice eating well,2
vacation,2
nation,2
capital gain,2
worker,2
childhood education,1
teacher training us,1
non compete,2
veganism,3
employee,2
rewarding healthy behavior,2
college rating,1
immigration policy,0
national security,2
control,2
monarch,2
bad deal city state,2
beachfront home,2
sport program undergraduate school,1
none,2
office layout,2
greater success,2
harmful atmosphere gay,2
modern basketball,2
walmart,4
overcrowding,0
tax break thing benefit wealthy,2
attack,2
state internship,1
healthier,2
extremism,0
same sex college,1
making happy,2
tax longterm investment,2
no tipping restaurant,2
extreme parenting,2
immigration reform,0
bringing taiwan international community,2
capital gain,2
foreign student taking us university,1
teacher code conduct,2
experience teaching,1
need top third student teacher,1
technological innovation,2
israel,4
home schooling,1
catholic america,4
religious privilege,2
labor law,0
delayed child,2
affirmative action,2
tax break,2
bar,2
immigration,0
colorado,4
service employee,2
india,4
mandatory college,1
muslim,4
online course,2
miss america,4
minor violation,2
israel giving land,2
tip,2
vaccine,0
vaccination,0
language requirement school,1
nation,2
motherhood,0
none,2
chinese school,1
serious crime,2
business,2
israel,4
flat earth,2
restaurant,2
affirmative action,2
foreign language class,2
tax break,2
iran,4
school librarian,1
palestinian state,4
military intervention middle east,2
threat,2
college rating,1
family farm,2
high school,1
voting right,2
farm subsidy,2
dupont view marijuana,0
proper food preparation,2
electric car,2
foreign student taking us university,1
restaurant,2
men seeking female mate better shape fitness wise,2
illegal labor,0
young people,2
none,2
un control dns,2
bernie sander,4
farm,2
pot,0
u.s. embassy,4
affirmative action,2
outfield fence,2
refugee,0
electric car,2
israel,4
kid home,1
colorado,4
technology,2
consumer society,2
free speech,2
advice eating well,2
experience,2
gateway drug,0
people,2
capital gain,2
tsa regulation,0
legal immigration,0
real estate tax bill,2
charter school,1
sport program undergraduate school,1
us interference middle east,2
privatization,0
child earlier,2
vegetarianism,3
government compensation,2
law school exam,1
same sex college,1
grade college,1
politician,0
gateway drug,0
teaching reward system,2
solo vacation,2
oversight internet address,2
mandatory child,1
solo vacation,2
architectural treasure,2
intestate student,1
europe,4
conscription,0
veganism,3
technology,2
employer 's first impression,2
invention,2
farm laborer,2
legal immigrant,0
sport program undergraduate school,1
gene,2
midwife,0
justice ginsberg expressing opinion,2
us military action,2
tax break,2
beauty pageant,2
capital gain,2
way sell free,2
tax money going child illegal immigrant,0
people,2
waitstaff minimum wage,2
newspaper,2
nuclear transparency,2
prostitution,0
public university,1
immigration,0
mandatory immunization,0
public preschool,1
israel,4
phone public,2
election,0
child tax break,2
drug label,0
heritage,2
big bank,2
affirmative action,2
nato,4
beachfront home,2
brian epstein,4
internet research,2
mandatory college,1
home schoolers,1
capital gain,2
military intervention middle east,2
democracy,0
vaccination,0
veganism,3
tfa,4
grade college,1
legalized prostitution,0
sport program undergraduate school,1
language,2
teaching experience,1
mandatory child,1
marijuana,0
national security,2
processed food,2
bar,2
employer taking much credit,2
news,2
enough,2
public area,2
illegal immigrant,0
helping condo developer,2
opioid training,0
state citizenship,0
veganism,3
capital gain,2
using facebook,2
vaccination,0
growth rate,2
act score,2
farm,2
veganism,3
gateway drug,0
company hiring illegal immigrant,0
theft design ir,2
state citizenship,0
capital gain,2
workplace,2
foreign language class,2
job creation,2
improper use supplement,2
drone attack,2
refugee intake,0
problem,2
grade college,1
vegan,3
military intervention,2
tax break,2
cook,2
mexico,4
islam,4
number,2
waitstaff minimum wage,2
income tax,0
school,1
experience,2
school librarian,1
christian,4
hyper consumerism,2
inadequate funding,2
auditing algebra,1
time day affecting decision,2
vegan,3
casino,2
medical website,2
technology school,1
national security,2
human self delusion,2
declawing prevents cat overpopulation,3
vaccination,0
cat,3
tip,2
motherhood,0
teacbhratings system,2
romance,2
muslim immigrant,4
booking online,2
fruit veg price,2
syrian,4
illegal immigration,0
attack,2
government bailout bank,2
public preschool,1
basketball,1
electric car,2
europe,4
refugee,0
farm,2
arab jewish conflict,4
strict vegetarian,2
palestinian state,4
refugee,0
tax exemption,0
pot,0
dr. evans want pot business,2
hamas fatah unity,4
reparation,2
farm subsidy,2
tax break,2
privatization,0
marijuana gateway drug,0
threat,2
gateway drug,0
race based affirmative action,2
europe,4
parent,1
israel,4
hamas fatah unity,4
pot,0
overcrowding,0
medicine,0
u.s,4
state citizenship,0
cegep system,2
illegal immigration,0
american business model,2
israel,4
drug war,0
vegetarian,3
mother teresa,2
same sex college,1
inequality immigrant,0
teach,1
speech,2
status teacher,1
voting right,2
beachfront home,2
kid home,1
company researching dna,2
national security,2
vegetarian,3
migration,0
tip,2
workplace,2
company,2
privatization,0
reform cuba,4
computer education,1
gateway drug,0
living wage,2
human devolving,2
home birth,2
gateway drug,0
100 juice,2
home birth,2
tipping waitstaff,2
drilling,2
home birth,2
jerusalem,4
tip,2
electric car,2
electric car,2
parent,1
tax break,2
unemployment benefit,2
meat,2
library,1
rich politicans,2
technology,2
refugee,0
office layout,2
electric car,2
farm,2
marijuana,0
motherhood,0
bar,2
big farming,2
gateway drug,0
obesity,0
modern family,2
paying college,1
land,2
affirmative action,2
tax break nfl team,2
private beach,2
smart investment,2
big bank,2
meat consumption,2
dual citizenship,0
jail record,2
restaurant,2
high speed rail,2
nonprofit status,2
defeating isi,2
congressional hearing,2
common decency,2
office privacy,2
school,1
news social medium,2
attack,2
capital gain,2
us embassy,2
peace palestine israel,4
speaking language around,2
grade college,1
immunization,0
iran,4
harmful atmosphere gay,2
professional protestors,2
modern family,2
home schoolers,1
control,2
homeschooling,1
fact public school teacher n't best job,1
greece remaining euro,4
people,2
family trip,2
relation iran,4
teaching writing research paper,2
fair living wage,2
cherrypicking student,1
foreign language class,2
mental pornography,0
rich politicans,2
whether wife hurt husband without noticed,2
judge speaking,2
costing taxpayer,2
overcrowded national park,2
woman 's reproductive right,2
beachfront home,2
college student vote,1
experience,2
hamas fatah unity,4
electric car,2
waitstaff minimum wage,2
nation,2
u.s,4
home schoolers,1
electric car,2
woman,2
people,2
boycotting israel,4
land,2
happy hour,2
airline industry,2
adult,1
intellectual,2
beachfront home,2
u.s,4
school librarian,1
prostitution,0
right palestinian,4
tax credit,2
religious co existance,2
city,2
living wage,2
college kid tired ripped 1,2
school choice,1
tax break,2
accomplish tfa alumnus,2
school librarian,1
news,2
school,1
u.s. embassy,4
income,2
living wage,2
tax,0
government investment job program,2
facebook news,2
vaccination,0
sport,2
miss america pageant,2
interior enforcement,2
incompetent parent,1
math,1
israel,4
privatization,0
control,2
fossil fuel,2
school librarian,1
europe,4
palestinian state,4
head start program,2
judge,2
controlling birth rate,2
u.s. embassy,4
privatization,0
woman,2
medical website,2
royalty,2
attack,2
olympics,4
illegal labor,0
capital gain,2
sport program undergraduate school,1
harm,2
resident,2
home schoolers,1
meat,2
medical website,2
ivf,4
walmart,4
cook,2
vaccination,0
college student vote,1
government,0
prostitution,0
home schoolers,1
prostitution,0
woman education useful controlling population growth,2
veganism,3
gateway drug,0
charter school,1
reparation,2
consumption,2
iran,4
marijuana,0
medical website,2
prozac,4
woman,2
problem,2
public school,1
capital gain,2
high school,1
charging extra different item restaurant,2
disruptive kid,1
syria,4
comment section,2
low effort book,2
tax break,2
impeding inspector,2
charter school,1
comment section,2
big bank,2
affirmative action,2
tip,2
workplace,2
public school funding,1
land,2
right wing,2
illegal worker,0
sport program undergraduate school,1
newspaper,2
illegal immigration,0
iranian nuclear program,4
grade college,1
immigrant,0
farm subsidy,2
gateway drug,0
marriage,0
military style police unit,2
facebook,2
support kurd,2
farm subsidy,2
background check,2
vaccination,0
oil transportation ocean,2
vaccination,0
problem,2
tax break,2
immigration,0
architect,2
home schoolers,1
patent gene,2
illegal labor,0
bar,2
company,2
trickledown effect,2
auditing algebra,1
everyone,2
incentive based tipping system,2
legitimate threat,2
tax,0
worker,2
alcohol law,0
candidate 's spouse,2
possible un control internet,2
noncompete agreement,2
home schoolers,1
employee right,2
cherrypicking student,1
beauty contest,2
veganism,3
useful excercise college student,1
gateway drug,0
modern men,2
farm subsidy,2
c section,2
woman,2
cuban sanction,2
motherhood,0
israel,4
income,2
miss america,4
syria,4
street style,2
religious deed,2
jail record,2
capital gain,2
corruption law enforcement,0
tax break homeschooling parent,1
smart phone addiction,2
personal accountability,2
libertarian,0
farm subsidy,2
impeding inspector,2
regulation,0
sport program undergraduate school,1
overcrowding,0
none,2
obesity,0
sport program undergraduate school,1
reduce immigration,0
arab muslim,4
bible,4
u.s,4
felon,0
home birth,2
advice eating well,2
refugee,0
refugee,0
marijuana,0
processed food,2
restaurant,2
capital gain,2
bp disaster,2
privatization,0
teaching reward system,2
company,2
republican party,2
sanction,2
human nutrition,2
restaurant industry standard worker,2
partisan judge,2
home schoolers,1
cat,3
intestate student,1
school,1
woman,2
veganism,3
employee right,2
u.s,4
continuing education,1
marbury v madison,4
illegal immigration,0
farmer paying reasonable wage,2
teaching reward system,2
tipping culture,2
unfair intestate enrollment,0
tip,2
vegan vegetarian diet,3
iran,4
none,2
food additive,2
fossil fuel,2
city,2
universal preschool,1
experience,2
sport program undergraduate school,1
educational profit,2
advice,2
neutrality war,2
tip,2
none,2
side effect medicine,2
intestate student,1
capital gain tax,2
cruise missile barrage,2
overpriced airfare,2
charter school,1
capital gain,2
recognition palestinian,4
food labeling,2
immigration,0
ritual adult life,2
meat,2
income,2
euro zone,2
status teacher,1
u.s. embassy,4
government,0
unemployment benefit,2
marijuana legalization,0
b12 vitamin,2
threat,2
advice eating well,2
nation,2
myriad,2
agricultural subsidy,2
illegal immigration,0
bar,2
humanity every day,2
immigration,0
public school,1
public worker,2
violence,0
balance,2
student living condition,2
tipping wait bar staff appropriately,2
office layout,2
speech,2
diplomacy,2
status teacher,1
farm,2
interspecies genocide,0
tip,2
new employee,2
myriad,2
illegal labor,0
illegal labor,0
company,2
illegal immigration,0
casino,2
worker,2
modern men,2
athletic department revenue,2
cost food,2
felon,0
sexual education,1
illegal labor,0
capital gain,2
capital gain,2
adult,1
california bar exam,2
obama administration,4
american unemployment,4
wealthy american,2
foreign language class,2
immigrant,0
attack,2
status teacher,1
pornography,0
status teacher,1
teacher training us,1
beachfront home,2
machine,2
focus weed much rather harder drug solver addiction issue,2
vegetarian,3
employer 's first impression,2
none,2
facebook blog,2
national security,2
unfair intestate enrollment,0
monarch,2
restaurant,2
immigration,0
news social medium,2
parental involvement homework,1
libertarian,0
animal protein,2
growth rate,2
capital gain,2
sanction,2
beachfront home,2
flat partner,2
assad,4
restaurant tip insult,2
algebra,1
palestinian state,4
ritual adult life,2
newspaper,2
cat,3
restaurant japan,2
intestate student,1
declawing cat,3
palestine politics,4
screen,2
undocumented immigrant,0
prostitution,0
false intellectualism,2
people,2
mandatory child,1
mother teresa,2
threat,2
drug abuse result addictive personality,2
immigration,0
office layout,2
america 's fear,2
restaurant,2
bar,2
terrorism,0
minor violation,2
academic pressure,2
parent education,1
paying tax unused service,2
home schoolers,1
farming subsidy,2
phone public,2
vegetarian,3
medical website,2
processed food,2
prison rehabilitation punishment,2
real food,2
african american seek reparation west african kingdom,2
non compete,2
sanction,2
high school team,1
people,2
college endowment,1
job creation,2
farm subsidy,2
tip,2
firing people abusing free speech right,2
universal healthcare health care,2
partisan supreme court justice,2
happy hour,2
dual citizenship,0
workplace,2
daesh al queda,2
partisan judge,2
agricultural subsidy,2
fertility procedure,2
parent,1
annual review,2
emigration,0
improper use supplement,2
intestate student,1
prison,2
sport,2
iran,4
company,2
latino labor,0
home schoolers,1
us involvement israel,4
obesity,0
charter school,1
supporting public school,1
woman,2
walmart,4
unauthorized immigrant,0
10 foot rim,2
none,2
airline hub,2
safety,2
electric car,2
fee,2
fossil fuel drilling,2
vaccination,0
school access,1
refugee,0
new employee,2
growing intelligence,2
helicopter parenting,2
abusive environment,2
us embassy,2
paying college,1
electric car,2
control,2
bank,2
marijuana,0
student,1
adding casino,2
government control internet,2
recreation,2
company,2
american working farm,2
harm,2
school librarian,1
home birth,2
paying healthcare overweight,2
fee,2
preschool,1
news,2
wealthy college,1
islamic radicalism,4
helicopter parent,2
land,2
u.s,4
men,2
deference religion,2
public worker,2
motherhood,0
high speed rail,2
country working together climate change issue,2
vaccination,0
new employee,2
republican party,2
voting right criminal,2
harmful atmosphere gay,2
electric car,2
time parenting,2
grade college,1
home schoolers,1
tip,2
illegal immigrant,0
office layout,2
national security,2
affirmative action,2
miss america,4
patentable patentable,2
problem,2
vaccination,0
serious crime,2
free speech,2
felon,0
candidate 's spouse,2
vaccination,0
tax break,2
deportation,0
young people,2
israel,4
electric car,2
israel,4
teacher code conduct,2
capital punishment,2
stop muslim immigration,0
religious right,2
home schoolers,1
control,2
dream,2
dr. pinker 's view,2
law school,1
public school system,1
patent gene,2
reservation,2
new york city real estate,2
employer 's first impression,2
big bank,2
high paying job,2
nina,4
big bank,2
grade college,1
lack tip,2
gamble,2
drunk driving,2
home birth,2
length time took linda ronstadt inducted,2
worker,2
standardized testing,2
big bank,2
kid home,1
homeschooling,1
refugee intake,0
jerusalem,4
us human right,2
vaccination,0
pot,0
capital gain,2
supreme court influencing election,2
dunking basketball,2
none,2
former colonial power,2
office layout,2
judge,2
u.s,4
office layout,2
israel,4
legitimate threat,2
reform cuba,4
syria,4
public school,1
beachfront home,2
college free,1
home schooling,1
islam,4
disadvantaged student,1
low effort book,2
crime,0
deportation,0
us intervention syria,4
cat,3
reparation slavery,0
assad,4
tip,2
farm,2
home schoolers,1
marijuana legalization,0
genetic disposition,2
mandatory child,1
refugee,0
american,4
supreme court influencing election,2
mother teresa,2
palestinian,4
increase corporate capital gain tax,2
tip,2
people,2
private education,1
farm subsidy,2
mandatory college,1
fema,4
national security,2
capital gain,2
state citizenship,0
drug legalization,0
syria,4
african american seek reparation west african kingdom,2
sanction,2
charter school,1
helping condo developer,2
charter school,1
royal wedding,2
social medium,2
american political system,2
healthier,2
u.s,4
tax break,2
tip,2
tip,2
extreme parenting,2
palestinian state,4
privatization,0
capital gain,2
foreign student admission,1
