Tweet,Target 1,Stance 1,set,Target ori
"practically speaking, nuclear weapons already exist. we must maintain our stock as a check against other, hostile nuclear powers.",abolition weapons,AGAINST,train,We should fight for the abolition of nuclear weapons
practicing naturopathy  is harmful because people don't seek out proven medical remedies that could cure them and save their life.,ban naturopathy,FAVOR,train,We should ban naturopathy
practicing naturopathy is cheaper than going to the doctor and buying prescription medicines.,ban naturopathy,AGAINST,train,We should ban naturopathy
preferential treatment is never justified.,end action,FAVOR,train,We should end affirmative action
Pregnancy can have complications which are not known or predictable for whoever births the child.,Surrogacy,FAVOR,train,Surrogacy should be banned
Pregnancy involves a great deal of energy and effort. It is a very tiring experience and takes a physical toll on the surrogate's body.,Surrogacy,FAVOR,train,Surrogacy should be banned
pregnancy places a huge strain on the body and surrogacy encourages poorer women to do this for money.,Surrogacy,FAVOR,train,Surrogacy should be banned
Pre-selecting your baby's sex is a form of gender discrimination.,sex selection,AGAINST,train,We should legalize sex selection
presentation of information is important and needs help to keep it viable and reliable.,journalism,FAVOR,train,We should subsidize journalism
"pride marches are a crucial part of gay visibility and the fight for equality. ensuring that the fight against injustice continues, especially in countries where homosexuality is still a criminal offense.",cancel pride parades,AGAINST,train,We should cancel pride parades
pride marches are an important and vital political activity for lgbt people and provide a necessary visibility.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride marches provide a vital visibility to lgbt people who are still under threat of violence of persecution all over the world.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parade are an exhibition of immoral and very bad behaviors in our society,cancel pride parades,FAVOR,train,We should cancel pride parades
"pride parade has become a symbol of freedom and embracing difference for everyone, not just the LGBT community",cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades afford members of the lgbt community to express their selves without fear of been condemned,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades allow a community to come together and celebrate a commonality they are usually berated for,cancel pride parades,AGAINST,train,We should cancel pride parades
"Pride parades allow communities to be open and free about their lifestyles in a way that everyone else can all the time, they are fun, community events that go beyond the LGBTQ communities.",cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades allow lgbtq community to have something to rally around.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades allow marginalized groups to have a space in order to gather and celebrate and boost their self-esteem.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades allow people to express themselves,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades allow people to integrate their lives with others and establishes a sense of pride among the various homeosexual and alternative lives,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades allow people to make connections and widen their social circles.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades allow people to show their solidarity and is a celebration of the lives of the participants as well as observers.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades allow people to show their support for the lqgbt community,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades allow the gay community to come together and celebrate their uniqueness and should be allowed to continue,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are a celebration of life and are generally peaceful and happy.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are a drain on public resources due to the security costs incurred.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades are a fantastic way for individuals to celebrate their identities which history has long put down as being not normal or labeled as a disorder.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are a forceful and boastful show of a minority's unwillingness to accept that fact that they are not a part of the  majority of the way things are in the world.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades are a form of expression and should be given the same consideration as any other type of parade.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are a form of free speech.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are a freedom of speech and should continue to be allowed as a freedom under the constitution. pride parades help educate the public on different thoughts.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are a freedom of speech.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are a fun way to build support for the communities they represent.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are a good source of civic pride and further proof that  a city is inclusive of all types of people.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are a good way for lgbtq people to escape everyday life and be with people who also have similar struggles.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are a great way for people to come together and unite for a common cause,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are a great way for people to come together with people like yourself.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are a legacy of a by-gone time when equal rights for gay men and women was not on the horizon.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades are a masquerade. people just parade to show their inner sins and not what is recommended to be.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades are a means for lgbt people to connect with each other.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are a necessary function that allows a marginalized community to feel a part of the overall group,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are a necessary step towards bringing awareness to the world that all human beings deserve respect and acceptance.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are a platforms for minority groups to spread awareness about discrimination and abuse,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are a safe place for like minded people to gather and support each other.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are a simple and non-violent way for  a minority to  get their voice out in the world that they are an important part of our world also.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are a support mechanism to allow gay people to feel that they are not alone and can be proud of who they are.,cancel pride parades,AGAINST,train,We should cancel pride parades
"pride parades are a waste of money; it is expensive to secure a street, expensive to hire police officers and other security, and that money could be better spent elsewhere.",cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades are a waste of public resources and an unnecessary indulgence on the part of the participants.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades are a waste of resources.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades are a waste of time and public money and should be scrapped with immediate effect.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades are a way for people to come together and celebrate being themselves and shouldn’t be cancelled.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are a way for people to express their individualities and rights.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are a way for the lgbq community to express themselves,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are a way of forcing one's lifestyle on others and should not continue.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades are a way to end discrimination.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are a way to let the lgbtq community to be themselves among others like them,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are an important part of society to promote freedom of choice  and acceptance.,cancel pride parades,AGAINST,train,We should cancel pride parades
Pride parades are an important way for lgbtq people to celebrate their lifestyle.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are an important way for people to express themselves,cancel pride parades,AGAINST,train,We should cancel pride parades
Pride parades are an important way to show people that their prejudices are not acceptable and the LGBTQ community is not going anywhere.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are an unnecessary inconvenience for citizens who are not interested in thr lgbt society,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades are disruptive and cause chaos in towns where they are held.,cancel pride parades,FAVOR,train,We should cancel pride parades
Pride parades are divisive and only serve to  flaunt someone's lifestyle in everyone else's face which creates more of a sense of division and alienation so they should not be allowed.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades are entertaining and demonstrate that everybody is equal regardless of their sexuality,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are essential for gay youth trying to navigate their sexuality. they give support where they may have none and send the message that being yourself is acceptable.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are events that celebrate members of the lbga community.  they should be able to express their identities openly and celebrate them.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are fundamental in allowing the lbgtq community come together and celebrate in the face of hate,cancel pride parades,AGAINST,train,We should cancel pride parades
"pride parades are harmless.  if you don't agree with their stance that is fine, but allowing them to show their pride isn't causing any negatives at all.",cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are immoral and bad for children.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades are important because they are another way for a city to promote inclusivity.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are important demonstrations for equal rights,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are important for gay people and allow them to get their message across to the wider community.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are important to help to combat the excessive bullying prevalent in the lgbt community,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are important to the lgbt community,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are important to the lgbtq community,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are important to understanding others,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are just nuisance and cause traffic.,cancel pride parades,FAVOR,train,We should cancel pride parades
"pride parades are just unnecessary street shows  causing confusion and distress for the local communities, therefore we should ban them.",cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades are no different then other types of parades and canceling them is only a form of discrimination.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are no longer necessary because being gay is no longer being kept secret,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades are no longer necessary because being gay is no longer hidden,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades are not good for children to be exposed to as this is a very adult matter & topic,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades are not necessary when lgbt causes are already widely accepted in the western world.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades are offensive and contribute to public indecency.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades are offensive to a lot of people,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades are offensive to people of certain religious backgrounds.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades are often dangerous for participants because people target them and for this reason i think they should be banned.,cancel pride parades,FAVOR,train,We should cancel pride parades
"pride parades are often focal points for civil unrest and protest of extremist groups, and thousands of police hours are occupied by them.",cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades are often have displays of almost naked people and sexual imagery.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades are often not family friendly events and people have the right to be shielded from scandalous content.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades are people exercising their right to free speech and they should be allowed.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are simply a public showcase of immorality,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades are the best way to help stop the bullying of people in that community,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are too costly to the cities that hold them in terms of police protection and permitting,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades are unnecessary in the modern west as we recognise the freedom of people to engage in consensual same sex relationships already.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades are within the rights to free organisation and expression of any person in society and should be open for anyone who wishes to organise,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades are yet another source of civic pride and another way for a city to show acceptance for all types of people.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades bring negative attention to the lgbt community and should be stopped,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades bring people with different believes too close together,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades bring too much unwanted attention,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades bring town life to a standstill when roads are closed. it is also offensive to some people.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades bring troublemakers from all over the place and hurt our community,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades can be a dangerous place,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades can be dangerous for some,cancel pride parades,FAVOR,train,We should cancel pride parades
"pride parades can be flash points for trouble and a magnet for extremist groups, and consume thousands of police hours to ensure safety.",cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades can be offensive if people are religious.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades can be offensive to some people and require additional police protection.  it can cause fights and disruptions between participating parties and those who disapprove.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades can be oversexualized.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades can be perceived as a way of pushing one's views on other's that do not share the same belifs and accepatances,cancel pride parades,FAVOR,train,We should cancel pride parades
"pride parades can be too sexual, making public streets unwelcome to everyone.",cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades can bring in many out-of-town tourists,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades can cause increased tensions which requires more police protection.  this can also cause fighting to break out.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades can cause violence against people that wouldn't necessarily happen if a parade wasn't focused on the lgbt community.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades can get dangerous and out of control,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades can lead to violence with so many people in one place.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades can leave a lot of mess in towns,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades can show everyone that we tolerate everyone,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades cause chaos and delays in town centres.,cancel pride parades,FAVOR,train,We should cancel pride parades
"pride parades cause delays to transportation networks in cities, causing pollution and economic loss.",cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades cause more trouble by singling out those who are different.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades cause too many problems in the community.  they disrupt the peace and cause a lot of litter,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades cause unwanted turmoil.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades cause violence and hate,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades celebrate a lifestyle that is unacceptable to certain religious communities,cancel pride parades,FAVOR,train,We should cancel pride parades
"pride parades celebrate differences and tolerance, which should be at the heart of every democracy - cancelling them would be a violation of this freedom of expression.",cancel pride parades,AGAINST,train,We should cancel pride parades
"pride parades celebrate diversity and bring awareness to the lgbtq movement.  in the 21st century, it is time for us to have tolerance and get over our puritanical roots.",cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades cost the cities too much money by having to pay for extra police and crowd control,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades cost too much for cleanup and protection for the event,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades create a huge disturbance,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades create a safe space for lgbtq folk to congregate,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades creates a target against the lgbq community,cancel pride parades,FAVOR,train,We should cancel pride parades
Pride parades display behavior that is not appropriate in public and should be kept in the bedroom.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades do not adequately represent the lgbt community and tend to be filled with inappropriate displays and stereotypes which harm the cause of normalizing and gaining gay allies.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades do not fulfill any compelling state interest,cancel pride parades,FAVOR,train,We should cancel pride parades
"pride parades do the exact opposite of what they're meant to.  instead of making themselves part of the community, they're making themselves stand apart",cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades draw attention to lgbtq people and can lead people who want to hurt them directly to where they congregate.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades enable lgbt people to meet each other and to interact socially.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades enable people that are lgbtq to express themselves and come together in a safe environment.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades encourage hate crimes as people rally to protest the parades.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades encourage homosexual behavior.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades encourage people to claim the rights and freedoms they are entitled to,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades fall under free speech protections and cannot be cancelled,cancel pride parades,AGAINST,train,We should cancel pride parades
"pride parades for one group are just unnecessary,  everyone should be proud without making a spectacle out of it",cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades force one's views and lives on others that may oppose due to religious and one's self-moral beliefs.,cancel pride parades,FAVOR,train,We should cancel pride parades
"pride parades give expression  and publicity to diversity in our communities, as such they promote tolerance and understanding and should be broadly supported.",cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades give homophobes another thing to resent gays for,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades give people a safe place to be proud of who they are and connect with others who are like them,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades go against what is written in the bible.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades have become dangerous because right-wing opponents have tried to disrupt them with violence,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades have devolved into celebrations of anti-normalcy and promoting degenerate behavior.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades have now grown to the point where they are increasingly difficult to police and the scale of the events now need to be looked at to ensure the safety of all participants.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades have strayed too far from the message of unity and have turned into an excuse for debauchery.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades have the capacity to become violent as they incite hatred.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades help bring people together.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades help promote a diversity of lifestyle options & thinking,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades help show others how they deserve the same rights,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades help support the lbg   communities.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades help to break down barriers between gay and straight communities,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades help to make others understand that gay people  are not different to everybody else,cancel pride parades,AGAINST,train,We should cancel pride parades
"pride parades help to spread awareness and acceptance and should be celebrated, not cancelled.",cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades highlight the differences in people and encourage understanding and diversity.,cancel pride parades,AGAINST,train,We should cancel pride parades
"pride parades imply that the participants  are somehow special, but they're just normal citizens",cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades incite cultural strife and are not a positive way of supporting a cause. pride parades are used to disrupt and should be halted.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades inspire unity in communities across the county,cancel pride parades,AGAINST,train,We should cancel pride parades
"pride parades may help overcome prejudice and cultural barriers, they are what we need to start educating future generations.",cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades offer a marginalized group the opportunity to celebrate their identity.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades offer a sense of community and support.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades often end up with people in disturbing outfits and disturbing behavior,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades only encourage behavior that should not be on display in front of children.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades openly emphasize sex and fetish-related interests in the public view and expose minors to harmful behavior.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades present values that are against traditional christian values.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades promote acceptance of diversity,cancel pride parades,AGAINST,train,We should cancel pride parades
Pride parades promote acceptance toward groups of people who often get treated badly.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades promote improper lifestyles,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades promote inclusion and pride within the lgbtq community.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades promote unnatural relationships,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades provide a positive outlet for lgbt individuals,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades provide an easy target for hate groups since they are so high volume.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades provide an opportunity for homophobic people to commit violence.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades provide the lgbt community with an opportunity to celebrate who they are and their  rights.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades provide the opportunity for all to celebrate individual sexuality and should never be cancelled.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades send the wrong message to children.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades send the wrong message to young  children.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades serve no benefit all they do is bring homosexuality onto our streets.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades should be allowed to continue as it allows people to celebrate diversity among human beings.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades should be cancelled as religious people are offended by these parades.,cancel pride parades,FAVOR,train,We should cancel pride parades
Pride parades should be cancelled as there is no longer a need for these communities to receive special status since most are how completely accepted in society.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades should be cancelled because they cause too much disruption to traffic and cost too much to police,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades should be cancelled because they cost too much to police and are too disruptive of local traffic,cancel pride parades,FAVOR,train,We should cancel pride parades
"pride parades should be cancelled.  to each his own but why do they need to throw their lifestyle in everyone's faces?  we don't throw white, straight pride parades for normal people.",cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades should be permitted because all people should be allowed to celebrate what they believe in.,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades should not be canceled. people gather to show their interest to other people and ask for respect of their opinion and their sexual orientation by everybody,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades should not be cancelled because they are an important reminder that people from the lgbt communites still face discrimination,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades shouldn't be canceled because they offer time of celebration for a group of people that were once victims. it lets people have pride that they can be themselves in a world full of different people,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades show acceptance and we need more of that,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades show people they should be proud to be lgbt,cancel pride parades,AGAINST,train,We should cancel pride parades
pride parades sometimes bring out hate and crazy people.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades stand to set the gay community even more apart from others.,cancel pride parades,FAVOR,train,We should cancel pride parades
"Pride parades take up street space, which means drivers won't be able to use the road, which would affect travel.",cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades upset the church and exclude people who do not support it.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades usually end up being extremely sexualized even though they know there will be children there. it makes the lgbt community look bad.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades waste the time of law enforcement.  the police are babysitting the parade instead of catching criminals.,cancel pride parades,FAVOR,train,We should cancel pride parades
"pride parades were born from an era when gay rights were in their infancy. now equality in most developed countries is partly achieved, they have become over-commercialized and corporate affairs.",cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades where people prance around in their underwear is a bad influence to children.,cancel pride parades,FAVOR,train,We should cancel pride parades
pride parades would be targets of extremist groups and ending them would be for the reasons of protection and security,cancel pride parades,FAVOR,train,We should cancel pride parades
"pride parades, like many other parades, are expensive to run and expensive to secure.",cancel pride parades,FAVOR,train,We should cancel pride parades
"pride parades, like most other parents, are expensive to run and very expensive to keep safe. the money could be better spent elsewhere.",cancel pride parades,FAVOR,train,We should cancel pride parades
"pride parading is the peaceful place for lgbtq people to express themselves freely, demonstrate and require more acceptance from other people",cancel pride parades,AGAINST,train,We should cancel pride parades
"pride prides are an expression of free speech and therefore, constitutionally protected.",cancel pride parades,AGAINST,train,We should cancel pride parades
priests also have the right to have a family,vow celibacy,FAVOR,train,The vow of celibacy should be abandoned
priests and nuns should have a right to live normal lives without any need for celibacy vows,vow celibacy,FAVOR,train,The vow of celibacy should be abandoned
priests are human and should be allowed to be sexual beings,vow celibacy,FAVOR,train,The vow of celibacy should be abandoned
priests are human as well and have needs which can lower the rate of sexual abuse in the church,vow celibacy,FAVOR,train,The vow of celibacy should be abandoned
priests are human beings who also have human needs,vow celibacy,FAVOR,train,The vow of celibacy should be abandoned
priests have committed many unspeakable acts because they aren't allowed to have sex.,vow celibacy,FAVOR,train,The vow of celibacy should be abandoned
priests need to be celibate in order to fully focus on the monumental task of serving their people.,vow celibacy,AGAINST,train,The vow of celibacy should be abandoned
priests should have a right to get married and have children to have somebody to take care of them when they are getting older,vow celibacy,FAVOR,train,The vow of celibacy should be abandoned
priests use the vow of celibacy to be closer to god and thus serve their constituents better.  we should allow them to practice their faith however they like.,vow celibacy,AGAINST,train,The vow of celibacy should be abandoned
"priests would be much happier without the constraints of celibacy, as family people they would be better able to understand and help the people in their church, they could relate to them better.",vow celibacy,FAVOR,train,The vow of celibacy should be abandoned
"prioritising one area over another creates imbalances - supply and demand should be the dictating factor, and if there is enough demand for the skills vocational education provides, people will self-fund.",education,AGAINST,train,We should subsidize vocational education
"prisoners are being tortured and held without being given a fair trial, which is inhumane.",Guantanamo Bay detention camp,FAVOR,train,We should close Guantanamo Bay detention camp
prisoners are detained there without trial for too long,Guantanamo Bay detention camp,FAVOR,train,We should close Guantanamo Bay detention camp
"prisoners are held at guantanamo bay camp without fair trial or representation, this camp violates human rights and must be closed as soon as possible.",Guantanamo Bay detention camp,FAVOR,train,We should close Guantanamo Bay detention camp
prisoners are subjected to practices and conditions that are regarded as inhumane,Guantanamo Bay detention camp,FAVOR,train,We should close Guantanamo Bay detention camp
prisoners are tortured beyond reasons there and it's a human right's violation,Guantanamo Bay detention camp,FAVOR,train,We should close Guantanamo Bay detention camp
prisoners at guantanamo bay have seen their human rights violated. this should not be condoned by the us.,Guantanamo Bay detention camp,FAVOR,train,We should close Guantanamo Bay detention camp
prisoners could be let go after serving their years as their perspective could change and they could play a part in helping the society through workforce,capital punishment,FAVOR,train,We should abolish capital punishment
prisoners have not had a trial and have been victims of human rights violations during their detention.,Guantanamo Bay detention camp,FAVOR,train,We should close Guantanamo Bay detention camp
prisoners held here are often tortured illegally.,Guantanamo Bay detention camp,FAVOR,train,We should close Guantanamo Bay detention camp
prisoners that go to guantanamo bay detention camp are very dangerous people that need to be as far away from the general society as possible,Guantanamo Bay detention camp,AGAINST,train,We should close Guantanamo Bay detention camp
private corporations can fund this without using tax payers money who would rather it went to projects that actually benefit them in their daily lives,space exploration,AGAINST,train,We should subsidize space exploration
private corporations will be the future of space exploration.,space exploration,AGAINST,train,We should subsidize space exploration
"Problems can arise if homeopathy is used to treat serious illnesses, rather than seeking treatment by traditional, western medicine.",Homeopathy harm good,FAVOR,train,Homeopathy brings more harm than good
procreating and marriage is god’s will and even priests should have the option to do so,vow celibacy,FAVOR,train,The vow of celibacy should be abandoned
Products from whaling can easily be replaced with alternatives.,ban whaling,FAVOR,train,We should ban whaling
Products from whaling play critical roles in the nutritional and cultural aspects of many aboriginal peoples.,ban whaling,AGAINST,train,We should ban whaling
professions such as taxi or lorry drivers are at risk,stop development cars,FAVOR,train,We should stop the development of autonomous cars
profiling a person based on race and not probable cause is a dumb metric and it wastes time. what you going to do harass people just because they look a certain way.,profiling,FAVOR,train,We should end racial profiling
profiling leads to less crime in minorities,profiling,AGAINST,train,We should end racial profiling
profiling people based on skin colour is wrong,profiling,FAVOR,train,We should end racial profiling
profiling saves the police time and resources and does sometimes work,profiling,AGAINST,train,We should end racial profiling
PROFITS FROM A COMPANY SHOULD BE DIVIDED BETWEEN ALL WORKERS NOT JUST MANAGMENT,limit executive compensation,FAVOR,train,We should limit executive compensation
progress and innovation are mind process and many person can think of the same creation. big established corporations just prevent new coming from developing by marking any ideas as their properties,property rights,FAVOR,train,We should abolish intellectual property rights
prohibit telemarketing would leave big losses to companies because they would not have a space to show their products,ban telemarketing,AGAINST,train,We should ban telemarketing
prohibit the march of pride is a serious affront to the freedom of speech,cancel pride parades,AGAINST,train,We should cancel pride parades
prohibiting burning the flag would send a signal that disrespect of our nation's most visible symbol will not be tolerated.,prohibit flag burning,FAVOR,train,We should prohibit flag burning
"Prohibiting flag burning is a dangerous precedent that creates a slippery slope to creating more limitations on the first amendment, which takes us away from democracy and closer to state oppression.",prohibit flag burning,AGAINST,train,We should prohibit flag burning
prohibiting flag burning is a dangerous step onto the path of limiting free speech.,prohibit flag burning,AGAINST,train,We should prohibit flag burning
Prohibiting flag burning is a violation of the first amendment which prevents the state from limiting free speech.,prohibit flag burning,AGAINST,train,We should prohibit flag burning
prohibiting flag burning is the right thing to do to respect our country and morals.,prohibit flag burning,FAVOR,train,We should prohibit flag burning
prohibiting flag burning is the right thing to do to respect our nation.,prohibit flag burning,FAVOR,train,We should prohibit flag burning
