Tweet,Target 1,Stance 1
"Hall Co., Georgia Commission approves #construction bid for CI, for now. http://t.co/8yPmF2xMie",The merge of Company Anthem and Company Cigna,NONE
#Republican #RickSantorum announces #WhiteHouse bid http://t.co/sz89h1mzTk,The merge of Company Anthem and Company Cigna,NONE
“@DallasKopas: If I don't get a bid for AKPsi Will and I are going to seriously start our own fraternity.” Frat stars of anthem,The merge of Company Anthem and Company Cigna,NONE
Comcast Abandoning Merger Bid Spells Trouble for Cable - http://t.co/oCJV2dUxlL http://t.co/pW6aWRf84y,The merge of Company Anthem and Company Cigna,NONE
"@hmemcpy I don't know, I read somewhere about a Third Way. I quite like toggles m'self - good for CI and avoiding merge ambushes. :)",The merge of Company Anthem and Company Cigna,NONE
Lol scientists believe AI will merge with humans? No #ANTM that's not a thing,The merge of Company Anthem and Company Cigna,NONE
Last Second Ebay Bid RT↺http://t.co/15L50HZA4f Niles Intellipad Ci Transport And Select Lot Nib Use W A4 6ci Multizone Prea ↺Please,The merge of Company Anthem and Company Cigna,NONE
"Anthem CFO says insurer could make 'meaningful' acquisition http://t.co/vP9Z2FZ3OB
 #senior #Senior4Life",The merge of Company Anthem and Company Cigna,FAVOR
Anthem and Bon Secours announce agreement has been reached to keep Bon Secours in Anthem networks. http://t.co/s5vcdOK907 #rva #shrva #hrva,The merge of Company Anthem and Company Cigna,NONE
Time Warner Cable should merge with Anthem and then die.,The merge of Company Anthem and Company Cigna,NONE
@MRPRadio 10 min takeover Fuse ODG-azonto. LMFAO-Party rock anthem. Lykke-i follow rivers. Donald-party for two. Weekend!!!! Enjoy it,The merge of Company Anthem and Company Cigna,NONE
Tribal Football - Real Madrid boss Ancelotti rules out bid for Man Utd keeper De Gea http://t.co/HzjdnWx7MT #CI,The merge of Company Anthem and Company Cigna,NONE
$CI Cigna Corp. (CI) to Acquire New Jersey-Based QualCare Alliance Networks http://t.co/SW3Eem9pEQ,The merge of Company Anthem and Company Cigna,NONE
"Laird Norton, Unico team up to buy Stone34 for $70M - http://t.co/WwdHTWFCSv #Seattle #office #acquisition #jv",The merge of Company Anthem and Company Cigna,NONE
@Ci_Gotti plz get jaz she the bid in here,The merge of Company Anthem and Company Cigna,NONE
@CasablancaPA the agreement was for the CI to testify truthfully the current AG Nolle prossed the CI's case without making him testify.,The merge of Company Anthem and Company Cigna,NONE
#Toronto #stocks: CI Master : #Merger #Acquisition Analysts say: gradual Jan 2015 growth &amp; profits. http://t.co/DcMGh6Iejs,The merge of Company Anthem and Company Cigna,NONE
https://t.co/Qit84yAlp4 Merge branch 'features/add-x86_64-travis-ci-support' of http://t.co/otip6pkR1P:xhairball/ioq3,The merge of Company Anthem and Company Cigna,NONE
#pharmaMKTnet via @: Cigna-HealthSpring and St. Joseph Medical Center Announce Expanded Agreement for Houston Ar... http://t.co/BHC3tJrqm2,The merge of Company Anthem and Company Cigna,NONE
@hartfordhosp If u don't come to an agreement with Anthem BCBS we will be forced to go to a different hospital for the delivery of our baby,The merge of Company Anthem and Company Cigna,NONE
"fsnotify is now under CI with @travisci for Linux, @appveyor for Windows and @circleci for OS X (via @AppDistiller acquisition).
 
 #golang",The merge of Company Anthem and Company Cigna,NONE
"Anthem Corporation of Blue Cross and Blue Shield announced 5 yrs, $500M service agreement with @IBM and its cloud services division",The merge of Company Anthem and Company Cigna,NONE
The cooperation agreement is signed between CI governments &amp; our Norman cousins @Ian_Gorst @LbeauvaisBN http://t.co/iQEIdvVp19,The merge of Company Anthem and Company Cigna,NONE
"Content-based CI: teaching ""stuff"" through the language leads to acquisition @placido @senoraCMT #iFLT14",The merge of Company Anthem and Company Cigna,NONE
"Farm Out Agreement - Block CI-509, Cŏte D’Ivoire http://t.co/JisGbM4GyO",The merge of Company Anthem and Company Cigna,NONE
Croatia with an early bid to beat God Save The Queen to the title of worst anthem at the #worldcup,The merge of Company Anthem and Company Cigna,NONE
"2NIGHT
 @PopJones_ &amp; @REGGIE_TANNER PRESENT
 
 #CELEBRITYTHURSDAYS
 CI TOURNAMENT WEEK TAKEOVER… https://t.co/n1mlCena39",The merge of Company Anthem and Company Cigna,NONE
Can't make it to #MetallicaNight &amp; want to bid on an ESP guitars used for tonight's National Anthem? Bid via proxy w/ http://t.co/Yy5Al474vd,The merge of Company Anthem and Company Cigna,NONE
#Acquisition Marketing Leader (#Director/AVP) - US Individ... at #Cigna in #UnitedStates #job http://t.co/HEgXKiHLYc http://t.co/mcyM19rJBI,The merge of Company Anthem and Company Cigna,NONE
Please note that if your PR fails to build on the CI Server and you don't give us a reason to merge it WE WILL NOT MERGE IT.,The merge of Company Anthem and Company Cigna,NONE
"Yes. It's very necessary. ""@Qwe_ci: Even with my coins I will get a prenuptial agreement chaley....I no go slack like dat""",The merge of Company Anthem and Company Cigna,NONE
"Bleacher Report - Chelsea Transfer News: Koke Bid Readied, Luka Modric Talks Madrid Exit Rumours http://t.co/kB0LxJIfip #CI",The merge of Company Anthem and Company Cigna,NONE
CI_ch12: Both Disney and Pixar had to try and show their employees that this merge would help their companies rather than hurt them. @psuwcp,The merge of Company Anthem and Company Cigna,NONE
"#pharmaMKTnet via @: Anthem, Inc. to Acquire Simply Healthcare Holdings, Inc. INDIANAPOLIS--(BUSINESS WIRE)--Ant... http://t.co/1bb2Rgi9XQ",The merge of Company Anthem and Company Cigna,NONE
Health insurer Anthem makes an acquisition http://t.co/HSZrnx9rWM $ANTM,The merge of Company Anthem and Company Cigna,FAVOR
2000 BMW 323 CI SE AUTO COUPE FULL SERVICE HISTORY *12 MONTHS MOT* *NO RESERVE*: £100.00 (1 Bid)End Date: Tue... http://t.co/PuyPb3z6AC,The merge of Company Anthem and Company Cigna,NONE
"Ci siamo:Sources: Cleveland has agreement to acquire Kevin Love, including contract commitment http://t.co/lw0tHZZvhg via @YahooSports",The merge of Company Anthem and Company Cigna,NONE
"@i2mHealthcare Happy to review #contracts, #reimbursements , #ER for #hospitals &amp; #MDs . Need reports 4 #anthem #Cigna #Aetna #blue shield",The merge of Company Anthem and Company Cigna,NONE
@stltoday reports Anthem will return $7.8 million to STL area consumers as part of agreement with MO regulators http://t.co/tMlwORsIGh,The merge of Company Anthem and Company Cigna,NONE
"Commissioner McCarty Announces Agreement with Cigna on HIV/AIDS Drugs: TALLAHASSEE, Fla. – Florida Insurance C... http://t.co/4dacxHSkAf",The merge of Company Anthem and Company Cigna,NONE
“@TEWVQIS: Max Moullin at #CONTIMP15 CI is about the customer or service user. 100% agreement from @TEWVQIS” See http://t.co/ZXTTH2X1s9,The merge of Company Anthem and Company Cigna,NONE
Tribal Football - Everton battling to find agreement for Chelsea winger Atsu http://t.co/3TvXcS0dYq #CI,The merge of Company Anthem and Company Cigna,NONE
Interesting new design feature currently on trial on the microblogging platform in a bid to increase engagement. http://t.co/R61KaehQr7,The merge of Company Anthem and Company Cigna,NONE
Tribal Football - Chelsea want Modric in Real Madrid bid for Ramires http://t.co/IhJ7VWgfTE #CI,The merge of Company Anthem and Company Cigna,NONE
"#🔶🔹UCTHELABEL🔶🔹 brings u #JulyMadness ""Summer TAKEOVER"" JULY 17TH exclusively at ♠Anthem♠ doors open… http://t.co/fHlq6z4UdC",The merge of Company Anthem and Company Cigna,NONE
Anthem Consulting: Bid Manager http://t.co/RrsGoUO8Zh #marketingjobs #Jobs,The merge of Company Anthem and Company Cigna,NONE
Multisensory CI: More research supporting use of visuals and movement to accelerate language acquisition - what... http://t.co/v028PgcSAZ,The merge of Company Anthem and Company Cigna,NONE
"@HandsOnilm
 
 Language Acquisition requires both the provision and the seeking of comprehensible input. Output is a byproduct of CI.",The merge of Company Anthem and Company Cigna,NONE
"Six Sports Illustrated Swimsuit Issues 1995-2003. Heidi Klum, Tyra Banks..: $20.00 (0 Bid... http://t.co/i6pbWrarP8 #antm #nexttopmodel",The merge of Company Anthem and Company Cigna,NONE
CI Buchannan says she will continue to bid for extra officers. @EdinNorthPolice @north_team #safernorth,The merge of Company Anthem and Company Cigna,NONE
"How to get a global agreement on obesity that will make an impact.
 CI promoting framework convention on obesity: http://t.co/3BbolZegui",The merge of Company Anthem and Company Cigna,NONE
Acquisition will see first Brazilian corporation establish Guernsey base - http://t.co/HVZJASkdzS,The merge of Company Anthem and Company Cigna,NONE
Tenet Healthcare : and Cigna Ink Multi-Year National Agreement http://t.co/y6wa0GdlfZ $THC $CI,The merge of Company Anthem and Company Cigna,NONE
$ANTM Best Ideas name being bid up on $HUM news --&gt; http://t.co/xFrcMrNybq http://t.co/ISmhvNL2Ou,The merge of Company Anthem and Company Cigna,FAVOR
Hull FC owner Adam Pearson linked with takeover at Birmingham City after previous success at Hull Ci.. http://t.co/jSaCQPQCvL,The merge of Company Anthem and Company Cigna,NONE
"@sweetsour_5 No Vh1 Soul Just Played All Her Videos. I'm Talking About Fuse Giving Ci A Takeover. Bey, Rih, Eminem, Lil Wayne, Got They Own",The merge of Company Anthem and Company Cigna,NONE
"Must, bid the Morn awake!
 Sad Winter now declines,
 Each bird doth choose a mate;
 This day's Saint
 
 Love Anthem HAK Song",The merge of Company Anthem and Company Cigna,NONE
“@Tweet_Takeover: Ayeeee Crazy Bitch Anthem http://t.co/Y62w0YB0sD”,The merge of Company Anthem and Company Cigna,NONE
@KelsieAdamss @jackson_jaci we gotta have squad in the ja(y)ci takeover avis💁,The merge of Company Anthem and Company Cigna,NONE
Cigna to acquire N.J. provider-owned insurance plan - Bloomfield health insurer Cigna said it has agreed to purcha... http://t.co/HS91AUzhGj,The merge of Company Anthem and Company Cigna,NONE
Tribal Football - Chelsea ponder bid for Atletico Madrid defender Joao Miranda http://t.co/seD4ISiRBO #CI,The merge of Company Anthem and Company Cigna,NONE
Tribal Football - Chelsea willing to include Ramires in bid for Juventus star Pogba http://t.co/zrn8Fv9xP1 #CI,The merge of Company Anthem and Company Cigna,NONE
Own the Official Artwork for Pitbull’s World Cup Anthem: Bid on Miami native Alexander Mijares’ original painting... http://t.co/bsnMoWMmff,The merge of Company Anthem and Company Cigna,NONE
En route to RED FM 93.1 for the Friday night Punjabi Takeover. Gonna start the show with a Brit anthem!! Tune in at 11pm.,The merge of Company Anthem and Company Cigna,NONE
Listen to PORCELAIN FREESTYLE BROOKLYN ANTHEM TAKEOVER by PORCELAIN KEN #np on #GTNN #RAP Brooklyn stand da fuck up! https://t.co/ktRHCaUWRI,The merge of Company Anthem and Company Cigna,NONE
Bid on @alexandriarice_ for a good cause: https://t.co/G9Yr770m4f #bgc #topmodel #antm #luxury #billionaire #flawless #USA #World,The merge of Company Anthem and Company Cigna,NONE
"The US: the good, the bad, the anthem http://t.co/QiCx7fd0DK via @BostonGlobe Yvonne the best. this may my only agreement with Charlie Baker",The merge of Company Anthem and Company Cigna,NONE
"My understanding: CI is more input focused / acquisition based. Not just about establishing meaning, but acquisition thru repeated input.",The merge of Company Anthem and Company Cigna,NONE
Tribal Football - Atletico Madrid bid for Bayern Munich striker Mandzukic http://t.co/CR17EgMOY5 #CI,The merge of Company Anthem and Company Cigna,NONE
Acquisition : Anthem Management/Beacon Life Funds - http://t.co/BtBxCZERJu,The merge of Company Anthem and Company Cigna,NONE
"[scikit-learn] https://t.co/hZo5X7ZUZH Olivier Grisel - Merge pull request #3189 from ogrisel/travis-doctest
 
 CI: make travis run the doc...",The merge of Company Anthem and Company Cigna,NONE
Maroon Group nets $40M credit to back buyout by CI Capital Partners and management $ http://t.co/1Ghhv93mHu #plastics #coatings,The merge of Company Anthem and Company Cigna,NONE
In CI june15 135 call. Buyout rumor,The merge of Company Anthem and Company Cigna,NONE
“@keeloso_: @Bjs_Anthem 😂😭😭😭 really the bid she was rocking😂😭😭”😂 she look like a lil boy,The merge of Company Anthem and Company Cigna,NONE
"VICTORIA'S SECRET CATALOG SWIM 1997 TYRA BANKS, NAOMI CAMPBELL, SUPERMODELS: $9.99 (0 Bid... http://t.co/lbDvCz899O #antm #nexttopmodel",The merge of Company Anthem and Company Cigna,NONE
"Tribal Football - Arsenal, Chelsea encouraged to bid for cut-price PSG whiz Adrien Rabiot http://t.co/U4qRFiuGZB #CI",The merge of Company Anthem and Company Cigna,NONE
Pythons bid for World Cup anthem: Always Look... rereleased with new verse http://t.co/W9DCWoJtNV,The merge of Company Anthem and Company Cigna,NONE
What's your ultimate Friday ANTHEM!? Squeeze it on to the #Takeover playlist - click now: http://t.co/wXBZYJOozN,The merge of Company Anthem and Company Cigna,NONE
Dorel Intends to Acquire the Juvenile Business of Asian Based Lerado Group via @WSJ http://t.co/0v3s2nbMTE #CISCCE #SCMconf14,The merge of Company Anthem and Company Cigna,NONE
#TDSB @trusteehoward : go ahead w/CI agreement; we have vetted the program and it will help us and our students.,The merge of Company Anthem and Company Cigna,NONE
ZTE Anthem 4G - 4GB - Black (MetroPCS) Smartphone http://t.co/sWG4axw8jI $20.00 (1 Bid)End Date: Thur #MetroPCS,The merge of Company Anthem and Company Cigna,NONE
@devlead The CI connection to TeamCity seems to be broken somehow. Did you run all tests? Can I merge this safely? :),The merge of Company Anthem and Company Cigna,NONE
Scotiabank's move to sell CI Financial stake http://t.co/ypYxeAxaSL may trigger takeover talk for CI by another suitor - DJ,The merge of Company Anthem and Company Cigna,NONE
Post the tragedy the National Firearms Agreement was introduced-We speak to former Australian PM John Howard. @CI 9PM http://t.co/aBJaGRc4En,The merge of Company Anthem and Company Cigna,NONE
How upset are @ChrisLaw @chrisbrockman about Idina getting the Natl Anthem bid. @richeisen may get worse over next 2 weeks. @RichEisenShow,The merge of Company Anthem and Company Cigna,NONE
#CCNI WEBINAR: CI Series 2015: Establishing the Coaching Agreement with @CCEtraining training http://t.co/dgg8Mifpuz,The merge of Company Anthem and Company Cigna,NONE
[Inside IN Business] Anthem Wraps Up Florida Acquisition http://t.co/yIgROdCiI1,The merge of Company Anthem and Company Cigna,NONE
"[qupzilla] https://t.co/7LfVvGrntC David Rosca - Merge pull request #1433 from PeterDaveHello/patch-1
 
 use svg instead of png for CI buil...",The merge of Company Anthem and Company Cigna,NONE
#NYSE #stocks: Cigna : #Merger #Acquisition Analysts: patchy 2015 growth &amp; profits forecast seen. http://t.co/12xmfsGqyu,The merge of Company Anthem and Company Cigna,NONE
Awesome 10 minute takeover tonight!!! Topped off with @GoodCharlotte The Anthem!! #tune #turnuptheradio #drivehome @BBCR1,The merge of Company Anthem and Company Cigna,NONE
"FTGC First Trust Global Tactical Commodity Strategy Fund Bid Size
 http://t.co/dSoOWJAG12
 
 $FTGC $CEA $ANTM $HCC.IN #FTGC #nasdaq #nasdaq",The merge of Company Anthem and Company Cigna,NONE
@Cigna Maybe it's a better idea to acquire more customers in India by offering a better service instead of spamming. http://t.co/x7K39EheGo,The merge of Company Anthem and Company Cigna,NONE
"BITA Bitauto Holdings Ltd. Bid
 http://t.co/3LVDGRXz3F
 
 $BITA $GTN $TWTR $CI #BITA #stock #pennystocks",The merge of Company Anthem and Company Cigna,NONE
CI is the common ingredient in language acquisition @CarolGaab #OFLA15 http://t.co/J7cDaSSd80,The merge of Company Anthem and Company Cigna,NONE
Blackhawks fan road anthem takeover!,The merge of Company Anthem and Company Cigna,NONE
"2MORROW NIGHT
 @PopJones_ &amp; @REGGIE_TANNER PRESENT
 
 #CELEBRITYTHURSDAYS
 CI TOURNAMENT WEEK TAKEOVER… https://t.co/ES8wvMWym9",The merge of Company Anthem and Company Cigna,NONE
Chinese duo Pang/Tong bid farewell at ISU Figure Skating Worlds: Performing passionately to Io Ci Saro by D. F... http://t.co/DxeuWFsMto,The merge of Company Anthem and Company Cigna,NONE
#Toronto #stocks: CI Master : #Merger #Acquisition Analysts say: insecure May 2015 growth &amp; profits. http://t.co/QJfW8a65OY #MRX,The merge of Company Anthem and Company Cigna,NONE
"5 Te'mexw Member First Nations, CAN &amp; BC Sign Agreement-in-Principle towards Final Treaties @cnwgroup http://t.co/IhXwzyaOQn #Indigenous",The merge of Company Anthem and Company Cigna,NONE
Anthem and United Hospital System reach new contract agreement: Anthem Blue Cross and Blue Shield has reached a new… http://t.co/iE2pqOnTIP,The merge of Company Anthem and Company Cigna,NONE
MultiTech and @ArrowEurope sign agreement to extend M2M portfolio in EMEA - http://t.co/me7KfJ9Apr,The merge of Company Anthem and Company Cigna,NONE
@CI_Douglas see this one...is it my fault your manager cannot bid...keep hiding behind such mentality,The merge of Company Anthem and Company Cigna,NONE
#Aetna #Anthem #Cigna #Humana #UnitedHealth post solid Q1 results http://t.co/incl8BhoZK,The merge of Company Anthem and Company Cigna,NONE
"Thanks. I have the smartest followers on Twitter, because at least on the subject of the National Anthem, everyone is in agreement.",The merge of Company Anthem and Company Cigna,NONE
French telecom #Iliad makes $15B bid for control of #TMobile http://t.co/DXMIMvfpjz ...e ci aveva provato pure con #spring!,The merge of Company Anthem and Company Cigna,NONE
#Hines acquires Civica Commons for $205M - http://t.co/zp0uQXfthg #CRE #Bellevue #office #acquisition,The merge of Company Anthem and Company Cigna,NONE
"Review on Managed Health Care Stocks — UnitedHealth, Anthem, Cigna, Centene, and Humana http://t.co/MjYXy43wE7",The merge of Company Anthem and Company Cigna,NONE
Merge pull request #19634 from lightsofapollo/global-venv Bug 1015056 - Use global venv for all travis ci tests... http://t.co/vHIcNZmBGO,The merge of Company Anthem and Company Cigna,NONE
"@SenateDems Thanks for the handout!
 
 Love
 
 -- BlueCross BlueShield
 -- Anthem
 -- Cigna
 -- Kaiser
 -- Humana
 -- Aetna",The merge of Company Anthem and Company Cigna,NONE
"Anthem United Inc. to Acquire Second Milling Operation and Mineral Assets, Conduct Private Placement Financing http://t.co/rxX9MdME9b #Gold",The merge of Company Anthem and Company Cigna,NONE
@wendellpotter describes how #Cigna successfully created meme that health reform=government takeover of medicine #MIFocus,The merge of Company Anthem and Company Cigna,NONE
"http://t.co/WrjAIBI5Ub
 
 Merge pull request #3848 from FredKSchott/api-docs
 
 [ci skip] Update API docs view code links",The merge of Company Anthem and Company Cigna,NONE
"It's speculation now, but this wouldn't surprise me at all. Aetna may acquire Humana or Cigna (via @Benefits_Pro) http://t.co/WaYXuqozno",The merge of Company Anthem and Company Cigna,FAVOR
A press release issued earlier today indicates that #Orange has decided against an acquisition of #Bouygues Telecom. http://t.co/IavKsmFnZ1,The merge of Company Anthem and Company Cigna,NONE
Lenders agree multi-million pound acquisition - http://t.co/Wk557XSWvC,The merge of Company Anthem and Company Cigna,NONE
"Tribal Football - Sunderland plan massive £18M bid for Fenerbahce pair Sow, Meireles http://t.co/Pm5siBUtgG #CI",The merge of Company Anthem and Company Cigna,NONE
#Cigna: Bid #Team Quality and #Technical Reviewer - Government &amp; Edu... in #UnitedStates #job http://t.co/Jsxztj8D5b http://t.co/lD7cyGA5L8,The merge of Company Anthem and Company Cigna,NONE
"Bleacher Report - Chelsea Transfer News: Andre Gomes £25.7M Bid to Be Upped, Rob Green Rumours http://t.co/3UjKodrI2c #CI",The merge of Company Anthem and Company Cigna,NONE
"Mountain States and @Cigna sign network agreement effective 10/1.
 #ConversationsCreateSolutions @modrnhealthcr @EastmanChemCo @FedEx",The merge of Company Anthem and Company Cigna,NONE
Thank god they let the Pens crowd takeover the anthem.,The merge of Company Anthem and Company Cigna,NONE
"Hi, my name is Srdjan, and I am a CI addict. I get all itchy’n’scratchy unless I can see CI server build status before PR merge",The merge of Company Anthem and Company Cigna,NONE
#Cigna: Talent Acquisition #Team Lead- Staff Functions #Team in #UnitedStates #job http://t.co/jxTU0xaEu5 http://t.co/WeKqV2Bzgk,The merge of Company Anthem and Company Cigna,NONE
"ZTE Anthem 4G N910 - 4GB - Black (MetroPCS) Smartphone, DEAL! H1106 http://t.co/Ak91c3eak1 $7.99 (1 Bid)End Date: Thurs #MetroPCS",The merge of Company Anthem and Company Cigna,NONE
"Cigna to Acquire Sterling Life Insurance Company
 
 More #Insurance news: http://t.co/UfvZa7HmQR",The merge of Company Anthem and Company Cigna,NONE
"Docker Makes Another Acquisition, Snaps Up CI Vendor Koality: http://t.co/zfO0pcxh1r &lt; is @Docker straying too far from the farm?",The merge of Company Anthem and Company Cigna,NONE
"@Cigna’s QualCare acquisition enables company to work closely and effectively with health care delivery system:
 http://t.co/9uZ4Do9MDU",The merge of Company Anthem and Company Cigna,NONE
Martin Selig acquires former Federal Reserve Bank branch - http://t.co/XujBsPgdUd #Seattle #office #acquisition,The merge of Company Anthem and Company Cigna,NONE
"Saa @Qwe_ci: ""Zooms avi and nods in agreement"" @kweinorkie: My ass is ""outspoken"" @di_jah: Do u have a confident ass? Literally speaking",The merge of Company Anthem and Company Cigna,NONE
Yall not gon try &amp; make quilly the bid!,The merge of Company Anthem and Company Cigna,NONE
"This that indigo anthem
 Fly like passports, no randoms
 Searchin' for that purpose, merge with
 A little bit of piece of mind on this earth",The merge of Company Anthem and Company Cigna,NONE
Bid on @alexandriarice_ for a good cause: https://t.co/G9Yr770m4f #bgc #topmodel #antm #luxury #billionaire #flawless #USA #World,The merge of Company Anthem and Company Cigna,NONE
"Cigna to Acquire New Jersey-based QualCare Alliance Networks, Inc. http://t.co/z1wVar0AtH via @NJBmagazine",The merge of Company Anthem and Company Cigna,NONE
"Anthem Management, LLC Announces Acquisition, Formation of Beacon Life Funds to Enhance Life Settlement Busine... http://t.co/6bBQ4xiWc2",The merge of Company Anthem and Company Cigna,NONE
It's quite the scene here at @TheDanceCartel acehotel Takeover - #Rock #PunkRock #Rockstar #Anthem… https://t.co/YfXhwZJqQc,The merge of Company Anthem and Company Cigna,NONE
#TSX-Venture #stocks: #Merger #Acquisition: Anthem Ventures Capital : erratic growth for Dec 2014. http://t.co/T0pniVFUlv,The merge of Company Anthem and Company Cigna,NONE
Daily Mail - Man United and Chelsea warned off Mandzukic bid by Bayern chief Sammer http://t.co/RmAOTVhM0m #CI,The merge of Company Anthem and Company Cigna,NONE
CI Resources close to completing takeover of Phosphate Resources http://t.co/4kvOWdxsFo,The merge of Company Anthem and Company Cigna,NONE
RBS International supports major landmark acquisition in the Midlands - http://t.co/yg1R5JipBO,The merge of Company Anthem and Company Cigna,NONE
Sure complete Foreshore acquisition - http://t.co/NkwD5S9p2u,The merge of Company Anthem and Company Cigna,NONE
Healthcare Stocks Trending Alert: http://t.co/SWJA0JPJSo $CVS $AET $ANTM $CI,The merge of Company Anthem and Company Cigna,NONE
Malaysia welcomes Japan’s bid for HSR project - http://t.co/Wf1IDC1TrY http://t.co/Be6o5zPiZS,The merge of Company Anthem and Company Cigna,NONE
Ogier advise on Cinven acquisition of Premium Credit Limited - http://t.co/7JUAEYCFGj,The merge of Company Anthem and Company Cigna,NONE
"Ya own ""friends"" will bid about you &amp; then comment on ya pics like ""😍😍😍 cute boo"" #fakebitches",The merge of Company Anthem and Company Cigna,NONE
"God help you if you are a phoenix and dare to rise from the ash.' Coming up: A defiant, self-love anthem to bid you adieu.",The merge of Company Anthem and Company Cigna,NONE
"Blackphone Encrypted Text Flaw Opens Devices to Hacker Takeover: Blackphone uses a ""PrivateOS"" that encrypts b... http://t.co/m5t1w8Lor4",The merge of Company Anthem and Company Cigna,NONE
"VICTORIA'S SECRET CATALOG SWIM 1997 TYRA BANKS, NAOMI CAMPBELL, SUPERMODELS: $9.97 (0 Bid... http://t.co/yrTsmU6FEL #antm #nexttopmodel",The merge of Company Anthem and Company Cigna,NONE
For those of you who go to merge and etc who hit Chop Anthem and Do It For The Vine? We just got some new music from some gospel GoGo band,The merge of Company Anthem and Company Cigna,NONE
Aurora's board had agreed but Baytex raised bid to satisfy Harbour Advisors (CI) and Stirling Global Value Fund who hold 17.4% $BTE $AEF,The merge of Company Anthem and Company Cigna,NONE
Valeant Pharmaceuticals International Inc. exploring Salix Pharmaceuticals Ltd takeover http://t.co/3jaPsG5OiG via @financialpost #CIPharma,The merge of Company Anthem and Company Cigna,NONE
#Bellevue Red Lion to sell for $35M - http://t.co/8HfVfW5HZq #CRE #redevelopment #acquisition,The merge of Company Anthem and Company Cigna,NONE
RT @LimelightHealth: Developers should like new medical record API integration platform between @BlueShieldCA @anthem #HTConf,The merge of Company Anthem and Company Cigna,NONE
Integrated Infrastructure is the priority infrastructure acquisition strategy among #GartnerDC conference attendees. http://t.co/yiSW4pmGcA,The merge of Company Anthem and Company Cigna,NONE
"@codereviewapp any plans to show build status (ci)? Can’t merge if I can’t see that! Also, no way to close PR’s?",The merge of Company Anthem and Company Cigna,NONE
"Collas Crill advises on Jacksons CI acquisition: Collas Crill has worked with
 Ravenscroft on the acquisition o... http://t.co/BqdPVMzI1O",The merge of Company Anthem and Company Cigna,NONE
"@chrissyfarr Once upon a time, @RelayHealth webVisits reimbursed by Anthem, Cigna, Aetna, HealthNet, Blue Shield of CA, BCBSMA, BCBSFL",The merge of Company Anthem and Company Cigna,NONE
@jamie_switzer former. In a couple bites. No way to do all at once. Only way to a takeover or sale of all 37pc to one party is if CI agrees,The merge of Company Anthem and Company Cigna,NONE
Romeo really the bid😂😂😂 #ANTM,The merge of Company Anthem and Company Cigna,NONE
"Samsung and Cigna, which signed a partnership agreement last fall, have launched their first joint product, a... http://t.co/rdm7SOqPrm",The merge of Company Anthem and Company Cigna,NONE
#Hepatitis news: Cigna Signs Agreement with Gilead to Improve Affordability of Hepatitis C Trea... http://t.co/6sv0mkB29y #pathogenposse,The merge of Company Anthem and Company Cigna,NONE
@georgegalloway george needs more integration nat anthem sung once week in ALL schools uk &amp;scottish footy teams in eng.,The merge of Company Anthem and Company Cigna,NONE
"Shares of Aetna, Humana and Cigna all closed higher Friday as speculation of a merger or acquisition involving... http://t.co/5fTVcc9EmD",The merge of Company Anthem and Company Cigna,FAVOR
This GM the bid😭😭,The merge of Company Anthem and Company Cigna,NONE
"clayton_dd: free photo sharing app http://t.co/dcEoQULh2X FNV Franco-Nevada Corp. Bid Size
 http://t.co/9zYQ5KvXTF
 
 $FNV $CI $FNMA $GOOG…",The merge of Company Anthem and Company Cigna,NONE
#Hines purchases The Summit office complex in downtown #Bellevue - http://t.co/Y23NEZifB1 #CRE #Office #acquisition,The merge of Company Anthem and Company Cigna,NONE
"CHI St. Luke's Health, Cigna reach agreement on new, multi-year contract http://t.co/WHF9uRjgrw",The merge of Company Anthem and Company Cigna,NONE
Aboriginal homeless drop-in centre loses bid for city funding via @CBCNews http://t.co/3JZWKHbuoE #indigenous,The merge of Company Anthem and Company Cigna,NONE
"GRazie a Mike Squires che ci ricorda questa bella iniziativa:
 "" Just a few more hours to bid on this cool PRS... http://t.co/MM5oa2V73e",The merge of Company Anthem and Company Cigna,NONE
Anthem BCBS &amp; @Aurora_Health announced shared savings agreement to improve #healthcare quality http://t.co/TVJPuUh2fk,The merge of Company Anthem and Company Cigna,NONE
Bid adieu to the Tour De France with this cockney piano version of Kraftwerk’s anthem http://t.co/2qpj7pDooa #TDF #TDF2014,The merge of Company Anthem and Company Cigna,NONE
Anthem Blue Cross and Blue Shield and Aurora Health Care Announce Shared Savings and Care Coordination Agreement http://t.co/DZYbLqdODZ,The merge of Company Anthem and Company Cigna,NONE
#Zurich #stocks: CI Com : #Merger #Acquisition Analysts say: insecure Jan 2015 growth &amp; profits. http://t.co/n2jTLppzjx,The merge of Company Anthem and Company Cigna,NONE
Sky Sports - Luiz: Believe in title bid http://t.co/9IxdxGHjoZ #CI,The merge of Company Anthem and Company Cigna,NONE
Merge pull request #19586 from lightsofapollo/ci-disable-after-script NO BUG - do not run after_script (quick... http://t.co/AF8IkcValt,The merge of Company Anthem and Company Cigna,NONE
Gilead has inked an agreement with health insurer Anthem - http://t.co/SJmUShCUVr $GILD http://t.co/XKzzzZS4Us,The merge of Company Anthem and Company Cigna,NONE
Cigna shows takeover interest in health insurer Humana - Maine News Online http://t.co/9NJ6id6GG1,The merge of Company Anthem and Company Cigna,NONE
